Cell,Group,Disease,Stage,PlotStage,Pseudotime2,MixEntropy,Batch,OXPHOS,Apoptosis
Normal_2_3_8_1_bar57,Normal,Control,S1,Round Sperm,8.09608938547486,0.400309645830661,Normal_2,2.515655814841536,0.10280443394304556
Normal_2_3_8_2_bar58,Normal,Control,S2,Elongated Sperm,9.475496688741723,0.4537163391840595,Normal_2,2.5491822995808344,0.12080343148975643
Normal_2_3_8_3_bar59,Normal,Control,D,Late SPC,6.409302325581394,0.20976880507769463,Normal_2,3.0682193226122085,0.58158320918657
Normal_2_3_8_4_bar60,Normal,Control,D,Late SPC,6.541395348837209,0.3764618904658653,Normal_2,3.2018390689402967,0.2826106537139744
Normal_2_3_8_6_bar62,Normal,Control,D,Late SPC,6.708837209302326,0.24107630848449527,Normal_2,2.9618730864375182,0.4829325236631478
Normal_2_3_8_8_bar64,Normal,Control,D,Late SPC,6.729302325581394,0.1406962253139284,Normal_2,3.179089510318591,0.3204472686567267
Normal_2_3_9_1_bar65,Normal,Control,SPC7,Late SPC,7.343589743589743,0.3258655606291759,Normal_2,3.1761456993029222,0.6162337304226667
Normal_2_3_9_2_bar66,Normal,Control,SPC7,Late SPC,7.25128205128205,0.05745902028655034,Normal_2,2.921162784740079,0.27055919207029944
Normal_2_3_9_3_bar67,Normal,Control,S1,Round Sperm,8.122905027932962,0.3258655606291759,Normal_2,2.8181375265814537,0.44837057398790797
Normal_2_3_9_4_bar68,Normal,Control,D,Late SPC,6.673488372093023,0.29892393694265923,Normal_2,3.0822124103922848,0.6542784816965234
Normal_2_3_9_5_bar69,Normal,Control,S2,Elongated Sperm,9.356291390728476,0.5989622786624562,Normal_2,2.734640955995511,0.30413934492492556
Normal_2_3_9_6_bar70,Normal,Control,S1,Round Sperm,8.218994413407822,0.42329155143330927,Normal_2,3.086271493552125,0.3450753419882822
Normal_2_3_9_7_bar71,Normal,Control,D,Late SPC,6.753488372093024,0.1016093118462857,Normal_2,3.20439294113367,0.3218510397278011
Normal_2_3_9_8_bar72,Normal,Control,SPC7,Late SPC,7.429059829059829,0.42329155143330927,Normal_2,2.926283518690386,0.21633149444435512
Normal_2_4_10_1_bar73,Normal,Control,SPC7,Late SPC,7.367521367521367,0.4454685520745207,Normal_2,3.161007343331025,0.52333104347328
Normal_2_4_10_3_bar75,Normal,Control,preP,Late SPC,5.923595505617978,0.7451377602914301,Normal_2,3.315505445569584,0.20880435190756966
Normal_2_4_10_4_bar76,Normal,Control,P,Late SPC,6.367857142857143,0.17647205924970638,Normal_2,3.1323662964533603,0.2581522298956967
Normal_2_4_10_5_bar77,Normal,Control,P,Late SPC,6.0285714285714285,0.3258655606291759,Normal_2,3.056698968908899,0.17870401670529557
Normal_2_4_10_6_bar78,Normal,Control,P,Late SPC,6.182142857142857,0.3258655606291759,Normal_2,3.073905637472696,0.2689873972195034
Normal_2_4_10_7_bar79,Normal,Control,preP,Late SPC,5.896629213483147,0.7451377602914301,Normal_2,3.3860999245115244,0.14732911068576113
Normal_2_4_10_8_bar80,Normal,Control,preP,Late SPC,5.788764044943821,0.834051858790033,Normal_2,3.2506405663975424,0.458320885327765
Normal_2_4_11_1_bar81,Normal,Control,L3,Early SPC,4.976744186046512,0.9801357484574459,Normal_2,3.2772749695825363,0.2231797250210403
Normal_2_4_11_3_bar83,Normal,Control,preP,Late SPC,5.784269662921348,0.8436418209311076,Normal_2,3.146306352680557,0.46339427017537776
Normal_2_4_11_4_bar84,Normal,Control,P,Late SPC,6.135714285714285,0.3258655606291759,Normal_2,3.0893456082899173,0.170737006820764
Normal_2_4_11_5_bar85,Normal,Control,preP,Late SPC,5.991011235955056,0.5641201360165431,Normal_2,3.0806781243755683,0.0
Normal_2_4_11_6_bar86,Normal,Control,P,Late SPC,6.039285714285715,0.3258655606291759,Normal_2,3.0929006489578064,0.4267990217488145
Normal_2_4_11_7_bar87,Normal,Control,preP,Late SPC,5.905617977528089,0.7451377602914301,Normal_2,3.204730827085777,0.3920803701570989
Normal_2_4_11_8_bar88,Normal,Control,P,Late SPC,6.203571428571428,0.3516761192089252,Normal_2,3.111776481665881,0.09368665447301933
Normal_2_4_12_1_bar89,Normal,Control,preP,Late SPC,5.932584269662922,0.7451377602914301,Normal_2,3.3704163551886737,0.0
Normal_2_4_12_2_bar90,Normal,Control,preP,Late SPC,5.793258426966292,0.8241369392819331,Normal_2,3.1676613931212048,0.4417804549989278
Normal_2_4_12_3_bar91,Normal,Control,P,Late SPC,6.2821428571428575,0.3516761192089252,Normal_2,3.1185527791747165,0.07881007063592867
Normal_2_4_12_4_bar92,Normal,Control,P,Late SPC,6.2214285714285715,0.400309645830661,Normal_2,3.122753199058614,0.28902456506499447
Normal_2_4_12_5_bar93,Normal,Control,preP,Late SPC,5.76629213483146,0.8705109726668042,Normal_2,3.167983333614197,0.0
Normal_2_4_12_6_bar94,Normal,Control,preP,Late SPC,5.842696629213483,0.7451377602914301,Normal_2,3.2854711604337408,0.052247626750301555
Normal_2_4_12_7_bar95,Normal,Control,preP,Late SPC,5.92808988764045,0.7451377602914301,Normal_2,3.140903993194459,0.10076562173427978
Normal_2_4_2_1_bar9,Normal,Control,preP,Late SPC,5.712359550561797,0.9226477100637913,Normal_2,3.2231903309824887,0.2250819512681789
Normal_2_4_2_2_bar10,Normal,Control,preP,Late SPC,5.869662921348315,0.7451377602914301,Normal_2,3.117873614718139,0.14653119369477957
Normal_2_4_2_3_bar11,Normal,Control,P,Late SPC,6.121428571428571,0.3258655606291759,Normal_2,3.101208937829043,0.3465324006585122
Normal_2_4_2_4_bar12,Normal,Control,P,Late SPC,6.392857142857143,0.17647205924970638,Normal_2,3.0684286267503613,0.0
Normal_2_4_2_6_bar14,Normal,Control,S1,Round Sperm,8.310614525139666,0.5270721966227245,Normal_2,2.9136615534040295,0.14756851779297622
Normal_2_4_2_7_bar15,Normal,Control,preP,Late SPC,5.878651685393258,0.7451377602914301,Normal_2,3.3213768319356545,0.22270240066112112
Normal_2_4_2_8_bar16,Normal,Control,preP,Late SPC,5.806741573033708,0.7923871505107605,Normal_2,3.2546389079808886,0.4677039610431771
Normal_2_4_3_1_bar17,Normal,Control,preP,Late SPC,5.865168539325842,0.7451377602914301,Normal_2,3.2946181487063724,0.2877314731858911
Normal_2_4_3_2_bar18,Normal,Control,D,Late SPC,6.742325581395349,0.1016093118462857,Normal_2,3.1593662578317585,0.35810752620354946
Normal_2_4_3_3_bar19,Normal,Control,S1,Round Sperm,8.232402234636872,0.5076575881791653,Normal_2,3.0275643797993514,0.526294768473249
Normal_2_4_3_4_bar20,Normal,Control,S1,Round Sperm,8.205586592178772,0.27071808593082797,Normal_2,2.9201292641285264,0.2069566319223709
Normal_2_4_3_5_bar21,Normal,Control,D,Late SPC,6.788837209302326,0.05745902028655034,Normal_2,3.0544177302220565,0.3943530567898039
Normal_2_4_3_7_bar23,Normal,Control,P,Late SPC,6.389285714285715,0.17647205924970638,Normal_2,2.7994687540609497,0.34826502738531334
Normal_2_4_3_8_bar24,Normal,Control,L3,Early SPC,5.158139534883722,0.9860029065325912,Normal_2,2.989455161077874,0.0
Normal_2_4_4_1_bar25,Normal,Control,D,Late SPC,6.790697674418604,0.05745902028655034,Normal_2,2.8260898536344907,0.3426277752912707
Normal_2_4_4_2_bar26,Normal,Control,P,Late SPC,6.232142857142858,0.400309645830661,Normal_2,3.10621565339803,0.2978230200018354
Normal_2_4_4_4_bar28,Normal,Control,P,Late SPC,6.042857142857143,0.3258655606291759,Normal_2,2.998517728523191,0.3443640762829213
Normal_2_4_4_6_bar30,Normal,Control,P,Late SPC,6.192857142857143,0.3516761192089252,Normal_2,2.7905961986982004,0.19726305545735576
Normal_2_4_4_7_bar31,Normal,Control,preP,Late SPC,5.757303370786517,0.8868840152588461,Normal_2,3.2367971178559327,0.10998506920736523
Normal_2_4_5_1_bar33,Normal,Control,preP,Late SPC,5.707865168539326,0.9160724926555215,Normal_2,2.78164255329031,0.0
Normal_2_4_5_2_bar34,Normal,Control,preP,Late SPC,5.739325842696629,0.9160724926555215,Normal_2,3.1328855579422754,0.0
Normal_2_4_5_3_bar35,Normal,Control,P,Late SPC,6.1535714285714285,0.3258655606291759,Normal_2,3.135226261959513,0.26839671962610523
Normal_2_4_5_4_bar36,Normal,Control,P,Late SPC,6.214285714285714,0.400309645830661,Normal_2,3.1971432115426075,0.3911596620314712
Normal_2_4_5_5_bar37,Normal,Control,preP,Late SPC,5.919101123595506,0.7451377602914301,Normal_2,3.2945222825398366,0.518873301352444
Normal_2_4_5_6_bar38,Normal,Control,P,Late SPC,6.307142857142857,0.20976880507769463,Normal_2,3.1465201295003373,0.321437850331573
Normal_2_4_5_7_bar39,Normal,Control,P,Late SPC,6.260714285714285,0.400309645830661,Normal_2,3.08108080793132,0.2625379200622533
Normal_2_4_5_8_bar40,Normal,Control,P,Late SPC,6.335714285714285,0.20976880507769463,Normal_2,3.095764565585512,0.33208863622443113
Normal_2_4_6_1_bar41,Normal,Control,P,Late SPC,6.0964285714285715,0.3258655606291759,Normal_2,3.041228972876556,0.35537077652846777
Normal_2_4_6_2_bar42,Normal,Control,P,Late SPC,6.078571428571429,0.3258655606291759,Normal_2,3.056243067729964,0.32661076068038963
Normal_2_4_6_4_bar44,Normal,Control,preP,Late SPC,5.9820224719101125,0.5989622786624562,Normal_2,3.349013929794553,0.04595489804546389
Normal_2_4_6_5_bar45,Normal,Control,preP,Late SPC,5.847191011235955,0.7451377602914301,Normal_2,3.269465464397801,0.18671390322497133
Normal_2_4_6_6_bar46,Normal,Control,P,Late SPC,6.071428571428572,0.3258655606291759,Normal_2,3.0877900641953033,0.39945397309770175
Normal_2_4_6_7_bar47,Normal,Control,P,Late SPC,6.114285714285714,0.3258655606291759,Normal_2,3.0134986909074346,0.09216040904073233
Normal_2_4_6_8_bar48,Normal,Control,preP,Late SPC,5.8382022471910116,0.7451377602914301,Normal_2,2.772827325760499,0.10853030427800345
Normal_2_4_7_2_bar50,Normal,Control,preP,Late SPC,5.901123595505617,0.7451377602914301,Normal_2,3.331492073973253,0.036792435801911334
Normal_2_4_7_3_bar51,Normal,Control,P,Late SPC,6.328571428571429,0.20976880507769463,Normal_2,3.1623186731818036,0.094436891723246
Normal_2_4_7_4_bar52,Normal,Control,P,Late SPC,6.292857142857144,0.27071808593082797,Normal_2,3.0757235736672612,0.22779346625732322
Normal_2_4_7_5_bar53,Normal,Control,P,Late SPC,6.2250000000000005,0.400309645830661,Normal_2,3.1030089030772,0.1949435602956549
Normal_2_4_7_6_bar54,Normal,Control,preP,Late SPC,5.748314606741573,0.9020619953851936,Normal_2,3.2871442825403085,0.27275850431187587
Normal_2_4_7_8_bar56,Normal,Control,P,Late SPC,6.3,0.24107630848449527,Normal_2,3.1279765677356663,0.35160388262545794
Normal_2_4_8_1_bar57,Normal,Control,D,Late SPC,6.77953488372093,0.05745902028655034,Normal_2,3.152523184633895,0.35853540158473135
Normal_2_4_8_3_bar59,Normal,Control,P,Late SPC,6.089285714285715,0.3258655606291759,Normal_2,3.03244061696724,0.37751095426698444
Normal_2_4_8_5_bar61,Normal,Control,P,Late SPC,6.35,0.20976880507769463,Normal_2,3.1279555489252924,0.3502409792799457
Normal_2_4_8_6_bar62,Normal,Control,preP,Late SPC,5.9101123595505625,0.7451377602914301,Normal_2,3.339706605697773,0.05789452632232923
Normal_2_4_8_7_bar63,Normal,Control,P,Late SPC,6.085714285714285,0.3258655606291759,Normal_2,3.01605963327662,0.41878629629722225
Normal_2_4_8_8_bar64,Normal,Control,P,Late SPC,6.132142857142857,0.3258655606291759,Normal_2,3.0999213807282655,0.12285148100866922
Normal_2_4_9_1_bar65,Normal,Control,preP,Late SPC,5.995505617977528,0.545883901502697,Normal_2,3.2885219704665327,0.19155018581568045
Normal_2_4_9_2_bar66,Normal,Control,P,Late SPC,6.339285714285715,0.20976880507769463,Normal_2,3.1080034472034734,0.40327210551196757
Normal_2_4_9_3_bar67,Normal,Control,preP,Late SPC,5.820224719101123,0.7574982110869204,Normal_2,3.162851709183543,0.22549218166381987
Normal_2_4_9_4_bar68,Normal,Control,preP,Late SPC,5.8022471910112365,0.8033104602291359,Normal_2,3.188055523726734,0.2638370202821828
Normal_2_4_9_5_bar69,Normal,Control,P,Late SPC,6.189285714285715,0.3516761192089252,Normal_2,3.0887216124959576,0.32513213715149664
Normal_2_4_9_6_bar70,Normal,Control,S1,Round Sperm,8.353072625698324,0.5641201360165431,Normal_2,2.901530313974235,0.26069498521792334
Normal_2_4_9_7_bar71,Normal,Control,P,Late SPC,6.139285714285715,0.3258655606291759,Normal_2,2.9512266246698142,0.3989208846963333
Normal_2_4_9_8_bar72,Normal,Control,P,Late SPC,6.164285714285715,0.3258655606291759,Normal_2,3.091743647156477,0.20873697277250833
Normal_2_5_5_1_bar17,Normal,Control,T,Late SPC,7.066666666666666,0.05745902028655034,Normal_2,3.1519446443419006,0.3476623558169947
Normal_2_5_5_4_bar20,Normal,Control,S1,Round Sperm,8.174301675977652,-1.4428232973175175e-12,Normal_2,2.783404056698836,0.0
Normal_2_5_5_6_bar22,Normal,Control,T,Late SPC,7.0,0.05745902028655034,Normal_2,2.794533614418537,0.08133911925558766
Normal_2_5_5_7_bar23,Normal,Control,P,Late SPC,6.0,0.5270721966227245,Normal_2,2.082683443942763,0.0
Normal_2_5_6_3_bar27,Normal,Control,T,Late SPC,6.866666666666667,0.05745902028655034,Normal_2,2.4503333213586256,0.10655869099374378
Normal_3_1_1_4_bar4,Normal,Control,SPC7,Late SPC,7.384615384615384,0.4454685520745207,Normal_3,2.996661941311583,0.5198374867210666
Normal_3_1_10_1_bar73,Normal,Control,S1,Round Sperm,8.0,0.42329155143330927,Normal_3,2.590137674324139,0.17481939182732667
Normal_3_1_10_2_bar74,Normal,Control,P,Late SPC,6.242857142857144,0.400309645830661,Normal_3,3.141705182263922,0.3350856250127427
Normal_3_1_11_3_bar83,Normal,Control,Z,Early SPC,5.448888888888889,0.8618667612702412,Normal_3,2.680487103727188,0.0
Normal_3_1_12_2_bar90,Normal,Control,SPC7,Late SPC,7.2615384615384615,0.05745902028655034,Normal_3,2.6699918724735667,0.24294450640494444
Normal_3_1_12_3_bar91,Normal,Control,S2,Elongated Sperm,9.276821192052982,0.7192711659547665,Normal_3,2.4427076315429685,0.32506885688921555
Normal_3_1_12_7_bar95,Normal,Control,Undiff.SPG-2,SPG (Stem),2.2245614035087717,0.8788487292656739,Normal_3,3.120539912097626,0.4526942803718922
Normal_3_1_3_3_bar19,Normal,Control,P,Late SPC,6.103571428571428,0.3258655606291759,Normal_3,2.9951351969341338,0.4574100138803419
Normal_3_1_4_6_bar30,Normal,Control,preP,Late SPC,5.761797752808989,0.8788487292656739,Normal_3,3.1997489803774144,0.5193676423256711
Normal_3_1_5_3_bar35,Normal,Control,preP,Late SPC,5.81123595505618,0.7811153285415829,Normal_3,3.03060494518255,0.0
Normal_3_1_5_6_bar38,Normal,Control,D,Late SPC,6.520930232558139,0.3764618904658653,Normal_3,2.950041456982038,0.5171187816256988
Normal_3_1_6_2_bar42,Normal,Control,preP,Late SPC,5.914606741573034,0.7451377602914301,Normal_3,3.096056537640031,0.2425296636143879
Normal_3_1_6_4_bar44,Normal,Control,SPC7,Late SPC,7.3196581196581185,0.20976880507769463,Normal_3,2.896483314838835,0.3149528152691797
Normal_3_1_7_6_bar54,Normal,Control,D,Late SPC,6.574883720930233,0.3516761192089252,Normal_3,2.622187999069612,0.5461264917693844
Normal_3_1_7_7_bar55,Normal,Control,S2,Elongated Sperm,9.28476821192053,0.7192711659547665,Normal_3,2.3573261255101094,0.7782932239528022
Normal_3_1_7_8_bar56,Normal,Control,D,Late SPC,6.653023255813953,0.27071808593082797,Normal_3,2.6106921721109284,0.22101544526313666
Normal_3_1_8_2_bar58,Normal,Control,L1/2,Early SPC,4.78918918918919,0.9289400324929343,Normal_3,2.53535947454652,0.0
Normal_3_1_9_2_bar66,Normal,Control,L1/2,Early SPC,4.6378378378378375,0.9289400324929343,Normal_3,2.8583802839395096,0.24085322909570556
Normal_3_1_9_4_bar68,Normal,Control,P,Late SPC,6.171428571428571,0.3258655606291759,Normal_3,3.039014171187457,0.3147752760434789
Normal_3_2_1_3_bar3,Normal,Control,preL-2,Early SPC,3.690322580645162,0.8788487292656739,Normal_3,2.6679280955224045,0.3197275501728322
Normal_3_2_1_4_bar4,Normal,Control,L1/2,Early SPC,4.605405405405405,0.9289400324929343,Normal_3,2.419214936270106,0.49016600443924
Normal_3_2_1_5_bar5,Normal,Control,L3,Early SPC,5.1720930232558135,0.9860029065325912,Normal_3,2.4062954413055024,0.0
Normal_3_2_1_7_bar7,Normal,Control,P,Late SPC,6.382142857142857,0.17647205924970638,Normal_3,3.1485449202546025,0.18874033332065332
Normal_3_2_10_2_bar74,Normal,Control,L3,Early SPC,5.083720930232558,0.9226477100637913,Normal_3,2.797685650129842,0.52971737050839
Normal_3_2_10_6_bar78,Normal,Control,SPC7,Late SPC,7.271794871794871,0.1016093118462857,Normal_3,2.2932507373337194,0.27812158546192667
Normal_3_2_10_8_bar80,Normal,Control,P,Late SPC,6.246428571428572,0.400309645830661,Normal_3,2.960238048739563,0.44433610600808193
Normal_3_2_11_1_bar81,Normal,Control,preL-1,Early SPC,3.2705882352941176,0.9160724926555215,Normal_3,2.5532871878197687,0.3540380089644922
Normal_3_2_12_3_bar91,Normal,Control,preL-1,Early SPC,3.294117647058823,0.9160724926555215,Normal_3,2.450761250013786,0.0
Normal_3_2_12_4_bar92,Normal,Control,L1/2,Early SPC,4.702702702702703,0.9289400324929343,Normal_3,2.973281678652511,0.3173649757729622
Normal_3_2_12_8_bar96,Normal,Control,S2,Elongated Sperm,9.491390728476821,0.44376613015594935,Normal_3,2.504124518319475,0.1341409081235589
Normal_3_2_2_1_bar9,Normal,Control,SPC7,Late SPC,7.3367521367521356,0.29892393694265923,Normal_3,2.7861829917994663,0.0
Normal_3_2_2_2_bar10,Normal,Control,Diff.ing SPG,SPG (Stem),3.136842105263158,0.8436418209311076,Normal_3,3.1256280699297294,0.7428882649389801
Normal_3_2_2_3_bar11,Normal,Control,D,Late SPC,6.666046511627907,0.29892393694265923,Normal_3,2.39169545136368,0.0
Normal_3_2_2_4_bar12,Normal,Control,S2,Elongated Sperm,9.597350993377484,0.39938208242171214,Normal_3,2.1351275294071286,0.18947938234293113
Normal_3_2_2_5_bar13,Normal,Control,Undiff.SPG-1,SPG (Stem),1.9388888888888889,0.999208938861951,Normal_3,2.8374460144417797,0.47273267144812664
Normal_3_2_2_8_bar16,Normal,Control,Diff.ing SPG,SPG (Stem),2.863157894736842,0.8705109726668042,Normal_3,3.2650105309231123,0.0
Normal_3_2_3_2_bar18,Normal,Control,S3,Elongated Sperm,9.68695652173913,0.38238067515089474,Normal_3,2.2704486278894698,0.0
Normal_3_2_3_4_bar20,Normal,Control,S1,Round Sperm,8.140782122905028,0.20976880507769463,Normal_3,2.078056077387364,0.32863654573848
Normal_3_2_4_1_bar25,Normal,Control,S2,Elongated Sperm,9.258278145695364,0.7057464344124471,Normal_3,2.5121387094377017,0.2834673509637444
Normal_3_2_4_6_bar30,Normal,Control,L3,Early SPC,5.093023255813954,0.9349520981623263,Normal_3,2.555193138204059,0.8676203121245689
Normal_3_2_4_8_bar32,Normal,Control,S1,Round Sperm,8.044692737430168,0.42329155143330927,Normal_3,2.5374787424322456,0.4501639025363578
Normal_3_2_5_1_bar33,Normal,Control,S1,Round Sperm,8.16536312849162,-1.4428232973175175e-12,Normal_3,2.5186830790854,0.42514154491340556
Normal_3_2_5_3_bar35,Normal,Control,preL-1,Early SPC,3.552941176470588,0.9020619953851936,Normal_3,2.9771811218332855,0.75174292232689
Normal_3_2_5_4_bar36,Normal,Control,Z,Early SPC,5.528888888888889,0.8618667612702412,Normal_3,3.0059490658548036,0.5823677924622266
Normal_3_2_5_5_bar37,Normal,Control,S2,Elongated Sperm,9.419867549668874,0.46689278340051177,Normal_3,2.323197861449731,0.0
Normal_3_2_6_2_bar42,Normal,Control,L1/2,Early SPC,4.681081081081081,0.9289400324929343,Normal_3,2.530169031944672,0.2653237693762167
Normal_3_2_6_4_bar44,Normal,Control,D,Late SPC,6.5990697674418595,0.29892393694265923,Normal_3,3.005460287628101,0.28960469201462335
Normal_3_2_6_6_bar46,Normal,Control,preL-2,Early SPC,3.7548387096774194,0.9020619953851936,Normal_3,2.5361642658859935,0.0
Normal_3_2_7_4_bar52,Normal,Control,Diff.ing SPG,SPG (Stem),3.024561403508772,0.7057464344124471,Normal_3,3.094798117412509,0.8659800218091644
Normal_3_2_7_5_bar53,Normal,Control,D,Late SPC,6.414883720930233,0.24107630848449527,Normal_3,2.536732136714287,0.2621065362035922
Normal_3_2_7_7_bar55,Normal,Control,Diff.ing SPG,SPG (Stem),3.1157894736842104,0.8138917044627733,Normal_3,3.1949960756062215,0.5677590822825422
Normal_3_2_8_4_bar60,Normal,Control,L3,Early SPC,4.967441860465117,0.9860029065325912,Normal_3,2.8869046250274346,0.33031960278967776
Normal_3_2_8_6_bar62,Normal,Control,preP,Late SPC,5.856179775280898,0.7451377602914301,Normal_3,2.9840292688052905,0.16151658511592112
Normal_3_2_8_7_bar63,Normal,Control,preL-1,Early SPC,3.2235294117647055,0.9160724926555215,Normal_3,3.0992443506563783,0.30387468536178663
Normal_3_2_9_3_bar67,Normal,Control,D,Late SPC,6.494883720930233,0.3764618904658653,Normal_3,2.7813196488336045,0.8874324146043978
Normal_3_2_9_6_bar70,Normal,Control,SPC7,Late SPC,7.388034188034187,0.4454685520745207,Normal_3,3.0799170493089294,0.3330413024516958
