gene_name,Ctrl,iNOA_B,iNOA_S,OA,AZFc_Del,KS
AL355483.1,0.017212462,0,0.003306218,0.00147586,0.0026653,0.008163107
AL355483.4,0,0,0,0,0.000117738,0.002071747
AL355488.1,0.001674102,0.007377052,0.010874072,0.011502813,0.012277663,0.007552026
AL355490.1,0.02952593,0,0.004333563,0.106687756,0.028860912,0.112689203
AL355490.2,0,0,0,0.005349344,0.000502141,0.00220407
AL355499.1,0.00202846,0,0,0.005501462,0.001479937,0.00744928
AL355500.1,0.0072506,0,0,0,0.00035309,0
AL355512.1,0.002607415,0,0.00363356,0.007877077,0.002652132,0.004000947
AL355516.1,0,0,0,0,0,0
AL355537.1,0.003264794,0,0,0.001805858,0.00134285,0.003820778
AL355537.2,0,0,0,0,0.00054901,0
AL355574.1,0.002448078,0,0.003733386,0.002125525,0.001242646,0
AL355581.1,0.003593131,0,0,0.007743633,0.000967301,0
AL355592.1,0,0,0,0.020093397,0.003373053,0.020085425
AL355596.1,0,0,0,0,0,0
AL355607.1,0,0,0.000255554,0,0,0
AL355615.1,0,0,0,0,0.000197146,0
AL355674.1,0,0,0,0.00100177,0,0
AL355802.1,0,0.007566819,0.000702622,0,0.000699959,0
AL355802.2,0,0,0,0.003599869,0.001957599,0.004087435
AL355816.1,0,0,0,0,0.000731391,0
AL355816.2,0,0,0,0.005242358,0.015792255,0.003303319
AL355838.1,0,0,0,0.001732487,0.000592304,0.002316069
AL355852.1,0,0,0.000353415,0,0,0
AL355877.1,0.039740796,0.04470267,0.059207898,0.037049631,0.069754755,0.051881296
AL355916.1,0.002681937,0,0.000400288,0.005130199,0.003414307,0.00229977
AL355916.2,0,0,0,0.007110742,0.002789166,0
AL355922.1,0,0,0,0,0,0
AL355922.2,0,0,0,0,0.001099659,0.002587674
AL355922.3,0,0,0,0.002682249,0.001283192,0.002551111
AL355922.5,0,0,0,0.002898537,0,0
AL355974.2,0,0,0,0,0,0
AL355981.1,0,0,0.001723994,0.008229821,0.002258482,0.006906399
AL355987.4,0.035297628,0.085783206,0.060692061,0.071862306,0.054183144,0.104291331
AL355989.1,0.00910369,0,0,0.030828404,0.00885785,0.037109638
AL355990.1,0.001083985,0,0,0,0,0.002197991
AL355997.1,0.009199547,0.007892845,0,0.023202299,0.003412489,0.011127151
AL356019.1,0.001579775,0,0,0,0.000620205,0.002001086
AL356019.2,0,0.016605768,0.004294174,0,0.006713424,0
AL356020.1,0.00741181,0,0,0.012063919,0.008305821,0.055636076
AL356022.1,0.012062579,0,0,0.05520336,0.012951639,0.039432838
AL356055.1,0,0,0.002115793,0.003894372,0.00092379,0
AL356056.1,0.001665856,0,0.001534347,0.001433203,0,0.003359693
AL356056.2,0,0,0,0,0,0
AL356056.3,0.005905473,0.003533269,0.008756321,0,0.000309966,0
AL356108.1,0,0,0.001725685,0,0.000470571,0
AL356121.2,0.010027229,0,0,0.00755405,0.003154541,0.005002539
AL356124.1,0.00576074,0,0,0.001401707,0.001109645,0
AL356124.2,0,0,0,0,0.000663184,0
AL356130.2,0,0,0,0,0.00029907,0
AL356134.1,0,0,0,0.007471378,0.001619186,0.006995481
AL356215.1,0,0,0,0,0,0
AL356218.1,0.00356551,0,0,0,0.000235519,0
AL356234.1,0,0,0.001451275,0,0.001856365,0
AL356234.2,0.009527481,0,0,0.02851411,0.007509347,0.016753301
AL356234.3,0,0,0.000168373,0,0,0
AL356235.1,0,0,0.002445733,0,0.006544181,0
AL356258.1,0,0,0.000178681,0,0,0
AL356270.1,0,0,0,0,0,0
AL356272.1,0,0,0,0,0.001691263,0
AL356273.2,0,0,0.00070517,0,0.000334324,0
AL356273.3,0,0.012099944,0.006563148,0.002449781,0.004197373,0
AL356275.1,0.001967491,0,0.001658281,0.001230857,0.003967954,0.003369393
AL356276.1,0,0,0,0.019296936,0.002309157,0.02485749
AL356277.3,0,0.021929459,0.001411243,0,0.004186617,0
AL356289.1,0,0,0,0,0,0.003213347
AL356309.3,0,0,0,0.002284438,0.001383249,0
AL356317.1,0.005752517,0,0.004136962,0,0,0
AL356356.1,0,0,0,0,0,0
AL356379.1,0,0.007845497,0,0.002539972,0,0
AL356387.1,0,0,0,0.003822477,0.000474231,0.001884645
AL356417.1,0,0,0.000382684,0.002790506,0.000820441,0
AL356417.2,0.001284724,0,0.000233572,0.001635299,0.000755445,0.002689469
AL356417.3,0,0,0.000857491,0,0.000289552,0
AL356441.1,0.001854016,0.004278121,0.004703037,0,0.001481128,0
AL356475.1,0,0,0,0,0.000243332,0
AL356476.1,0,0,0,0.00289024,0,0.002351737
AL356479.1,0,0,0,0,0,0
AL356481.1,0.005241771,0.015079578,0.005966655,0.007957583,0.004946048,0.002710662
AL356481.3,0,0,0,0,0,0
AL356488.3,0.024048989,0.032344622,0.031843402,0.029872838,0.036459531,0.024650741
AL356489.2,0.031534936,0.007209744,0.029819469,0.016079138,0.041133982,0.011194003
AL356512.1,0.012240067,0.007077879,0.015618461,0.0191905,0.01442004,0.049868
AL356515.1,0,0,0,0.00135439,0,0
AL356535.1,0.001854016,0,0.00067791,0,0.000657866,0
AL356585.2,0,0,0.001063789,0,0,0
AL356585.4,0.01126233,0.002841402,0.000399351,0,0.001059707,0
AL356599.1,0.049829652,0.028274658,0.060769419,0.052477447,0.061057815,0.06226565
AL356608.1,0.001689609,0,0.000217785,0,0.001568937,0
AL356653.1,0.004318933,0.004391381,0.009238578,0.00859388,0.007071504,0.003438525
AL356740.1,0,0,0.002444295,0.00093953,0.001603166,0
AL356747.1,0.001970356,0,0,0.001090478,0.000578212,0.002391667
AL356750.1,0,0,0,0.004255833,0.000588288,0.005599681
AL356753.1,0.002081519,0,0,0,0,0
AL356756.1,0,0,0,0,0,0
AL356801.1,0.00160286,0,0.001773679,0.001631188,0.000919937,0
AL356804.1,0.00775704,0,0,0.004176178,0.000560387,0
AL356805.1,0,0,0,0.001877642,0.000825081,0
AL356867.1,0,0,0,0,0,0.002316398
AL356966.1,0.009078063,0,0.000275696,0.009337874,0.00274167,0.004708811
AL356968.2,0.001368206,0,0.001428993,0,0,0
AL357033.1,0,0,0,0,0.000139182,0
AL357033.3,0,0.004169928,0.002782029,0,0,0
AL357033.4,0.004157254,0,0.004026843,0,0.007309647,0
AL357052.1,0,0,0,0.001086588,0.000705156,0
AL357054.2,0,0,0,0.005190109,0.000739181,0
AL357054.3,0,0,0,0.002282111,0,0.003438525
AL357054.4,0,0,0.002153325,0,0.001617476,0.001722252
AL357055.3,0.012143106,0.003933101,0.010275836,0.002608172,0.005871988,0.015026272
AL357060.1,0.088157298,0.081788502,0.078650673,0.062327708,0.05012837,0.080540519
AL357078.1,0,0,0.00036554,0,0.001246671,0
AL357078.3,0.001338646,0,0.001332684,0,0,0
AL357079.1,0.003409647,0,0.001332773,0.001206676,9.77E-05,0.008844952
AL357093.2,0,0,0.001298478,0,0.000379108,0
AL357140.1,0,0,0,0,0.002083581,0
AL357140.2,0.006790084,0.010446173,0.0101967,0.01079848,0.01065182,0.01154965
AL357143.1,0,0,0,0,0,0
AL357314.1,0.001726996,0.002838782,0,0,0,0
AL357375.1,0,0,0,0.002413056,0.000949997,0
AL357497.1,0,0,0.000331134,0.001161869,0.000809144,0
AL357518.1,0,0,0,0,0,0
AL357556.4,0.001922293,0,0,0.001206676,0.00053541,0.00306852
AL357558.1,0,0,0,0,0.00073222,0
AL357558.2,0.007131826,0,0,0.056015382,0.004971209,0.013136543
AL357568.2,0,0,0,0,0,0
AL357632.1,0.003663143,0,0,0,0.000229981,0
AL357793.2,0,0,0,0,0,0.006167814
AL357832.1,0,0,0,0,0.000144343,0
AL357833.1,0.001016962,0,0,0.001771886,0,0.006978029
AL357833.2,0.001183564,0,0,0,0,0
AL357874.1,0,0,0,0,0,0
AL358072.1,0.004092524,0.004776829,0.00206715,0.006247286,0.003401371,0
AL358074.1,0.000880643,0.003421968,0.000646012,0.007280544,0.001917085,0.01284279
AL358075.2,0.009258064,0.006663659,0,0.008135898,0.00130862,0
AL358113.1,0,0,0.002347434,0,0.001381421,0
AL358154.1,0.001922293,0,0,0.003510217,0.00014699,0.005424524
AL358215.1,0,0,0,0,0.002125022,0.002402745
AL358215.2,0.005055752,0,0,0.024698543,0.003780532,0.004016838
AL358216.1,0,0,0,0,0,0
AL358332.1,0,0,0,0.004589585,0.002875828,0.011895997
AL358333.1,0.007937634,0,0.001293867,0.010527167,0.004690257,0.002314265
AL358333.2,0,0,0.000690476,0.00180077,0.001493475,0.006380091
AL358333.3,0,0,0,0.002530387,0.005618964,0
AL358335.2,0,0,0.006496771,0,0.000234617,0
AL358393.1,0,0,0.002045137,0,0,0
AL358394.2,0,0,0,0.000868714,0.001401574,0.006289
AL358472.1,0.009140078,0.013989086,0.010190982,0.004685437,0.015041389,0.012838696
AL358472.2,0.014761909,0.008296373,0.028178755,0.011227701,0.021842222,0.015635564
AL358472.3,0.003059821,0.008489164,0.010051304,0.007858717,0.016411061,0.007375057
AL358472.4,0.041152986,0.031696572,0.050499908,0.022437042,0.030258518,0.020697078
AL358472.5,0.006649119,0.023496282,0.003980196,0.020116412,0.007583118,0.002316398
AL358473.1,0.001515333,0,0.000396391,0.001059288,0.000595501,0.00508862
AL358473.2,0,0,0,0.007862233,0.000906982,0.008220526
AL358612.1,0.005088636,0,0,0.007566492,0.00295331,0.012114356
AL358613.1,0.00160286,0,0,0,0.000503548,0
AL358781.1,0,0,0,0.001424177,0.005698532,0
AL358781.2,0.007830869,0,0.001108065,0.012722133,0.002577367,0.005134812
AL358790.1,0.002237597,0,0,0.002601223,0.004457824,0.004941818
AL358852.1,0.00984879,0,0.005862709,0.0104529,0.009627524,0.018289704
AL358933.1,0.002245955,0,0.005991035,0.002380846,0.002068758,0.003472504
AL358942.1,0,0,0,0.001360439,0,0
AL358972.1,0,0,0,0.000869068,0.000106229,0
AL358975.1,0.005694305,0,0,0.014645445,0.006154566,0.019435028
AL359073.1,0,0,0,0,0,0
AL359075.1,0,0,0.001086473,0,0,0
AL359091.4,0.003838457,0.003769334,0.002957225,0.00154539,0.002896494,0
AL359091.5,0.001594516,0,0,0,0.000363564,0
AL359094.1,0.004909631,0,0,0.014484107,0.000717272,0.007643299
AL359182.1,0.002400379,0.008906731,0.0076593,0.00294158,0.004842161,0.009312604
AL359182.2,0.030915037,0,0.007316458,0.050926664,0.011034178,0.099124076
AL359183.1,0.002196721,0,0.000905172,0.007503084,0.005268727,0
AL359195.2,0,0,0,0,0,0
AL359198.1,0.001396213,0,0.001824918,0.001858702,0.000264251,0.010007539
AL359220.1,0.003817867,0.003739313,0.00321086,0,0.001170532,0
AL359232.1,0.009574449,0.016158789,0.034195873,0.021739958,0.028130916,0.028052956
AL359237.1,0,0.003003126,0.002518261,0.005581502,0.002323384,0
AL359238.1,0,0,0,0,0.001088288,0.006077996
AL359258.3,0,0,0.002973445,0,0.004672872,0.001831721
AL359263.1,0,0,0.001084964,0,0,0
AL359265.2,0.002144593,0.007288484,0.003648892,0,0.000313068,0.00200268
AL359265.3,0.006612759,0,0.003998004,0.002572092,0.00270155,0
AL359313.1,0,0,0,0.003052005,0.000733796,0
AL359317.1,0.001242919,0,0,0,0,0.003736108
AL359317.2,0,0.003390555,0.001341521,0.006420506,0.005340783,0.006370503
AL359382.1,0,0,0,0.001200947,0.000190217,0
AL359396.1,0,0,0,0.004078229,0.001100734,0
AL359397.1,0,0,0,0,0,0
AL359397.2,0,0,0,0.001943408,0.001950133,0
AL359504.2,0.051658142,0.027990578,0.055450281,0.04022522,0.054268011,0.05468484
AL359510.2,0.005861992,0,0.000725311,0,0.00014475,0
AL359513.1,0.030073091,0.003194652,0.01364166,0.032413781,0.018888443,0.038537746
AL359532.1,0.001991629,0.002933478,0.004250504,0.001139255,0.004968191,0
AL359538.1,0.005026845,0.006412229,0.008038769,0.007620737,0.008395231,0.016040107
AL359541.1,0.007317896,0.006015045,0.009525825,0.001983107,0.009460609,0.010789372
AL359547.1,0.002952668,0.003338656,0,0.006215168,0.002505219,0.003878901
AL359555.1,0.001752539,0,0,0.002784011,0.000645068,0.002332268
AL359555.4,0,0,0.000676158,0,0.005465676,0.004084457
AL359633.2,0,0,0,0,0,0
AL359636.1,0,0.014008447,0,0,0.000864764,0.004099082
AL359636.3,0,0,0,0.000860252,0.000257551,0
AL359643.2,0.009662668,0,0.002967134,0,0.001946141,0
AL359643.3,0.0165194,0.009014262,0.01275237,0.051297782,0.024867353,0.046921828
AL359644.1,0.013134243,0.007931735,0.01759895,0.015035415,0.018026438,0.010491795
AL359649.1,0.001579775,0,0,0.001858702,0.000432733,0.005390848
AL359682.1,0.002899405,0,0,0.006558762,0.000691942,0.003758634
AL359697.1,0,0,0,0,0.000203786,0
AL359706.1,0,0.003778073,0,0,0.000147275,0.002050944
AL359710.1,0.001620783,0.003839871,0.001928727,0.002724829,0.001270985,0.003984605
AL359711.2,0.006991129,0.031529392,0.01834546,0.012673396,0.013925173,0.017608587
AL359715.1,0.001385725,0.004620656,0.004708662,0.012089995,0.001653555,0
AL359715.2,0,0,0.000244465,0,0.002085387,0.004917131
AL359715.3,0.011273389,0.01376183,0.01314882,0.019139322,0.015584987,0.011445955
AL359715.4,0,0,0.001338233,0,0,0
AL359752.1,0.05202813,0.05138453,0.047540418,0.060747082,0.075562626,0.041228294
AL359762.1,0.004075545,0.00321169,0.010652312,0.009961644,0.007199174,0.002423953
AL359771.1,0,0,0,0,0.000183121,0
AL359851.1,0.003258044,0.004157411,0.010773254,0.001114582,0.009638775,0.007368127
AL359852.1,0.00201137,0,0,0,0,0
AL359853.1,0.010028199,0,0,0.001114582,0.002170013,0.00521031
AL359853.2,0,0,0,0,0.001055248,0.002316398
AL359853.3,0.057689202,0,0,0.061176585,0.008366621,0.022492044
AL359878.1,0.006694053,0.016962114,0.002291537,0.002845325,0.005689283,0.002423953
AL359878.2,0.002167392,0,0,0.001941258,0.000770775,0.004601775
AL359881.1,0.002179029,0,0.003764247,0,0.005935451,0.002095527
AL359881.2,0,0,0,0,0,0
AL359881.3,0,0,0,0,0,0
AL359885.1,0,0,0,0,0.000925057,0
AL359915.2,0.01298212,0.074972571,0.033922346,0.02006555,0.02456946,0.025151721
AL359918.1,0.005370006,0,0,0,0.000361392,0
AL359921.1,0,0,0,0.003165852,0.004275979,0
AL359921.2,0,0.003942617,0.008238376,0.002509496,0.010992557,0.007071439
AL359922.3,0,0,0.0011246,0.002468064,0.002763669,0
AL359962.1,0,0,0.000604488,0,0,0
AL360013.1,0.005228266,0,0,0,0,0
AL360014.1,0,0,0.001624971,0.018262498,0.006433605,0.010240439
AL360181.2,0.002245955,0,0.001880512,0.001352304,0.000625352,0
AL360182.1,0.002355792,0,0.001503695,0,0.000867469,0
AL360182.2,0,0,0.000568012,0,0.00034271,0.002451777
AL360219.1,0.009227558,0.007705111,0.008776024,0.008444527,0.009898192,0.024232093
AL360227.1,0.014397543,0,0,0.015369145,0.004175326,0.006577513
AL360268.1,0.003821286,0,0,0,0,0
AL360268.2,0.006777132,0,0,0.002256647,0.000504229,0
AL360270.1,0.046413325,0.067296156,0.032558288,0,0.000125833,0
AL360270.2,0.006325173,0.006639341,0.009474734,0.009587197,0.007384996,0.001878362
AL360270.3,0.027934777,0.026640518,0.02880354,0.019969482,0.021576866,0.016820208
AL360295.1,0,0,0,0.002073256,0,0
AL365181.1,0.002303642,0,0.00128827,0,0,0
AL365181.2,0.002803748,0.010671015,0.011446512,0,0.014546203,0
AL365181.3,0.001566512,0,0.00889473,0.005492813,0.010468811,0.00630309
AL365181.4,0.007148091,0.003012269,0.005155886,0,0.00418476,0
AL365184.1,0.002540495,0,0,0.008063139,0.001655673,0.004295125
AL365184.2,0.038156656,0,0,0.13310516,0.012772389,0.077252145
AL365194.1,0.016783569,0.006616678,0.067384337,0.014901804,0.031185665,0.026057815
AL365203.2,0,0,0.002515115,0.010114281,0.002636068,0
AL365204.1,0,0,0,0.000793143,0,0.001914567
AL365204.2,0,0,0,0,0,0
AL365205.1,0.00145516,0,0,0.001827746,0.004702282,0
AL365205.2,0,0,0,0,0.006535743,0.011185261
AL365205.3,0,0,0.000780194,0,0.001919757,0
AL365214.2,0.004024584,0,0.000550417,0.012493875,0.00125641,0.003736108
AL365217.1,0,0,0,0.003618732,0.001363862,0.002100915
AL365226.1,0.001829157,0,0,0.032083998,0.007457238,0.02038595
AL365226.2,0.001094952,0,0,0,0.001962508,0
AL365258.2,0,0,0,0,0.000766033,0
AL365259.1,0.002619617,0,0.000414427,0.004241746,0.000308521,0
AL365271.1,0.004618404,0,0,0.003302503,0.000781498,0
AL365273.1,0,0,0.000712062,0,0,0
AL365275.1,0,0.004501272,0.000648766,0.001703032,0.002223075,0.004445702
AL365277.1,0.001579775,0.004157411,0.004228027,0.042197508,0.006122557,0.046135134
AL365295.1,0.034424505,0.084032196,0.068310095,0.024308634,0.041821227,0.027395332
AL365330.1,0.064913947,0.038369338,0.086068545,0.100114688,0.113627073,0.160634106
AL365356.1,0,0,0.000549312,0.004675838,0.000532242,0
AL365356.3,0,0,0,0,0,0
AL365356.4,0,0,0,0,0,0
AL365356.5,0,0,0,0,0,0
AL365357.1,0,0,0.802473856,0.161324667,0.116974574,0
AL365361.1,0,0,0.000365221,0,0.001963424,0.001799842
AL365434.2,0,0,0,0,0,0
AL365436.1,0,0,0.002358272,0,0.000751138,0
AL365436.2,0,0.020672261,0.000160545,0,0,0
AL365500.1,0.078750751,0.103458364,0.045490875,0.079591512,0.032190404,0.047436027
AL390036.1,0,0.003113153,0,0,0.001357297,0
AL390037.1,0.008119365,0,0.002635686,0.008514475,0.002269823,0.005015656
AL390039.1,0.001597183,0.002973787,0.004059434,0.000885569,0.004422863,0
AL390066.1,0.001620783,0,0,0,0,0.002060383
AL390067.1,0.003511191,0,0.001455447,0.00418555,0.00322104,0
AL390115.1,0,0,0,0,0.000517083,0.002088429
AL390119.1,0,0,0.000641953,0.00137485,0,0
AL390195.1,0.002198803,0,0.003706741,0.000911974,0.002530256,0.002639294
AL390195.2,0.003161545,0,0.004294819,0,0.00412765,0
AL390198.1,0.053186126,0.075548479,0.047258125,0.081969242,0.054919197,0.046184115
AL390208.1,0.003477405,0.003372803,0.00170361,0.004635171,0.0062628,0.010131577
AL390243.1,0,0,0,0.006782083,0.00041281,0
AL390254.1,0,0,0,0,0.00087803,0.002155372
AL390334.1,0,0.004358218,0,0,0.000430357,0.008159736
AL390719.1,0.025300335,0.011169288,0.01720636,0.016035132,0.01700796,0.013671381
AL390726.6,0.004294648,0.00680273,0.003069386,0.002109954,0.000774623,0
AL390728.4,0.067463185,0.160376932,0.169759782,0.049216359,0.107760084,0.046904187
AL390728.6,0.036278496,0.059686907,0.044248596,0.040652169,0.112392836,0.033668889
AL390729.1,0,0,0.000695703,0.002163684,0.006529699,0.004907601
AL390730.1,0,0,0,0.003363241,0.001196863,0.00720964
AL390730.2,0.005503459,0,0,0.012591737,0.000320451,0.014327914
AL390763.1,0,0,0,0.000867553,0.0008738,0.00523251
AL390774.2,0,0,0,0,0.00044783,0.002423953
AL390838.1,0,0,0,0.002127031,0.000114799,0
AL390856.1,0,0,0,0,0.00017303,0
AL390860.1,0.007454834,0.02355644,0.001305819,0.006317911,0.001950271,0.004498448
AL390879.1,0,0,0.009554988,0.003398579,0.004528901,0.005887352
AL390955.1,0,0,0.001152358,0,0,0
AL390955.2,0.003969616,0,0.013653508,0.001218995,0.003397407,0.004368397
AL390957.1,0.008743022,0,0.002795211,0.010289072,0.004002214,0.032187562
AL390961.1,0.005933394,0,0,0,0.000605791,0
AL390961.3,0,0,0.00294498,0.003794173,0.00250536,0.001919515
AL390964.1,0.001682953,0.020672261,0,0.014340312,0.002475046,0.003224762
AL391001.1,0,0,0,0,0.000999418,0.002540008
AL391005.1,0,0,0,0,0,0
AL391056.1,0,0.002890924,0,0.001228628,0.000195724,0
AL391058.1,0,0,0.000233388,0.00101623,0.000570603,0
AL391069.2,0.020562578,0.003222151,0.029639328,0.016757442,0.025795427,0.059169278
AL391069.3,0.008066523,0.011274249,0.007001481,0.009958401,0.010212807,0.03757839
AL391069.4,0,0,0,0,0.000254822,0
AL391095.1,0,0,0,0,0,0
AL391097.1,0,0,0,0.000942794,0.000103882,0.003299984
AL391117.1,0.001829982,0,0,0,0,0.002613752
AL391121.1,0,0,0,0.001877405,0.007367737,0.010624685
AL391152.1,0.000945693,0,0,0,0.000340089,0
AL391219.1,0,0.004403948,0.008573587,0.005073212,0.001522837,0
AL391244.1,0.036207844,0.032802728,0.034396983,0.064750115,0.065543669,0.105949987
AL391244.2,0,0,0,0,0,0
AL391244.3,0.036199253,0.025177273,0.031756836,0.017306977,0.048280242,0.054240938
AL391261.2,0,0,0.003561715,0,0.002231306,0
AL391261.4,0,0,0.001129717,0,0.000777264,0.00366332
AL391262.1,0,0,0.001027269,0,0.000446805,0.002560907
AL391294.1,0,0,0,0,0.000407706,0
AL391361.2,0,0,0,0,0.00045969,0
AL391415.1,0,0,0,0.004222277,0.000554624,0.009008702
AL391421.1,0.001620783,0,0,0.002547861,0.000575527,0.003382296
AL391422.1,0,0,0,0,0,0
AL391422.2,0.002709139,0,0,0.036825729,0.003311887,0.008817908
AL391422.3,0.007778182,0.003212435,0.00637945,0,0.006006973,0.007004952
AL391425.1,0,0.002960123,0.001801646,0,0.001485604,0
AL391427.1,0.005933394,0,0,0.001466435,0.000636325,0.001753487
AL391597.1,0.004989618,0,0,0.0108152,0.003650409,0.01037586
AL391645.1,0.001922293,0,0,0,0.001057639,0
AL391650.1,0,0,0,0,0.001718329,0.008845208
AL391684.1,0.002712884,0.003980576,0.004324763,0.006082946,0.007096982,0.010106729
AL391807.1,0,0,0.000596724,0,0.002437981,0.003961661
AL391811.1,0,0,0,0.006998711,0.00069627,0.005368784
AL391825.1,0,0,0.002642874,0.014003814,0.003634899,0.002243101
AL391832.2,0.004641418,0.00396576,0.00143409,0.008022215,0.003479255,0.007955312
AL391832.3,0,0,0.000481991,0,0.000231812,0
AL391834.1,0.004614843,0,0.00426206,0.006792779,0.00458597,0
AL391834.2,0.004555524,0.004157411,0.006366154,0.054946715,0.056789561,0.01726731
AL391839.2,0,0,0,0,0.000777929,0
AL391840.1,0,0,0.003453894,0,0.00230036,0
AL391845.1,0,0,0,0.001974517,0.000613201,0.004129203
AL391863.2,0.007136944,0,0,0.010180756,0.004686923,0.015762744
AL391869.1,0,0,0.000596936,0.003383378,0.001753547,0.002402745
AL391987.3,0.004076761,0,0,0.009854359,0.002725728,0
AL391988.1,0,0.003980576,0.004088069,0.000995423,0.005755041,0.004540384
AL392023.2,0,0,0,0,0.000499025,0
AL392046.1,0.004782795,0,0.001001224,0.00839505,0.005285471,0.010815638
AL392046.2,0,0,0,0.000963487,0.000248879,0
AL392048.1,0,0,0,0,0,0
AL392083.1,0,0,0,0,0.003205755,0
AL392086.1,0,0,0,0.001168693,0.000345513,0.002514406
AL392089.1,0,0,0.012576565,0.008869196,0.001357283,0
AL392112.1,0,0,0,0,0.000190465,0.002954502
AL392172.1,0.141760001,0.149457533,0.202828533,0.186508612,0.19037076,0.25650254
AL392183.1,0,0,0,0.004853124,0.000452199,0.004743986
AL392185.1,0,0,0,0,0.000600289,0
AL441883.1,0,0,0,0.018761892,0.017234642,0.012857599
AL441943.1,0,0,0,0,0,0
AL441943.3,0.003076441,0,0,0.00356589,0.000848846,0
AL441963.1,0,0,0,0,0,0
AL441992.1,0.121428116,0.128252087,0.20895749,0.128383522,0.175260887,0.188989221
AL442067.1,0,0,0.000272373,0,0.000603007,0
AL442067.2,0,0,0.000569782,0,0.000812905,0
AL442125.1,0.003136246,0,0.007020679,0.003267277,0.006749563,0.002710662
