gene_name,Ctrl,iNOA_B,iNOA_S,OA,AZFc_Del,KS
5-Mar,0.379580405,0.423228368,0.450101698,0.415732532,0.538965621,0.306178094
6-Mar,0.538474413,0.614905705,0.752398449,0.605687968,0.738866118,0.600631241
7-Mar,1.032444672,1.071357459,1.403810293,0.938477106,1.198160658,0.875286662
8-Mar,0.336646594,0.235973294,0.29675515,0.302539999,0.276539184,0.278555443
9-Mar,0.063579639,0.097904487,0.100066885,0.062476678,0.075990603,0.049818274
MARCKS,0.424925837,1.109948523,1.008287207,0.69929601,1.103918904,0.583337428
MARCKSL1,3.316709044,4.132630207,5.014851854,3.844294547,4.176501085,5.170327927
MARCKSL1P2,0,0,0.000413079,0.001341607,0.00033463,0
MARCO,0.001701296,0,0.000283222,0,0.004217661,0
MARF1,0.365432976,0.519666516,0.545060188,0.27578235,0.383817312,0.275653216
MARK1,0.253316873,0.36030509,0.372287901,0.233429244,0.42936915,0.26823441
MARK2,0.183697553,0.168671741,0.273953476,0.122114429,0.202301365,0.220037285
MARK2P16,0,0,0,0.000876777,0.001369274,0
MARK2P17,0,0.005952687,0,0.001047395,0,0
MARK2P9,0.005642964,0,0,0.002159463,0,0
MARK3,0.834103934,1.150059221,1.170850246,0.789908994,1.071900217,0.86846675
MARK4,0.89371303,1.089090707,1.379861769,1.307307058,1.281210089,1.724931626
MARS,0.26402996,0.233151962,0.246889313,0.377696416,0.347590454,0.356705885
MARS2,0.028235189,0.007282333,0.033826096,0.026801883,0.049689036,0.033761103
MARVELD1,0.067622018,0.011476628,0.048479416,0.059003724,0.086538585,0.061838965
MARVELD2,0.043874164,0.094419389,0.07228405,0.049179409,0.057028094,0.021270079
MARVELD3,0,0,0.000167167,0,0.000667814,0
MAS1,0,0,0.0024279,0,0.001834508,0
MASP1,0.005937509,0.008427218,0.003362315,0.01090903,0.010438211,0.022773924
MASP2,0,0,0.004328427,0,0,0
MAST1,0.000880643,0,0.000651057,0.002126827,0.001335393,0.017221097
MAST2,0.05410136,0.055213767,0.057507289,0.093781367,0.096296594,0.121354294
MAST3,0.004526518,0.003933101,0.005060564,0.031855286,0.03098913,0.031058519
MAST4,0.424290495,0.491363369,0.498464035,0.435387239,0.441292773,0.359799656
MAST4-AS1,0.031358245,0.013876636,0.05595099,0.011408673,0.041351106,0.045554997
MASTL,0.185289806,0.199048377,0.336040699,0.152428413,0.237934912,0.099836601
MAT1A,0.004106984,0.010816708,0.014380327,0.019661762,0.010018674,0.022490219
MAT2A,0.161518683,0.32722327,0.436730623,0.709532322,0.880593648,0.687099657
MAT2B,0.598583321,0.597172727,0.575701885,0.478200177,0.780332176,0.663947242
MATK,0,0,0,0,0.000207051,0
MATN1,0,0,0,0,0.001597582,0.003438525
MATN1-AS1,0.001480913,0.004596123,0.002989233,0.005265281,0.005084292,0
MATN2,0.007385699,0.022933249,0.061466208,0.022687565,0.090233203,0.020071041
MATN3,0.033227445,0.027632927,0.030126305,0.045720114,0.072992356,0.046491836
MATN4,0,0,0,0.002173493,0.001196422,0
MATR3,0,0.019531698,0,0,0,0
MATR3-2,0.007046615,0,0.019961269,0.010759868,0.016671886,0.003359693
MAU2,0.171658607,0.21252909,0.287749587,0.238379926,0.261865828,0.250167029
MAVS,0.343601695,0.550225168,0.700371248,0.339110705,0.513274881,0.529970606
MAX,0.207306116,0.185677402,0.275064808,0.168134854,0.2623158,0.259848739
MAZ,0,0,0.002094514,0.277741045,0.375492232,0.354466224
MB,0.003182057,0,0.002646604,0.005456311,0.003170796,0.008838227
MB21D2,0.275810847,0.284719162,0.468642213,0.237590184,0.360096077,0.178315087
MBD1,0.159267196,0.117414109,0.163830973,0.240871913,0.250654052,0.196341213
MBD2,0.696206432,0.988154289,1.02143963,0.738263669,1.11190767,0.861369331
MBD3,0.158401052,0.1397772,0.156293355,0.177236994,0.191232627,0.307692665
MBD3L1,0.011390817,0,0,0.079001221,0.010499973,0.042306303
MBD4,0.41511078,0.36982042,0.500718733,0.470836721,0.494360086,0.467977166
MBD5,0.187092444,0.228672765,0.387897199,0.260620759,0.315601596,0.245428993
MBD6,0.122376266,0.129582891,0.172742886,0.131470887,0.193407175,0.193031469
MBIP,0.341211823,0.449941809,0.431500146,0.379337848,0.454995504,0.268985336
MBL1P,0,0,0.000306014,0,0,0
MBLAC1,0.008459047,0.023722165,0.040064266,0.02208979,0.027176244,0.092523083
MBLAC2,0.091186922,0.084597823,0.165673665,0.12528328,0.164453108,0.143426707
MBNL1,1.456829979,1.792661009,2.038947773,1.11322998,1.842472909,1.059844068
MBNL1-AS1,0.019220551,0.009436019,0.024510088,0.035784279,0.043001551,0.022618476
MBNL2,2.356502723,3.331915491,3.712139316,1.797431178,2.93030037,1.681736735
MBNL3,4.478681566,4.404150822,6.992501255,3.485807761,6.532219972,2.916507212
MBOAT1,0.004263137,0.003338656,0.000797161,0,0.001130616,0
MBOAT2,0.012898056,0.011426227,0.02920733,0.013060061,0.023160397,0.013729165
MBOAT4,0,0,0,0,0.000498391,0
MBOAT7,2.219801391,1.838491765,2.224151443,2.893370918,2.850945802,3.325684118
MBP,0.245076719,0.334706542,0.039360917,0.163905371,0.103172137,0.269460454
MBTD1,0.128374404,0.138307258,0.225664623,0.123546582,0.188040737,0.118152636
MBTPS1,0.689697846,0.830115895,0.857173983,0.50433266,0.705955176,0.55943802
MBTPS2,0.254171958,0.304107924,0.324094955,0.229297723,0.308938816,0.221754652
MC1R,0.009667834,0.028828077,0.017921274,0.007028109,0.018688655,0.015238847
MC4R,0,0,0.00076042,0,0.00010458,0
MC5R,0,0,0,0,0.001310401,0
MCAM,0.067850642,0.14492961,0.273096087,0.010252904,0.240994778,0.056020984
MCAT,0.160175675,0.140449188,0.156990589,0.178830784,0.164994323,0.359443781
MCC,0.044311339,0.04713866,0.063141863,0.049148822,0.047894284,0.036934053
MCCC1,0.361703352,0.281097002,0.344443634,0.3273611,0.326952124,0.299829166
MCCC2,0.309563133,0.333941691,0.454710641,0.385502541,0.529057403,0.411281385
MCCD1P2,0,0,0,0,0,0
MCEE,0.076639346,0.072515989,0.101356258,0.125798986,0.123801164,0.169360228
MCEMP1,0,0,0.000178201,0,0.000222239,0
MCF2,2.06042034,2.122253578,1.988915688,2.426887947,2.131878063,1.644431757
MCF2L,0.00335049,0.006219818,0.010093158,0.003840505,0.014129419,0.011424291
MCF2L-AS1,0.008895246,0.012015974,0.011987675,0.002096255,0.011303451,0.007332996
MCF2L2,0.024907977,0.009467756,0.020790449,0.011854166,0.025646593,0.015982311
MCFD2,1.236468334,1.325689383,1.544659453,1.659044579,2.133752453,1.597041666
MCHR1,0,0,0,0,0,0
MCHR2,0,0,0,0.006441821,0.001773005,0
MCHR2-AS1,0.078674164,0,0,0.319181852,0.050461854,0.228107203
MCIDAS,0.001368206,0,0,0.000770461,0.000142481,0
MCL1,0.776399646,0.806294861,1.274887304,0.7212546,1.147404194,1.068147204
MCM10,0.004608163,0.008341111,0.00219057,0.001877642,0.001970788,0.004110142
MCM2,0.069719285,0.048023146,0.087144263,0.073420435,0.119610811,0.152023981
MCM3,0.16186775,0.109566421,0.165644341,0.195880115,0.192944526,0.171432978
MCM3AP,0.043435046,0.034792783,0.067138099,0.112814658,0.13256649,0.202594566
MCM3AP-AS1,0.007141039,0,0.005255901,0.006452148,0.009586735,0.005995326
MCM4,0.119755209,0.151161511,0.167654986,0.143104202,0.155501612,0.15961103
MCM5,0.044960919,0.029743594,0.082651612,0.06119031,0.104993313,0.108348257
MCM6,0.089060605,0.091645217,0.110352472,0.090250824,0.131778255,0.094581847
MCM7,0.044250158,0.051190981,0.120923347,0.072221366,0.113074883,0.139868487
MCM8,0.084420635,0.051649403,0.089940613,0.070596123,0.111041403,0.100080662
MCM8-AS1,0.015859413,0,0.000647603,0.013517497,0.00289547,0.001746459
MCM9,0.086691106,0.050523735,0.086734303,0.046886188,0.059934929,0.033144364
MCMBP,0.127619794,0.093661015,0.179063686,0.164380954,0.17748865,0.097550146
MCMDC2,0.04023033,0.026287777,0.031155475,0.048547134,0.034176792,0.033952475
MCOLN1,0.048210868,0.070126332,0.048003621,0.059263222,0.067567563,0.032782577
MCOLN2,0.003613856,0.00611022,0.005002464,0.009710006,0.003165597,0.008708421
MCOLN3,0.009181153,0.004318135,0.002870478,0.004258573,0.002508651,0.009174982
MCPH1,0.284566442,0.454681467,0.482218042,0.278216266,0.308898271,0.324007741
MCPH1-AS1,0.009544067,0.013349039,0.015287713,0.014931056,0.016089139,0.008859881
MCRIP1,0.344765199,0.227722215,0.519112586,0.316950908,0.416309297,0.711208124
MCRIP2,0.068299789,0.138675292,0.138522752,0.150942159,0.140638276,0.382763885
MCRIP2P1,0,0,0,0,0,0
MCRS1,0.08665034,0.052131146,0.116952517,0.116790188,0.152218031,0.216662653
MCTP1,0.053032719,0.094202708,0.07859911,0.01138534,0.036304896,0.006041559
MCTP2,0.007678221,0.00653545,0.004563992,0.004315434,0.007332768,0.008626966
MCTS1,0.56688751,0.572102214,0.667000951,0.555585286,0.724380645,0.711893603
MCTS2P,0.004112252,0.006054825,0.005251466,0.002510425,0.001595437,0.001886603
MCU,0.054034444,0.041713513,0.091915763,0.034031091,0.072905862,0.051794063
MCUB,0.05753826,0.019417781,0.04767568,0.004891829,0.020893082,0.002542181
MCUR1,0.113803102,0.252014203,0.201553213,0.131639426,0.190539826,0.180767004
MDC1,0.088783651,0.128987206,0.147947205,0.118119859,0.145731307,0.098616631
MDFI,0.006807494,0,0,0,0.002298457,0
MDFIC,0.024182227,0.045530543,0.088952192,0.005243824,0.047987264,0.035438043
MDGA1,0.007837562,0.012503185,0.017451045,0.011764767,0.026317907,0.022126448
MDGA2,0.003935666,0,0.009278727,0.005954618,0.004712609,0.009288214
MDH1,2.722129351,1.724554736,3.459881138,2.904744795,3.251378012,3.117168237
MDH1B,0.031414989,0,0.005692948,0.054690861,0.029313019,0.062049238
MDH2,0.912820326,0.580831934,1.238336407,0.794345561,0.993146764,1.172024183
MDK,0.087915826,0.29783883,0.155991288,0.05974543,0.19794266,0.173667721
MDM1,0.074991981,0.141957856,0.103199894,0.083482304,0.118573345,0.077980726
MDM2,0.232094675,0.241689637,0.301456969,0.156220168,0.270128103,0.150202127
MDM4,0.407520822,0.500600128,0.687390741,0.291552893,0.472679537,0.334136828
MDN1,1.000903616,1.258682991,0.892948693,1.078570496,1.013733997,0.996116628
MDS2,0,0,0,0,0,0
ME1,1.400711071,1.739231894,1.587279443,1.52816089,1.603429492,1.228748956
ME2,0.927778332,1.494508484,1.601879753,0.874896977,1.100048827,0.796609783
ME3,0.258940935,0.20807814,0.377318483,0.271176938,0.367117818,0.527033064
MEA1,0.224364197,0.14318994,0.223295684,0.74780581,0.672364153,0.942612721
MEAF6,1.396393878,1.042296168,1.439049154,1.352285052,1.42799285,1.049904854
MECOM,0,0,0.002059478,0.002893916,0.005460964,0.008811096
MECP2,0.319698947,0.353119522,0.483453721,0.30493384,0.413814329,0.38492281
MECR,0.152778246,0.155903224,0.18634588,0.17354546,0.166989649,0.229097905
MED1,0.308635126,0.441340369,0.484338148,0.257180761,0.356132099,0.282629455
MED10,0.624927287,0.397965007,0.87389283,0.675846154,0.787930694,0.726228268
MED11,0.067578129,0.085938798,0.139064675,0.124836612,0.149891009,0.123961018
MED12,0.299560184,0.186234996,0.291840483,0.303645922,0.33721003,0.293074201
MED12L,0.003957759,0.003571996,0.006146332,0.009560841,0.006149009,0.015647611
MED13,0.515205493,0.740817921,0.840706449,0.451841639,0.64927448,0.443323236
MED13L,0.577035007,0.506421402,0.627019908,0.458677078,0.65025035,0.323894748
MED14,0.019122818,0.057741714,0.042213988,0.023276917,0.035329195,0.013186943
MED14OS,0.001602702,0,0.001070476,0.003449269,0.003159802,0.007160329
MED15,0.101248999,0.078002849,0.131781015,0.150994232,0.159523411,0.232147473
MED15P9,0.005437158,0,0,0.001161598,0.000930508,0
MED16,0.135835209,0.120950406,0.222868491,0.16830882,0.165255699,0.276644394
MED17,0.028806794,0.026668717,0.039791201,0.037206792,0.042159305,0.03718316
MED18,0.09684075,0.080587172,0.153709802,0.092405238,0.110373655,0.105004368
MED19,0.330264925,0.385057409,0.45265697,0.302641887,0.341517388,0.293837506
MED20,0.095686274,0.058805076,0.095548253,0.125162764,0.13856804,0.116642672
MED21,0.486093689,0.208872519,0.488045285,0.515049223,0.489711106,0.373309433
MED22,0.035530611,0.02419368,0.039666758,0.026195249,0.043678506,0.03821102
MED23,0.230856766,0.174912964,0.281267458,0.240687901,0.295963544,0.192385038
MED24,0.227168172,0.131873053,0.270837146,0.247562705,0.279378296,0.34810808
MED25,1.203566764,0.671867065,1.403393515,1.420256205,1.62990212,1.921959821
MED26,0.023708828,0.048001277,0.044426059,0.134039962,0.11633474,0.136013419
MED27,0.188276217,0.119687423,0.191638155,0.160428724,0.192452686,0.279299935
MED28,0.388834829,0.236580941,0.533955205,0.453513379,0.601438587,0.50571269
MED28P3,0.008663187,0,0.008713598,0,0,0
MED29,0.486210457,0.489465403,0.646975882,0.429964115,0.500254192,0.488654131
MED30,0.119064704,0.113437278,0.190517203,0.13247906,0.179319561,0.226875262
MED31,0.124517986,0.126532252,0.17403506,0.387083076,0.466312421,0.546182584
MED4,0.775534005,1.199961599,1.207602116,1.129024477,1.310095332,0.984236537
MED4-AS1,0,0,0,0.006453301,0.001943053,0.004644648
MED6,0.261540467,0.362538911,0.487557526,0.265029869,0.336668402,0.232560594
MED7,0.209503893,0.26813057,0.272410283,0.328693407,0.343129302,0.3198921
MED8,0.335846383,0.208904006,0.407104318,0.357204845,0.368718461,0.342246515
MED9,0.091055379,0.092045404,0.112043064,0.084344908,0.106114289,0.09655258
MEDAG,0.202097997,0.231944057,0.1806212,0.29888728,0.219799405,0.223049187
MEF2A,0.575225227,0.754734994,0.993289074,0.494113359,0.939052314,0.478740836
MEF2C,0.34203695,0.342805268,0.418425259,0.072291703,0.250867954,0.11237622
MEF2C-AS1,0.007930814,0,0.00265756,0.033381976,0.00350976,0.024278462
MEF2C-AS2,0,0,0,0.000840582,0,0
MEF2D,0.175869331,0.134779355,0.300512263,0.184760325,0.310765609,0.328745141
MEFV,0,0.002824022,0.000121996,0,0.000717977,0
MEG3,0.017092453,0.003197603,0.023975959,0.025524336,0.018070928,0.03200077
MEG8,0.003347858,0,0.001874485,0,0.006714898,0.002614798
MEG9,0,0,0,0.000806821,0,0
MEGF10,0.025617978,0.067594261,0.039606471,0.039476479,0.051650384,0.039362789
MEGF11,0.019710234,0.007187983,0.003830869,0.050635784,0.004732548,0.041820384
MEGF6,0.00672484,0,0.001042775,0,0.000236258,0
MEGF8,0.186437016,0.20688864,0.200986265,0.166187482,0.224988322,0.204567541
MEGF9,0.045539659,0.045893573,0.043673334,0.038019165,0.050594996,0.028823315
MEI1,0.010782683,0.016031523,0.000299158,0.004835265,0.006909513,0.040669716
MEI4,0.079184659,0.114566355,0.094563954,0.068934912,0.092679213,0.105879263
MEIG1,0.014722173,0,0.004969499,0.093968596,0.019154071,0.086393328
MEIKIN,0,0,0,0.000837328,0.001553746,0.002069517
MEIOB,0.042236002,0.019639179,0.011486952,0.030735474,0.029565584,0.051701666
MEIOC,0.031783656,0.009811725,0.013340411,0.071482886,0.04160324,0.053149062
MEIS1,0.034889517,0.006838023,0.014289702,0.006277913,0.013798278,0.015743494
MEIS1-AS2,0.001620783,0,0,0,0,0
MEIS2,0.03003673,0.026006254,0.024683576,0.010034223,0.028397144,0.027270388
MEIS3,0.011866789,0,0.000272519,0,0.00135084,0.007159989
MEIS3P1,0,0,0.002604086,0,0.00121253,0.003798203
MELK,0.161742449,0.313471869,0.345581284,0.218060933,0.269629004,0.191683865
MELTF,0.011951201,0.008502403,0.04644091,0.001168967,0.024208421,0.005466322
MELTF-AS1,0.011886326,0.002841402,0.004392976,0.033403899,0.011580543,0.035085417
MEMO1,0.047321462,0.017408521,0.044700483,0.01704117,0.041484665,0.045540057
MEMO1P1,0,0,0.000793824,0,0,0
MEN1,0.083631281,0.07125743,0.102740321,0.108723466,0.136931771,0.13499877
MEOX1,0,0,0.000145689,0,0.000486139,0
MEOX2,0,0,0.001981527,0,0.004833384,0
MEP1A,0,0,0,0.001091994,0.000299822,0.002593424
MEP1B,0,0,0,0,0.000234617,0.003299984
MEPCE,0.177807732,0.289269744,0.297445915,0.291304746,0.292491272,0.40225772
MEPE,0.001434966,0,0.001467039,0,0.008468132,0
MERTK,1.140711784,0.607968758,0.821896532,1.413729166,1.13723916,1.358311908
MESD,1.730362377,1.936397297,1.368794772,1.646379597,1.638798925,1.568405572
MESP1,0.004400339,0.018277485,0.005134009,0.008639998,0.006483993,0.029827819
MESP2,0,0,0.000122688,0,0.001202712,0
MEST,0.124665835,0.054304688,0.143561296,0.16669681,0.308927738,0.171993641
MESTIT1,0,0,0.001276785,0.000869068,0.001525263,0
MET,0.025368109,0,0.001876249,0,0.001868532,0.002093245
METAP1,0.584493301,0.460303709,0.668457753,0.673315141,0.823060887,0.698418289
METAP1D,0.016798326,0.027709399,0.049543327,0.044350063,0.041478863,0.045794366
METAP2,1.433314572,1.796474716,2.094875072,1.371859144,1.812205909,1.526222395
METRN,0.005598323,0.035175389,0.075177582,0.016475535,0.022246999,0.04571791
METRNL,0.196616363,0.414826936,0.351789659,0.420467582,0.434940118,0.537406044
METTL1,0.113872542,0.053387175,0.094592566,0.097364947,0.109254116,0.0985873
METTL11B,0.002862594,0,0.003280354,0.001134837,0.000833812,0
METTL13,0.400469441,0.351455399,0.49230275,0.516589897,0.56234442,0.650352953
METTL14,0.467758236,0.632348966,0.700173601,0.494108297,0.557487775,0.462644607
METTL15,0.16920772,0.163179274,0.175567231,0.108800144,0.165355972,0.089061274
METTL15P1,0.001260777,0.003544119,0.001682478,0,0.000653044,0
METTL16,0.468175488,0.443349747,0.707452286,0.339433801,0.511208771,0.481873483
METTL17,0.109669221,0.054243645,0.126405636,0.283073113,0.30164588,0.2098595
METTL18,0.125314654,0.114674515,0.188416081,0.160694554,0.176986869,0.086399632
METTL21A,0.0413409,0.025465013,0.081649297,0.049605346,0.065124095,0.065936511
METTL21C,0,0,0,0.003519617,0,0.00320956
METTL21EP,0,0,0,0,0.000287093,0.001781883
METTL22,0.060471006,0.036322757,0.071591026,0.066376895,0.06056895,0.136662787
METTL23,0.262630958,0.145534761,0.272915923,0.296420147,0.258799324,0.43115608
METTL24,0,0,0,0.002586288,0.000963341,0.00306852
METTL25,0.054661438,0.087489074,0.119511086,0.101518695,0.097635293,0.068086968
METTL26,0.374555099,0.380257005,0.616465503,0.373335436,0.456663924,0.978669961
METTL27,0.025570931,0,0.011247486,0.000956387,0.006645834,0.005960281
METTL2A,0.189560728,0.144300953,0.228314571,0.150602503,0.179230315,0.130950567
METTL2B,0.278632157,0.232169547,0.431265162,0.17581318,0.298034274,0.281408269
METTL3,0.052364208,0.027122978,0.067112206,0.220898978,0.214971374,0.246342179
METTL4,0.115070437,0.077896306,0.104049824,0.089318368,0.09216897,0.05006804
METTL5,0.550911518,0.656319569,0.668763757,0.422042747,0.668966107,0.655252694
METTL6,0.120972901,0.12305016,0.178806839,0.14851651,0.133662703,0.101255385
METTL7A,0.529221166,0.613330679,0.750813902,0.58686628,1.065328583,0.540494485
METTL7B,0.024060844,0.02561947,0.01538494,0.020557817,0.023996621,0.031141212
METTL8,0.339247321,0.614306184,0.459171431,0.333056262,0.366975231,0.398422443
METTL9,0.279038538,0.379128822,0.542711682,0.330231719,0.480897093,0.437260436
MEX3A,0,0,0.010143365,0,0.00732829,0.001672368
MEX3B,0.250081413,0.310443676,0.336268097,0.38298254,0.548794685,0.550124726
MEX3C,0.375793598,0.352295597,0.404479697,0.407427678,0.554451678,0.464975991
MEX3D,0.114885986,0.029423817,0.094021296,0.249515717,0.281456458,0.228562451
MFAP1,0.582430414,0.599066741,0.634703149,0.53322528,0.623941371,0.541947214
MFAP2,0.002767174,0,0.003142596,0,0.00217905,0.002308706
MFAP3,0.042412641,0.042987786,0.078393901,0.038895836,0.047877757,0.022658994
MFAP3L,0.145705692,0.117325338,0.169384275,0.222026675,0.115381347,0.183361942
MFAP4,0.001083985,0.005419846,0.010335492,0,0.02890773,0.035055019
MFAP5,0,0.00303338,0.465478656,0.001193075,0.010976892,0
MFF,1.288269076,1.252306558,2.018127212,1.558798072,1.596551338,2.058070514
MFGE8,0.689361313,0.518969101,0.584341515,0.663797874,0.784405586,1.035026062
MFHAS1,0.011441404,0.018643342,0.016206009,0.010683685,0.02922635,0.034552815
MFN1,0.267104158,0.378389749,0.37197451,0.236051169,0.345974742,0.185505475
MFN2,0.359180312,0.596924396,0.323167007,0.36028881,0.390514939,0.240787632
MFNG,0.003531785,0.011636416,0.008877611,0.005666857,0.014608387,0.026378109
MFSD1,0.239218405,0.143935013,0.212899664,0.15821287,0.243465145,0.19616272
MFSD10,0.203103693,0.109915108,0.207925111,0.141881491,0.198168366,0.264505131
MFSD11,0.060109715,0.030625771,0.089598765,0.053244721,0.083653167,0.062495412
MFSD12,0.037018667,0.030942898,0.017957611,0.070662444,0.067082343,0.122144717
MFSD13A,0.066647665,0.037660017,0.039819493,0.049274639,0.036927087,0.039740156
MFSD13B,0,0,0.001362209,0.001590513,0.00036986,0
MFSD14A,0.022516241,0.022909644,0.011128512,0.068293743,0.041993482,0.023288965
MFSD14B,0.297225303,0.280983108,0.233807302,0.300618463,0.390638539,0.285791554
MFSD14C,0.226259662,0.329128704,0.366287286,0.262086664,0.361661905,0.300793565
MFSD2A,2.395389981,2.415002552,1.251949365,3.367642154,1.879825204,3.41929271
MFSD2B,0,0,0,0,0.001158512,0.003213347
MFSD3,0.053503785,0.018818182,0.034010899,0.042924509,0.052729242,0.104401964
MFSD4A,0.005510286,0,0.007609063,0.010297387,0.007977956,0.010594003
MFSD4B,0.058544337,0.095090555,0.077898655,0.062663226,0.061973797,0.058305272
MFSD5,0.265447403,0.24259168,0.191980731,0.269157556,0.288397768,0.282961259
MFSD6,0.16829318,0.228776458,0.210214013,0.148101285,0.166199992,0.130899959
MFSD6L,0,0,0,0.018253772,0.003658948,0.031541078
MFSD8,0.253144229,0.318824854,0.212635082,0.34900656,0.290116545,0.263471371
MFSD9,0.018636766,0.003543665,0.0238726,0.020251062,0.023708639,0.033718614
MGA,0.731650878,0.677964417,0.730642605,0.552223571,0.663855293,0.490359015
MGAM,0.005570777,0,0.003715121,0.017312598,0.003894585,0.009323041
MGAM2,0.001655156,0.006290667,0,0.001758409,0.000419071,0.001753487
MGARP,0.00327447,0.020590331,0.011108081,0.004196205,0.018021153,0.035733918
MGAT1,0.345543229,0.484453946,0.336909897,0.32724362,0.380525448,0.428062479
MGAT2,0,0,0,1.099800583,1.210000035,0.914557395
MGAT3,0.005082208,0,0.005773337,0.004001818,0.003791842,0.003299984
MGAT3-AS1,0.003684175,0,0,0.003063405,0.000812351,0
MGAT4A,0.02581118,0.023041199,0.045704331,0.024556846,0.046135464,0.048764005
MGAT4B,0.236184873,0.194015067,0.300743416,0.342178124,0.394708087,0.464982275
MGAT4C,0.018635916,0.014615998,0.000714016,0.020253282,0.01004313,0.010076237
MGAT4D,0.012184597,0,0,0.03746867,0.008919245,0.018668799
MGAT4EP,0,0,0,0,0,0.00190109
MGAT5,0.38525982,0.415557076,0.61910435,0.4862727,0.658574385,0.562059716
MGAT5B,0,0,0,0,0.000962773,0.002423953
MGEA5,0.972791514,0.864556407,0.873586163,0.836372468,0.959196031,0.629459417
MGLL,0.215353788,0.413468056,0.657066468,0.467359276,0.394549637,0.84091446
MGME1,0.174013954,0.176540269,0.202664606,0.149828708,0.178450738,0.131377623
MGMT,0.096368168,0.056196974,0.150943296,0.122076011,0.119674918,0.154548958
MGP,0.297420955,0.429978156,0.49263671,0.037106022,0.661158407,0.222351867
MGRN1,0.120588124,0.153887583,0.182760509,0.182579552,0.201276915,0.205842438
MGST1,0.108661372,0.008165863,0.020284935,0.012954371,0.035295559,0.03828792
MGST2,2.050971664,1.660734015,1.634633269,2.477808583,2.203667135,2.678826047
MGST3,5.390396064,4.656289663,7.887744921,4.888905408,5.616774777,6.342155558
MHENCR,0.027128089,0.030659,0.045847867,0.03631908,0.0321378,0.05782984
MIA,0.014365328,0.008548792,0.005783156,0.009190303,0.01252387,0
MIA3,1.498771267,1.424638984,1.153841525,1.322027068,1.149892277,0.859765812
MIAT,0,0.003057487,0.003803848,0.005463684,0.001022769,0
MIATNB,0.036511372,0.019018512,0.048063945,0.020382694,0.033886967,0.025916623
MIB1,0.367808357,0.494569577,0.49045234,0.297235043,0.489149982,0.302017504
MIB2,0.032339663,0.028440467,0.0646628,0.054660595,0.067856398,0.177228152
MICA,0.195560849,0.425148024,0.353558508,0.336348849,0.379615675,0.387723127
MICAL1,0.006722056,0,0.009034036,0.008018301,0.007240157,0.004397639
MICAL2,1.301553697,1.408791441,1.969985526,1.47221839,1.939843244,1.544546539
MICAL3,0.232044428,0.264317041,0.312876077,0.092133217,0.114597282,0.081881864
MICALL1,0.069528489,0.04624111,0.067208398,0.099003849,0.072544623,0.088385877
MICALL2,0.003505656,0.015111334,0.014655504,0.014669955,0.011261532,0.020523114
MICB,0,0,0.000795928,0,0.002779929,0.003769289
MICE,0.002560531,0,0.000113235,0,0,0
MICU1,0.263658376,0.546733344,0.639907577,0.28950596,0.523305523,0.39987896
MICU2,0.360626488,0.438575478,0.45018423,0.451399167,0.505239391,0.433922258
MICU3,0.146220931,0.224594448,0.257583677,0.183627777,0.238321461,0.205756744
MID1,0.286475417,0.313880855,0.445772845,0.263883885,0.434312574,0.27560625
MID1IP1,0.928630068,0.986475382,1.103089776,1.456671884,1.538298996,1.766676972
MID1IP1-AS1,0,0,0.001001368,0,0.000536146,0.002482508
MID2,0.024925316,0.030866804,0.063566181,0.015472352,0.043052515,0.013219635
MIDN,0.301493386,0.505206502,0.326521523,0.306283991,0.261454199,0.346689525
MIEF1,0.225941239,0.185634614,0.236150448,0.213493469,0.252397481,0.24308388
MIEF2,0.024404751,0.031539027,0.036011307,0.027155481,0.043579166,0.052368161
MIEN1,0.540116573,0.459228048,0.679762436,0.550825226,0.609659541,0.928151632
MIER1,1.341424444,1.770273804,1.832863942,1.102747285,1.757675261,1.263150136
MIER2,0.030456672,0.056997143,0.042898323,0.053047513,0.060290872,0.084323745
MIER3,0.610993368,0.793890753,0.690866876,0.633504652,0.824567374,0.531793945
MIF,0.003406449,0,0,0.376595105,0.188801169,0.707693594
MIF-AS1,0,0,0,0.010658724,0.027826367,0.016493089
MIF4GD,0.039111362,0.042363209,0.0534218,0.070955983,0.106529463,0.120918
MIGA1,0.250370861,0.291088515,0.299717655,0.20859781,0.254098041,0.238763452
MIGA2,0.068917029,0.024450574,0.077990332,0.082890019,0.103647037,0.136766824
MIIP,0.02926416,0.044845367,0.037787143,0.04384362,0.049264185,0.078267698
MILR1,0.002090633,0,0.003291293,0.000859163,0.00441183,0
MIMT1,0.002836222,0.003065947,0.005702459,0.007457143,0.008751897,0.003801341
MINCR,0.072641741,0.065574373,0.109217186,0.140963251,0.141575405,0.299268372
MINDY1,0.226861644,0.195936068,0.335464131,0.199624138,0.226968969,0.257881599
MINDY2,0.226132211,0.378799268,0.360695345,0.136806425,0.235792136,0.18971947
MINDY3,0.396949681,0.312442786,0.495911133,0.323056362,0.475143349,0.332819123
MINDY4,0.062152657,0.102457978,0.083712036,0.10571752,0.10754652,0.105929913
MINDY4B,0.005473108,0.007020511,0.003078996,0,0.000151503,0
MINK1,0.082460021,0.178608151,0.211803363,0.265621226,0.388079599,0.47559055
MINOS1,0.574650906,0.512287331,0.534231526,0.73649646,0.870799747,0.528675425
MINOS1P2,0.013369848,0.003140328,0.010178588,0.02608801,0.003282785,0
