Gene id,CTRL,AZFC,iNOA-S,iNOA-B,OA,KS
PGLYRP2,0.378719406,0.215874244,0.107595245,0.362498242,0.429678454,0.521115035
CYB5R1,1.325496177,1.30719292,0.854203927,0.586859336,1.53140868,1.599933819
DAW1,0.048920531,0.032592126,0.001239974,0.00869867,0.135860571,0.079435959
SLC1A5,0.486130304,0.216953628,0.199687954,0.32210199,0.481994088,0.469924901
IGSF11-AS1,0.036089853,0.024233378,0,0,0.098455267,0.079101551
EQTN,0.050426584,0.045207808,0,0,0.120311076,0.134484744
TEKT1,0.035953522,0.015855293,0,0,0.10659091,0.159272321
AC040918.1,0.049245081,0.013994146,0,0.006094986,0.069022609,0.041427073
SCP2D1,0.049628244,0.026076165,0,0,0.055981085,0.058911493
UBE2DNL,0.046836655,0.016359965,0,0,0.048118113,0.04526331
RNF133,0.041939338,0.0235196,0,0,0.082359941,0.074402872
AC009396.3,0.035515549,0.012787484,0,0,0.112661323,0.021745456
DIAPH3-AS2,0.050435876,0.013115828,0,0,0.045901598,0.043145604
ODF1,0.048089896,0.029085138,0,0,0.09196844,0.160272441
LINC01486,0.034127196,0.005862828,0,0,0.081709981,0.028879844
HSD11B1,0.289337023,0.264186069,0.072231568,0.10892911,0.35261263,0.344451753
HSFX3,0.067759174,0.013368573,0.001520859,0,0.016939519,0.030071754
LINC00944,0.048223757,0.024458096,0.000454915,0,0.048175755,0.039128214
CCDC62,0.081824313,0.052743551,0.003086473,0,0.214812094,0.221371367
PTPN13,1.188987148,0.801723776,0.781434135,1.074558686,0.924887464,0.620004481
SLK,1.962254331,1.696258227,1.547331183,1.775693104,1.53007009,1.286017897
LCA5L,0.143544918,0.098379528,0.023796979,0,0.359165418,0.263706815
FEZ1,0.660431382,0.591979987,0.385003333,0.683483492,0.818151662,0.755903232
PDGFD,0.138646961,0.0404306,0.013191173,0.068091011,0.126203962,0.060207524
RARRES1,0.345047084,0.013013854,0.004912157,0.091002687,0.037087524,0.010962133
NTN4,0.661907295,0.241476,0.284743093,0.395730837,0.397643983,0.158391557
SYNE2,4.155504537,3.637582565,3.830827245,4.311070173,3.533924661,3.175090374
SPATA33,0.248095259,0.154070299,0.070235565,0.045358569,0.515300865,0.529129902
HSPA5,2.829827217,2.575481194,2.462573578,3.008315978,2.76207041,2.509590437
C20orf144,0.03765003,0.031126704,0,0,0.194024148,0.25943531
CCDC179,0.050021834,0.019801656,0,0,0.067316062,0.10540305
SLIT1-AS1,0.050401552,0.011070575,0,0,0.078636563,0.074859582
LOXHD1,0.030533675,0.004569416,0,0,0.046309017,0.040437386
AC091951.1,0.035544503,0.017729797,0,0,0.024354639,0.045364555
SPEM1,0.054716254,0.003913612,0,0,0.046130679,0.06172308
SPATA16,0.036779338,0.031306878,0,0,0.13286669,0.151827093
KRT15,0.159601969,0.004902292,0,0,0.010901096,0.008113805
GOLGA6L2,0.064141422,0.021481865,0,0,0.061246036,0.006148262
GRM7-AS3,0.042044508,0.024137148,0,0,0.087401577,0.091266243
KIRREL3-AS2,0.028749616,0.026263277,0,0,0.060258429,0.045680469
ACTL7B,0.047107003,0.041576269,0,0,0.066509749,0.275419546
LINC02219,0.035079478,0.025415044,0,0,0.146822992,0.064798871
AC209154.2,0.045936618,0.007445718,0,0,0.046537967,0.049521341
PBK,0.052263746,0.055474955,0.001564642,0.010543362,0.279364434,0.208557042
CFAP97D1,0.128895395,0.069641628,0.006800543,0,0.310043472,0.268711675
TMED9,1.351427003,1.252835093,0.968226405,0.892121947,1.426522118,1.561250693
PDZRN4,0.346292332,0.053583116,0.119427375,0.123011267,0.135433745,0.077179471
AC018558.1,0.097220881,0.038826775,0.009691522,0.022756797,0.225505472,0.111290783
TEX29,0.046433717,0.026425367,0.000601816,0,0.10246918,0.098072856
PAGE5,0.088196624,0.072291716,0.012202202,0.130948265,0.058991682,0.090419512
IL13RA2,0.065468166,0.042323198,0.000255868,0,0.087295312,0.104206907
LINC01378,0.186589663,0.034304971,0.039621844,0.154210512,0.110577047,0.039239855
RNF32,0.172610241,0.110859713,0.02971798,0.031259244,0.374531541,0.373194783
RFPL3S,0.045602526,0.0356316,0.000354902,0,0.160330852,0.180656981
CLGN,0.223775322,0.119315495,0.045532321,0.067473823,0.30135158,0.324668346
IL7R,0.59183562,0.375458116,0.301011232,0.79901102,0.8090531,0.426244583
S100B,0.172531738,0.127263051,0.055967308,0.048302552,0.073387881,0.187477471
REXO5,0.129430722,0.095960906,0.018133232,0.050712552,0.344618079,0.356968103
PDIA3,2.348869877,2.225067661,1.971220242,2.166216369,2.399174051,2.046656458
BSG,2.312458109,2.332706126,1.942121127,2.022297623,2.672595784,2.823770466
AL033380.1,0.047534277,0.00697433,0.001712402,0.00580799,0.07899986,0.022520293
ANKRD7,0.541332776,0.496733703,0.226747798,0.19479172,1.289521372,1.06086949
AC244517.2,0.061461791,0.025111637,0.001829678,0,0.16385905,0.108308942
BOD1L1,2.542728241,2.332752768,2.148106812,2.704317865,2.282703683,2.174268179
GAGE13,0.036704352,0.009039646,0,0.087560973,0.011468569,0.011224151
SLC14A2-AS1,0.037415924,0.014344064,0,0,0.062116585,0.029107821
HSFX4,0.037877949,0.017879848,0,0,0.010722415,0.024561982
LINC02165,0.036564541,0.022452989,0,0,0.098973919,0.072824082
CASC16,0.047572163,0.014521635,0,0,0.079349966,0.086511611
TSSK1B,0.041638812,0.069479437,0,0,0.441148951,0.219778262
MIR663AHG,0.037839973,0.021704931,0,0,0.136424557,0.111873111
LINC01718,0.040812607,0.019671898,0,0,0.059722982,0.084978316
WDR87,0.048527914,0.00640651,0,0.005337878,0.04058698,0.030209771
LINC00347,0.042688882,0.018355295,0,0,0.089309481,0.068595792
LINC01913,0.035356989,0.014800399,0,0,0.062818793,0.084449567
COG8-1,0.025308742,0,0,0.060811295,0,0
KRT7,0.194111251,0.001561943,0,0,0.011049213,0.019339841
DNAH8,0.0410014,0.011598542,0,0.005370156,0.101199908,0.033248907
MAGEA4,0.036815908,0.026750797,0,0,0.036177736,0.088412068
NTRK3-AS1,0.037438466,0.016702355,0,0,0.051847023,0.091602948
TDRG1,0.036100008,0.043180316,0,0.009145382,0.115648928,0.045915404
TDRD5,0.03434741,0.022614706,0,0,0.039387041,0.018313423
AC099566.1,0.036025113,0.014151333,0,0,0.121531869,0.053275767
C9orf153,0.038963159,0.029391829,0,0,0.100156068,0.058560318
PACRG-AS2,0.062384759,0.004680671,0,0,0.007392205,0.007160361
TEX36-AS1,0.053129002,0.017694641,0,0,0.133236801,0.108939622
FUNDC2P2,0.053710222,0.009452636,0,0,0.054570571,0.065740155
ZBTB20-AS1,0.080119086,0.037281258,0.006812462,0.039624489,0.162749152,0.124541518
TEKT2,0.042615291,0.018814955,0.000969234,0,0.105010871,0.09206243
HSPB9,0.040235751,0.021535924,0.000184618,0,0.112315959,0.101007058
CHODL,1.95210759,2.155446445,1.568681066,1.853552435,2.290099557,2.060753794
MT-TV,2.801542337,1.255836393,1.634426477,2.011011469,1.815557473,0.745870902
SEPT7P9,0.058801345,0.026855551,0.002014399,0.007961184,0.073684276,0.088309618
MORN5,0.086835615,0.046811313,0.006534394,0,0.278748001,0.182020144
TEX26,0.145266018,0.072163144,0.025658754,0.021691063,0.162294056,0.174196047
TEX15,0.083112857,0.066057296,0.01140467,0.170739376,0.064841257,0.152231187
PRSS21,0.06399306,0.097146333,0.005026141,0.05577775,0.181608817,0.207413643
ZMYND10,0.053765954,0.036305156,0.0009568,0,0.230472243,0.238822036
C2orf73,0.07934251,0.028962513,0.00270225,0.007961184,0.172162843,0.168067088
AC239803.2,0.165257283,0.173239079,0.035430606,0.027011703,0.214080218,0.198560226
PSEN2,0.544403316,0.343871878,0.246249737,0.286483721,0.522448324,0.523468208
LINC01304,0.048561703,0.020089346,0,0,0.104458494,0.119693166
ADAM3A,0.030742193,0.008430753,0,0,0.058330956,0.012419418
CXorf66,0.061690064,0.019083333,0,0,0.016583546,0.035628009
MAGEB2,0.034353222,0.023429161,0,0.039891996,0.038679754,0.050720762
CCDC42,0.028783458,0.023959967,0,0.009788261,0.132194114,0.139091173
CCDC172,0.047449672,0.018930551,0,0.004492924,0.054402696,0.057564982
TEX50,0.049332589,0.015195256,0,0,0.045266603,0.048427036
MAJIN,0.054049178,0.013862961,0,0.00572561,0.030371179,0.053543537
LINC02032,0.034968497,0.042855833,0,0,0.240277683,0.092394403
FTMT,0.034806683,0.020546563,0,0,0.089459667,0.179559178
LINC02112,0.04701997,0.00352314,0,0,0.014660146,0.03965595
LINC01723,0.049108534,0.025319419,0,0,0.064335317,0.082129571
AC097375.2,0.029930752,0.010196131,0,0,0.125567842,0.050896864
C18orf63,0.037683197,0.015394852,0,0.016638958,0.021727534,0.017316493
C4orf17,0.033637908,0.015415928,0,0,0.061668108,0.070202879
PHACTR2-AS1,0.038513293,0.010693477,0,0,0.057883642,0.065374213
ZNF683,0.025990922,0.011344723,0,0,0.104599204,0.102379187
C16orf78,0.035562443,0.001131764,0,0,0.096206563,0.048497968
AC104971.2,0.035490687,0.015178271,0,0,0.112498414,0.134043308
LINC01255,0.031029122,0.009187892,0,0,0.091707228,0.063720372
CFAP100,0.037758619,0.013844029,0,0,0.067354874,0.031414592
UBE2U,0.027164285,0.01425539,0,0,0.114946163,0.077652384
C10orf120,0.062772593,0.011013522,0,0,0.087513102,0.058436767
HSF5,0.031699053,0.026631366,0,0,0.080217349,0.056471404
AC011767.1,0.035471241,0.008507465,0,0,0.009728238,0.014898403
LINC00326,0.03135781,0.013625382,0,0,0.065752029,0.024294286
AP001782.1,0.048986766,0.010379835,0,0,0.103912447,0.113572867
BOLL,0.034758283,0.045891527,0,0.005489659,0.249232493,0.183802431
LINC02475,0.032558729,0.03046883,0,0,0.24423956,0.090944621
PEX5L-AS2,0.024804399,0.014323174,0,0,0.115375448,0.163890491
SUCO,2.104846794,1.688108973,1.753633156,2.036183053,1.601886702,1.389866699
CCDC192,0.051392502,0.013139872,0.000804274,0,0.057313879,0.042644541
C6orf201,0.060187859,0.050853919,0.002374101,0.006518495,0.142924426,0.129304113
AC010186.1,0.05520777,0.02593039,0.003850044,0,0.175806768,0.136123401
TSPAN1,0.069574414,0.014691347,0.003851023,0,0.106037484,0.100396623
PDE1A,0.164521573,0.066738708,0.042856423,0.109230876,0.174932221,0.146848306
ANXA13,0.31256426,0.116542251,0.140303708,0.241680061,0.297455112,0.366087008
SLC16A4,0.623618948,0.551471072,0.317512493,0.552051969,0.587117706,0.408052838
CELF5,0.075284947,0.038290566,0.008603464,0.018544647,0.062297465,0.053470617
JAM3,1.527840296,1.395817566,1.10862062,1.359172785,1.526199113,1.410446154
SPCS2,1.354433227,1.177024488,0.966369748,1.032690378,1.307130452,0.837268858
COMT,1.296855072,1.38523177,0.953837117,0.67691045,1.572597138,1.991182141
PLCB4,0.189869992,0.081583819,0.049649529,0.154474568,0.200585059,0.060028707
SPATA9,0.066127167,0.027891798,0.00504543,0.016757568,0.170887821,0.151676158
TXNDC2,0.066481231,0.017271155,0.003137885,0,0.142548485,0.116547952
CDH2,2.353613735,2.435626603,2.021082626,2.121404472,2.279110406,2.120419947
AC092164.1,0.118561775,0.03057015,0.022158796,0.074265355,0.058719447,0.05169967
SERPINE2,1.367470591,1.63542875,0.966665759,1.144518369,1.293218504,1.231972998
CCDC136,0.084162651,0.053143462,0.012840803,0.019411674,0.223513499,0.238700466
SPATA22,0.288411696,0.061581714,0.108075508,0.101479131,0.206019314,0.087675273
SERPINF1,3.319306781,3.288245906,3.025113121,2.720683456,3.384643125,3.689276321
DCC,0.050765506,0.00934104,0.00085197,0,0.057833863,0.061123184
RPN2,1.839335185,1.760265371,1.51855026,1.418384887,1.788738047,1.697354072
KIF2C,0.116928378,0.054820772,0.020432891,0.043316479,0.143378132,0.191054212
GPR176,0.183922381,0.154224877,0.056149898,0.077948795,0.125477127,0.107575234
PPP1R36,0.05824819,0.029296639,0.002475596,0.006747414,0.119178035,0.13610162
KIAA1210,3.614303797,3.276092951,3.396504724,3.353443112,3.159762074,2.744539185
CFAP43,0.058394591,0.025478403,0.004554241,0,0.058265948,0.106100954
LINC02314,0.022566589,0.005894867,0,0,0.059116207,0.079561154
TKTL2,0.033678661,0.028847254,0,0.013658986,0.133852318,0.120891971
LINC02491,0.028283799,0.002928079,0,0,0.013736044,0.028303762
CSNKA2IP,0.023510635,0.022443094,0,0,0.069718949,0.069045291
LINC00293,0.028070002,0.009599349,0,0,0.029300675,0.024087162
AP003031.2,0.024631325,0.020543604,0,0,0.116111467,0.080650286
CCDC83,0.025872864,0.018905441,0,0,0.096555599,0.090124346
AL450306.1,0.026215223,0.045046972,0,0.006217306,0.151750288,0.113746163
PLCE1-AS2,0.031166541,0.015880365,0,0,0.055781381,0.038032083
LINC00658,0.03275927,0.03652997,0,0,0.061968462,0.051301804
CYLC1,0.041538962,0.038315271,0,0,0.077723138,0.043917035
PRC1-AS1,0.043017721,0.015096642,0,0,0.080110238,0.067020279
CCNYL2,0.038585196,0.001775914,0,0,0.010726636,0.009104449
CDH1,0.066108312,0.00078211,0,0,0,0
C4orf22,0.048466738,0.016173144,0,0.004823149,0.137060419,0.076688034
VCX2,0.02580941,0.023683794,0,0.07305905,0.033260436,0.078019818
LINC02127,0.027962524,0.006156845,0,0,0.067428025,0.047814916
DNAJB3,0.03005589,0.017232087,0,0,0.058366797,0.073837556
UBQLNL,0.035808812,0.007276919,0,0,0.035979527,0.046404099
DYDC1,0.035118037,0.044832329,0,0.009630031,0.253542709,0.189575475
AC113423.2,0.02657201,0.005345572,0,0,0.04561977,0.052661373
GALNTL5,0.051269197,0.011409853,0,0,0.07135122,0.07177819
LINC01589,0.025168687,0.016098827,0,0,0.138099117,0.105731135
TMEM262,0.038699948,0.030856062,0,0,0.065225629,0.085000141
AC097375.3,0.036310935,0.013932536,0,0,0.099012281,0.06473377
GOLGA6L7,0.033220418,0.009201719,0,0,0.022971972,0.020548546
LYZL2,0.034444846,0.017702343,0,0,0.068300869,0.097419485
AC135977.1,0.031083772,0.00896135,0,0,0.062646197,0.020375352
LINC01227,0.026121984,0.004580097,0,0,0.020145082,0.046091812
ZNRF4,0.031562715,0.021361881,0,0,0.061869602,0.158424035
NRG1-IT1,0.020756184,0.01643175,0,0.017225067,0.142307623,0.072757202
LINC02359,0.034003841,0.017949467,0,0,0.073427201,0.104904115
AC187653.1,0.029060708,0.004609669,0,0,0.032451599,0.063618232
ACR,0.040823022,0.022570685,0,0,0.103931277,0.045661731
SMAD1-AS2,0.037923896,0.028836029,0,0,0.126997017,0.132821235
NPC2,2.052088856,2.186389094,1.754749195,2.081297428,2.147496502,1.850739311
PRPH,0.033190052,0.020049342,0.000745482,0,0.135268273,0.071067
RNF149,0.973686619,0.768392359,0.615776374,0.91613293,0.954499108,0.90561585
CRNDE,0.190562021,0.195789705,0.051161442,0.131712421,0.591849539,0.477134029
AC013565.3,0.035549388,0.013332439,0.000489025,0,0.061369748,0.056202044
SLC52A3,1.736132478,1.640537303,1.407343894,1.470385074,1.812400486,1.945894429
MYO3A,0.04481574,0.011944363,0.001081828,0.020879301,0.056760679,0.04009216
YPEL1,0.106609723,0.108538474,0.023861012,0.018042338,0.328608772,0.362251845
CD81,2.602575838,2.521443114,2.261549346,2.570454795,2.69726165,2.814232328
SLC7A4,0.51590266,0.647389782,0.242231708,0.465656734,1.29700587,1.315345493
LINC01837,0.059288911,0.018678757,0.006695974,0.13146887,0.066332217,0.070731262
ART3,0.053874246,0.07241729,0.002285761,0.029525873,0.222567417,0.166881139
SLC16A3,0.689502553,0.57331552,0.354527285,0.626342607,1.006212456,1.071393026
AKAP13,1.256520148,1.11115126,0.93955473,1.347236731,1.062867309,1.123354407
IFNGR1,1.08278524,0.951727737,0.681810593,0.809739292,0.807512997,0.6243129
DEUP1,0.087796357,0.032268778,0.019600153,0.084429558,0.140202065,0.165866235
SLC2A1,0.31895053,0.199109049,0.104669685,0.273016869,0.427144879,0.315136293
CREG1,1.276185914,1.534555463,0.915957574,1.189002245,1.60767438,1.51289113
SLPI,0.9043177,0.02838175,0.007043538,0,0.063228062,0.032556784
ARL6IP5,2.210397414,2.028167822,1.905342332,2.171335041,2.082126235,1.648959514
AC114812.1,0.046458457,0.021632408,0.002310486,0,0.130814467,0.164637699
AC080162.1,0.042631199,0.012129192,0.00363904,0,0.038032542,0.027577796
ATP2B1,2.402086935,2.133129029,2.090592945,2.659129649,2.231507963,2.161915624
SCGB3A1,0.081064187,0.024642408,0.008288823,0.041032141,0.018218937,0.028612965
AC141557.1,0.123222539,0.072138466,0.040574063,0.051503455,0.18737125,0.053034626
EFNA1,0.272479502,0.028156799,0.035610883,0.064794571,0.001516022,0.009724405
OSBPL6,0.11352182,0.031207782,0.026081889,0.004387369,0.074143915,0.060976355
PP2D1,0.03922595,0.015710597,0.000842648,0,0.078278505,0.073375783
ENPP5,2.05563805,2.414380723,1.69817,1.904147033,2.319487951,1.825346478
TMTC2,0.367814317,0.267234127,0.133982125,0.294077451,0.371239324,0.296939153
MTDH,2.081506291,1.871859932,1.777582904,2.292137323,1.898655586,2.312784672
CD300LG,0.601111475,0.554270092,0.282041436,0.446555232,0.874808364,0.82029617
PFKP,0.074432929,0.023610376,0.006575976,0,0.137603386,0.226275451
SYCN,1.12423866,1.08400973,0.826265293,1.209782073,1.228692381,1.774693362
TMEM87A,1.570526824,1.655845239,1.223388374,1.278901869,1.714348465,1.536040647
LINC02109,0.031971469,0.0148318,0,0,0.059385851,0.053037878
AC096659.1,0.024695041,0.011534134,0,0,0.033384612,0.010859537
SHCBP1L,0.026519233,0.063826217,0,0.019927458,0.17002819,0.291053287
AL133485.1,0.027092985,0.021617557,0,0,0.07695245,0.059015291
FAM205A,0.026812872,0.005765194,0,0,0.053406214,0.044709311
ACP4,0.025481473,0.003072488,0,0,0.001812909,0.027313826
LINC02443,0.042295258,0.007499874,0,0,0.038776721,0.028941212
AC007179.2,0.020155775,0.008559645,0,0,0.041778321,0.016479393
LINC02024,0.035416984,0.009342327,0,0,0.04918582,0.030010136
DNAAF3,0.026606597,0.016809416,0,0,0.076127159,0.053399502
USP50,0.035543463,0.009626729,0,0,0.045166036,0.022881489
LINC01620,0.026561688,0.00838014,0,0,0.036382278,0.035146364
LINC01655,0.031784469,0.01637578,0,0,0.056645824,0.040493925
AC104663.1,0.041829693,0.005463378,0,0,0.01980281,0.032302805
EDRF1-AS1,0.030628518,0.016666253,0,0,0.05347109,0.085939409
LNX1-AS1,0.023485544,0.007621338,0,0,0.031240275,0.038178477
LINC01688,0.03509143,0.018564611,0,0,0.123837489,0.044540128
LINC02153,0.027261864,0.010968169,0,0,0.016889253,0.033298285
LDHAL6B,0.023415243,0.032659794,0,0.004093464,0.124330382,0.079604182
AL157401.1,0.017716699,0.024434545,0,0,0.084695946,0.059958293
MOBP,0.025772487,0.006094481,0,0,0.024247851,0.059341934
LEF1-AS1,0.021836589,0.016143507,0,0,0.135716187,0.121853262
MIR7-3HG,0.035569838,0.022853136,0,0,0.018340584,0.021294344
MPC1L,0.03221013,0.025058965,0,0,0.047344623,0.103076596
AC044839.2,0.024534716,0.044138581,0,0.006650844,0.13077101,0.087835815
LINC01233,0.024290897,0.014648687,0,0,0.035238774,0.071374978
FGF14-AS1,0.032127648,0.008732634,0,0,0.060655837,0.047968747
FAM71B,0.029840696,0.012390195,0,0,0.031086144,0.032649812
HDGFL1,0.020975921,0.023108643,0,0.009407624,0.062851591,0.17809081
AC009158.1,0.035137544,0.002037231,0,0,0.010042949,0.033516034
AC009299.3,0.024715309,0.032988553,0,0,0.136270447,0.072784177
C11orf42,0.032185502,0.004205299,0,0,0.034238764,0.020216302
GSTT4,0.043623962,0.00429413,0,0,0.012222649,0.024713324
C9orf135-AS1,0.027293433,0.007723993,0,0,0.147075389,0.091260972
AC022679.1,0.034571822,0.003301707,0,0,0.020638143,0.024358342
ADAM5,0.023121098,0.027560729,0,0,0.148485553,0.101062389
LINC01206,0.035148003,0.014836344,0,0.004193987,0.049103098,0.019422419
SYNGR4,0.019378154,0.018389238,0,0.005613026,0.080859725,0.042561686
SPATA32,0.028867383,0.01489342,0,0,0.075219855,0.045809574
CCER1,0.028290637,0.025475579,0,0,0.068093757,0.089836034
LINC00901,0.031001151,0.002640246,0,0,0.029119758,0.02208118
ASRGL1,0.129897487,0.109360943,0.031186825,0.032819063,0.361154015,0.368909829
TMCO1,1.770814212,1.715994317,1.473184775,1.481849506,1.827049442,1.709945421
EIF4G3,1.663464512,1.558453605,1.331318343,1.67061052,1.657107828,1.329171143
RIIAD1,0.032978972,0.019908326,0.000237862,0.028675153,0.050438095,0.039555359
NFIA-AS1,0.038621409,0.020551647,0.000785639,0,0.218373653,0.126476139
GSTA2,1.722691645,1.800194836,1.568922589,1.654192676,1.763312171,1.735505525
RGMB-AS1,0.112045063,0.098762937,0.022029969,0.017485858,0.34367853,0.256400553
SGCE,1.454533143,1.56467347,1.128588913,1.032619798,1.486326335,1.356503674
FAM71E1,0.228466478,0.115172094,0.064558996,0.028826024,0.264288362,0.306336083
CADPS,0.138579256,0.037604982,0.045912863,0.235443041,0.298426442,0.298061092
OOSP2,1.067795783,0.805526475,0.728064319,0.74293026,1.647372074,1.536827066
ZPBP,0.173481594,0.190756209,0.042514564,0.023693849,0.525520027,0.466702216
EPB41L2,1.492477065,1.244874918,1.170037535,1.617735037,1.475559088,1.384210437
CCDC54,0.294451471,0.085995899,0.111732498,0.061415931,0.305662916,0.301148952
MTCO3P12,0.282349527,0.208975637,0.101456482,0.176265542,0.281085298,0.407756462
LINC01539,0.041488115,0.016291851,0.000779734,0,0.108844729,0.076364646
AC073111.1,0.035567155,0.003981857,0.001751293,0,0.068862328,0.040396477
RNASET2,0.273149821,0.187650019,0.105267763,0.196296426,0.340152073,0.487545157
