,Ctrl,iNOA_B,iNOA_S,AZFc_Del,KS
PLPP4,0.155152351,0.106453119,0.1328282,0.114686468,0.045422807
PLPP5,0.369665461,0.327995084,0.554675013,0.290676703,0.561227545
PLPP6,0.048561308,0.030638403,0.042881188,0.06678474,0.047703956
PLPP7,0.027845785,0.029296743,0.094413245,0.082002887,0.163594165
PLPPR1,0.02869478,0.001862655,0,0.005313515,0.000426983
PLPPR2,0.041113982,0.063000234,0.134603612,0.103523114,0.236130282
PLPPR4,0.039639755,0.160153621,0.109242128,0.079047562,0.00300546
PLPPR5,0.023621602,0.026180582,0.002315176,0.041088016,0.002147003
PLRG1,0.383769451,0.290172988,0.490587951,0.400235273,0.457517446
PLS1,0.111362528,0.043252168,0.001880615,0.032506419,0.00285462
PLS3,2.425683237,2.320752838,1.401705397,1.596557858,1.088601394
PLS3-AS1,0.040713965,0,0.001762181,0,0.004598297
PLSCR1,0.779915795,0.655862732,1.220312465,1.41511589,0.737239871
PLSCR2,0.088051893,0.002636464,0.000684548,0,0.001407327
PLSCR4,0.672728707,0.336716396,0.947307089,0.909637455,0.538799795
PLTP,0.866262145,0.78413748,2.935145697,1.748080765,10.23634469
PLVAP,0,0,0.002044991,0,0.002191002
PLXDC1,0.029823935,0.021741376,0.0254014,0.022886076,0.040733623
PLXDC2,0.68956975,1.149472105,0.804018475,1.060484975,0.51516163
PLXNA1,0.024413236,0.035798742,0.066233679,0.140935478,0.126532981
PLXNA2,0.033097537,0.08943793,0.012963635,0.001826071,0.039981279
PLXNA3,0.054280141,0.060111949,0.039050131,0.070867317,0.118845928
PLXNA4,0.043462196,0.02126705,0.021640609,0.028229376,0.013670729
PLXNB1,0.034408864,0.055488009,0.03473782,0.051984775,0.092710896
PLXNB2,0.121293002,0.081275486,0.1271289,0.225255722,0.232839378
PLXNC1,0.048129292,0.099559715,0.226920874,0.497486973,0.055820431
PLXND1,0.201082844,0.171354087,0.356434114,0.27749863,0.468486828
PM20D1,0,0.003053846,0.000516073,0.01051969,0.001791552
PM20D2,0.168986725,0.207449248,0.189761431,0.150901833,0.290115728
PMAIP1,0.187026881,0.048440749,0.016104596,0.066941462,0.061366281
PMEL,0.43857256,0.04467313,0.247620074,0.223281542,0.084281259
PMEPA1,0.188500106,0.129539487,0.027723682,0.105849691,0.092377951
PMF1,0.13114745,0.140621648,0.362946572,0.310599101,0.413330667
PMFBP1,0.028508797,0.005124106,0.005851199,0.0146619,0.002464681
PML,0.067184693,0.122118327,0.214752118,0.1397028,0.302256094
PMM1,0.288350768,0.099121448,0.341039283,0.214801527,0.587377239
PMM2,0.116114592,0.252465938,0.156797999,0.140762329,0.071912957
PMP22,2.452191822,2.7217193,4.641207485,2.94785892,3.334188007
PMPCA,0.269328371,0.259798942,0.206539808,0.269144592,0.296196529
PMPCB,0.750857844,0.620608546,0.847878817,0.811165515,0.713711695
PMS1,0.702084655,0.596848439,0.519283918,0.457559036,0.345874375
PMS2,0.219036049,0.188104585,0.213927737,0.155435185,0.091166908
PMS2CL,0.04314625,0.031557673,0.062076249,0.049700594,0.103404785
PMS2P1,0.133205641,0.217552502,0.182234905,0.185583309,0.192178841
PMS2P10,0.012163373,0.003926743,0.009668674,0.010416278,0.017231167
PMS2P2,0.030270852,0,0.001455244,0,0
PMS2P3,0.00673809,0.035077723,0.017958252,0.002354426,0.033745128
PMS2P4,0.01325571,0.096731917,0.078790142,0.059230366,0.047918968
PMS2P5,0,0,0.005047932,0.008625924,0.007562144
PMS2P6,0,0.003926743,0.002687654,0,0
PMS2P7,0.006812063,0,0.001283432,0.004655147,0.015365403
PMVK,0.438265152,0.253382543,0.397366052,0.438810365,0.537550108
PNCK,0.022103733,0.006281722,0.018921997,0.026691242,0.002571558
PNISR,1.73920616,2.111845381,2.826083421,2.178509467,2.510220575
PNKD,1.250067252,2.130537096,1.298495543,1.375537363,1.475282972
PNKP,0.192855169,0.274300489,0.354818407,0.159121552,0.409767235
PNLDC1,0.086978307,0.022990619,0.003163846,0.047577696,0.002014173
PNMA1,0.171050072,0.218251292,0.274378341,0.581625594,0.716881682
PNMA2,0.068207641,0.084804927,0.138449543,0.100337459,0.083974556
PNMA3,0.007915326,0.025312946,0.01737192,0.017316302,0.000244797
PNMA5,0.042917228,0.025576248,0,0.042623347,0.003927915
PNMA6A,0.01040756,0.040656642,0.007303092,0.006647787,0.00809557
PNMA6E,0.033673144,0.00351662,0.002062577,0.025327299,0.011613256
PNMA8A,0.122382456,0.190212888,0.219013118,0.213299627,0.155150502
PNMA8B,0.023637375,0.037893183,0.058533159,0.091882745,0.169590094
PNMA8C,0.01626397,0.03404593,0.005627424,0.025823712,0.00332307
PNMT,0,0.005335821,0.025493763,0.010375382,0.067589814
PNN,0.693855734,1.147461834,1.063946815,0.695767404,1.037197268
PNO1,0.333973269,0.328278754,0.334294341,0.41252336,0.320910052
PNOC,0.21974977,0.008152689,0,0.001006419,0
PNP,0.013694451,0.011174937,0.010507604,0.050970187,0.073669075
PNPLA1,0.013295255,0,0.002100031,0,0
PNPLA2,0.238941999,0.057825457,0.20994645,0.224776546,0.710168734
PNPLA3,0.013896318,0.001369105,0.008045484,0.010778346,0.001538602
PNPLA4,0.499348764,0.545302936,0.38177872,0.456180021,0.431941648
PNPLA6,0.091438188,0.02276961,0.038041021,0.061421936,0.098753792
PNPLA7,0,0.00374414,0.007225218,0.014639656,0.033930652
PNPLA8,1.09345064,1.21956632,1.144467151,1.043922367,0.571343112
PNPO,0.21255013,0.315463956,0.297446359,0.263744057,0.108804943
PNPT1,0.397629832,0.580754809,0.488206939,0.388821619,0.224296124
PNRC1,2.98911658,5.299435016,6.793079969,3.040722071,7.795733774
PNRC2,2.257643163,1.80071727,1.896224462,1.861228208,1.167740773
PNRC2P1,0,0.002857796,0.003020599,0,0.000456417
POC1A,0.028942051,0.017740437,0.010055951,0.011082877,0.010243326
POC1B,0.240860534,0.141531883,0.163607594,0.113702582,0.107906906
POC1B-AS1,0.078423997,0.047492012,0.032851564,0.049312073,0.027356214
POC1B-GALNT4,0,0.00297534,0.001447056,0,0
POC5,0.245568726,0.218144072,0.21313118,0.197602417,0.133547014
PODN,0.148410314,0.272330621,0.430823967,2.454979569,2.843099053
PODNL1,0.11022996,0.054884762,0.106279113,0.080526115,0.041758703
PODXL,0.06387992,0.027443092,0.010108252,0.02694181,0.024924166
PODXL2,0.109654043,0.181007968,0.041568198,0.054674113,0.082556583
POF1B,0.032039051,0.00424542,9.44E-05,0,0
POFUT1,0.115413075,0.103842024,0.184073116,0.200608977,0.196814317
POFUT2,0.107693703,0.128199237,0.120504787,0.105915056,0.177498514
POGK,0.166799621,0.217459964,0.229792699,0.242560859,0.200165212
POGLUT1,0.396403428,0.241374004,0.257292048,0.214307711,0.164556253
POGZ,0.733978999,0.621970562,0.702132714,0.441331164,0.41455667
POLA1,0.106681414,0.118921406,0.17923981,0.125245092,0.117259229
POLA2,0.050724458,0.071546226,0.078139683,0.041581185,0.107792139
POLB,0.433951958,0.292136505,0.291434698,0.220901845,0.254958864
POLD1,0.008411052,0.022241947,0.010784494,0.002474317,0.019204819
POLD2,0.964832313,0.356978033,0.618278014,0.426421124,0.611406279
POLD3,0.320341209,0.456596501,0.284325014,0.290928539,0.237839565
POLD4,0.016747388,0,0.018233516,0.014564178,0.035173182
POLDIP2,0.452449946,0.168860817,0.335555736,0.379878631,0.444644534
POLDIP3,0.160810969,0.255888066,0.261033323,0.216709096,0.419831497
POLE,0.13772062,0.060050337,0.031668018,0.069125034,0.053503282
POLE2,0.016920158,0.041435545,0.015889739,0.043708992,0.027275803
POLE3,0.452630274,0.694026734,0.546376538,0.996400555,0.515754554
POLE4,0.842478688,0.782867701,0.588146443,0.959985461,0.820575409
POLG,0.035603825,0.021955854,0.02421938,0.078517214,0.078111203
POLG2,0.102931447,0.071751973,0.093003064,0.085580662,0.094610372
POLH,0.20476668,0.162313529,0.106490584,0.072515638,0.069628121
POLI,0.547983601,0.52066681,0.486428267,0.491845262,0.277524837
POLK,0.648359839,0.521120376,0.699456132,0.660788467,0.436165016
POLL,0.04925663,0.064982611,0.06216312,0.042137347,0.150893122
POLM,0.043404706,0.045947694,0.059442598,0.034470104,0.123109534
POLN,0.01992762,0.052023263,0.016439606,0.013800692,0.006348298
POLQ,0.021771175,0.064391147,0.006962422,0.065290254,0.000995859
POLR1A,0.098746963,0.166853032,0.241828444,0.127369063,0.136321882
POLR1B,0.249171899,0.315306801,0.193392939,0.225404988,0.12251189
POLR1C,0.381650402,0.133331642,0.239790548,0.259443351,0.208664624
POLR1D,1.292956777,1.223308858,1.380633398,1.233840584,1.527359263
POLR1E,0.200669677,0.191430387,0.211002519,0.218151573,0.229010896
POLR2A,0.472799016,0.76610957,0.659672291,0.565926685,0.607592543
POLR2B,1.04120804,0.643521723,1.13788648,1.231207329,1.332508536
POLR2C,0.500758709,0.187544057,0.581969889,0.48809924,0.861666454
POLR2D,0.330356595,0.307589465,0.363306531,0.302967301,0.282497917
POLR2E,0.898631825,0.380380785,0.82471521,0.58725605,1.086580441
POLR2F,1.090428253,2.178836206,1.441233857,1.446315209,1.47958956
POLR2G,1.046000336,1.098105822,1.385484929,0.986688369,1.195200024
POLR2H,0.375859719,0.290536715,0.32738273,0.254728196,0.390954409
POLR2I,0.784324571,1.313508549,0.850868401,1.828453717,2.004246745
POLR2J,1.293663715,1.495838001,1.275586357,1.49709042,1.69102476
POLR2J2,0.014623989,0.003053846,0.004050528,0.006439372,0.003480843
POLR2J3,0.048962576,0.01909036,0.159222046,0.112907326,0.300987389
POLR2J3-1,0,0.021046845,0,0,0
POLR2J3-2,0.003536768,0,0.006601567,0.019970126,0.005104761
POLR2J4,0.024883053,0,0.008840451,0.009057276,0.006946629
POLR2J4-2,0,0,0.009423175,0.001319892,0.012552566
POLR2K,1.409481804,0.91964906,1.209854333,1.368436994,1.154606079
POLR2L,3.315367756,3.986734091,2.307957256,2.566466937,2.11599382
POLR2M,0.195475587,0.140231272,0.318524665,0.499417043,0.420782042
POLR3A,0.227955534,0.350817549,0.21951336,0.184718411,0.124365579
POLR3B,0.190733869,0.14557868,0.229225444,0.176326188,0.144027414
POLR3C,0.287389895,0.227981923,0.270907197,0.200222542,0.244461605
POLR3D,0.300043463,0.412012051,0.185793102,0.136721095,0.143961491
POLR3E,0.174945119,0.1258379,0.113485035,0.086563261,0.142668002
POLR3F,0.186271334,0.274579882,0.201265842,0.505009545,0.176913598
POLR3G,0.054480694,0.09241376,0.023310903,0.055746187,0.01540852
POLR3GL,0.339797605,0.299655457,0.445157497,0.348294841,0.466486769
POLR3H,0.14631307,0.117195897,0.162552795,0.117168477,0.27006489
POLR3K,0.261610395,0.297231325,0.263549154,0.26985446,0.235305634
POLRMT,0.108744349,0.148353736,0.045144587,0.102144523,0.119569998
POLRMTP1,0.00271637,0,0.001302953,0.00151497,0.002307656
POM121,0.08558694,0.068272703,0.104151362,0.214369388,0.232697931
POM121C,0.283183719,0.180882232,0.271726146,0.183027944,0.243860692
POM121L2,0.00444461,0.004203023,0,0.005611016,0
POM121L9P,0,0.027509595,0.01280344,0.015241683,0.006670025
POMC,0.113084292,0.177380295,0.092994683,0.065257299,0.054722001
POMGNT1,0.062504358,0.061412335,0.084599241,0.097093443,0.125646131
POMGNT2,0.137711471,0.062282778,0.220636524,0.1326667,0.447724838
POMK,0.050764039,0.110576169,0.08198833,0.049719446,0.024826126
POMP,3.243420544,3.93116286,2.346897235,3.883413032,1.861555264
POMT1,0.109074437,0.094107707,0.079952364,0.060051937,0.118605023
POMT2,0.042401055,0.049459302,0.070921419,0.140294178,0.047868111
POMZP3,0.063024605,0.030052289,0.050257336,0.063861251,0.080252196
PON1,0.009415982,0,0.00306842,0.059503456,0.000559997
PON2,0.662007618,0.349357044,0.414341468,0.667568818,0.256886573
PON3,0.25375604,0.044173699,0.115040243,0.153579198,0.128642122
POP1,0.108094372,0.133092606,0.147307551,0.156858582,0.123310953
POP4,0.456470509,0.258557155,0.416191349,0.386393603,0.314291526
POP5,1.048067538,0.540417115,0.466789007,0.444019811,0.458328928
POP7,0.365616374,0.41417705,0.401140172,0.316521092,0.645307138
POPDC2,0,0.067193578,0.025309005,0.026122238,0.024887546
POPDC3,0.056381335,0.055655256,0.00435843,0.034812596,0.002049983
POR,0.777689794,1.072759847,0.614481725,0.52074778,0.810868567
PORCN,0.090738791,0.018125882,0.1089014,0.097438953,0.110946651
POSTN,0,0.015801609,0.043895968,0.038604312,0.016922592
POT1,0.185941709,0.087108395,0.113264594,0.157328432,0.102734997
POT1-AS1,0.022046513,0.039422463,0.012309156,0.067487749,0.007103753
POTEC,0.047431984,0.042021278,0,0.006352776,0.001782924
POTED,0,0.013273549,0,0.011664164,0
POTEE,0,0.051131257,0,0.02059539,0.000425061
POTEF,0.007915326,0.022272606,0,0.016172147,0.001180302
POTEH,0,0.011943361,0.001121979,0.008577717,0
POTEKP,0,0.001998977,0.002596802,0.009261704,0.000206182
POU2AF1,0,0.01381947,0.011009175,0.007531294,0.013153246
POU2F1,0.191700805,0.185195296,0.318451356,0.242123116,0.222495032
POU2F2,0.015661711,0.041571369,0.00239133,0.01330357,0.001623767
POU3F1,0,0.004940907,0.00273465,0.00658001,0.015049191
POU4F1,0.003536768,0,0.000152878,0.004533867,0.000845977
POU5F2,0.003633774,0,0.003005156,0.009305226,0.000765391
POU6F1,0.018928078,0.027088092,0.033333032,0.030297036,0.101001514
PP2D1,0.030654159,0,0,0.0104122,0.001651789
PPA1,2.314097727,1.107324614,1.544910895,1.45976309,0.952152459
PPA2,1.342530644,0.595547262,0.892496233,0.841554082,0.836409111
PPAN,0.009379948,0.021139742,0.022539593,0.012539981,0.062214661
PPARA,0.306176155,0.471684039,0.34978201,0.230849081,0.390921746
PPARD,0.03294427,0.141311964,0.161084261,0.113314852,0.207525276
PPARG,0.057283405,0.040656848,0.015402016,0.012882284,0.002700874
PPARGC1A,0.074863317,0.077688992,0.023478981,0.049830864,0.00385176
PPARGC1B,0.003703506,0.012061182,0.031358875,0.011679838,0.034238558
PPAT,0.224545982,0.273499735,0.235120644,0.347309754,0.13831199
PPBP,0,0.090915796,0.006383405,0,0
PPCDC,0.150251957,0.097581385,0.162400658,0.071441093,0.181950584
PPCS,1.581285868,1.501770996,1.481796576,1.694608532,1.180147501
PPDPF,1.739363693,3.305092554,3.071773564,2.492224579,4.621026765
PPEF1,0.081401017,0,0.002259817,0.007807408,0.003067119
PPFIA1,0.357234607,0.561499966,0.332054378,0.385821378,0.483415119
PPFIA2,0.054882545,0.201947433,0.069469784,0.12151253,0.041733685
PPFIA2-AS1,0.01626397,0.006529803,0.001330433,0,0.000638565
PPFIA3,0.014205084,0.010738142,0.024366404,0.016767589,0.050640084
PPFIA4,0,0.009539631,0.00254072,0.006227039,0.005788851
PPFIBP1,0.753086648,0.979561298,0.800786707,0.838884629,0.485990302
PPFIBP2,0.240204032,0.229646259,0.205448459,0.272835688,0.223816976
PPHLN1,1.185520765,0.668449964,1.163270323,1.040991816,0.853597047
PPIA,4.698371785,6.178657959,8.034055223,6.263004136,7.76521872
PPIAP22,0.124400102,0.135656625,0.143444927,0.123281116,0.1379892
PPIAP29,0,0.010920446,0.002545574,0,0.003848156
PPIAP31,0.030046005,0.042507209,0.033352518,0.016249907,0.045615629
PPIAP39,0,0,0.012169618,0,0
PPIAP46,0.041347146,0.032695962,0.039577073,0.001966483,0.017636757
PPIAP48,0,0,0,0,0.002151393
PPIB,0.073711234,0.248187338,0.227194225,3.891192109,5.851474476
PPIC,0.818117706,0.591140887,0.917080643,0.657031517,0.518278768
PPID,0.330646517,0.658983852,0.335618525,0.422508548,0.356990424
PPIE,0.863694734,0.816454678,0.941201939,1.04783951,1.114872756
PPIEL,0.024662714,0.024098972,0.021969575,0.017292332,0.033787921
PPIF,0.207068267,0.046684574,0.233085785,0.321818783,0.138570601
PPIG,2.125165006,1.886953539,2.195145702,1.777990113,1.780161991
PPIH,0.107701272,0.222095547,0.292906233,0.212889809,0.298488029
PPIL1,0.311959853,0.118504727,0.275395867,0.191653,0.216448678
PPIL2,0.151131766,0.146474608,0.129003334,0.130243234,0.106949346
PPIL3,0.184854465,0.246738963,0.435977272,0.426373828,0.39756083
PPIL4,1.033927539,1.096156723,1.311077573,1.293175253,0.935913733
PPIL6,0.090075293,0.10173399,0.059248067,0.08355571,0.069435807
PPIP5K1,0.07487685,0.053729168,0.030056219,0.097448844,0.041023638
PPIP5K2,0.802534337,0.95982357,0.985284953,0.762518008,0.60058285
PPL,0.157651162,0.145215487,0.145517479,0.127283245,0.203271748
PPM1A,0.258328141,0.473043489,0.403634802,0.517295577,0.469090045
PPM1B,0.23780861,0.236152642,0.335501607,0.415605793,0.42319172
PPM1D,0.148481903,0.073946681,0.164448605,0.190698783,0.18827988
PPM1E,0,0.027836803,0.002733254,0.009971988,0.001201959
PPM1F,0.059422139,0.028636691,0.05271579,0.060428193,0.107658079
PPM1G,1.112509677,1.310974793,0.57853771,0.640571307,0.722125729
PPM1H,0.027595795,0.015756315,0.021912177,0.04020846,0.038250747
PPM1J,0.018063673,0.013696243,0.006990562,0.02162921,0.013211545
PPM1K,0.793811997,0.820159342,0.825444885,1.059303653,0.489826566
PPM1L,0.07334381,0.243193635,0.343750101,0.32160719,0.381196994
PPM1M,0.011988165,0.045470101,0.062696315,0.057002816,0.166354819
PPM1N,0.022170787,0.026758351,0.004246373,0.007300857,0.01052232
PPME1,0.274691721,0.504423069,0.266355562,0.315096971,0.212151641
PPOX,0.077966716,0.045771265,0.124876878,0.104401509,0.203180058
PPP1CA,0.285101169,0.099117564,0.222151757,0.470278994,0.51141378
PPP1CB,1.285264644,1.732068707,1.474737225,1.99091692,1.078791718
PPP1CC,0.800839457,1.046658246,1.223358991,1.306496091,1.31496374
PPP1R10,0.82420386,1.023817815,1.044696193,0.690026313,0.692194125
PPP1R11,0.307443489,0.228535259,0.299883474,0.298746111,0.482188035
PPP1R12A,1.243234038,1.814428383,1.385500743,1.331318811,0.997743146
PPP1R12A-AS1,0.01356856,0.074253114,0.032091132,0.051188395,0.018907729
PPP1R12B,0.241774608,1.02876341,0.255196158,0.516610531,0.269859093
PPP1R12C,0.050050922,0.097296592,0.064326012,0.109280756,0.191769271
PPP1R13B,0.079006697,0.142733453,0.034865256,0.128433827,0.069806077
PPP1R13L,0.017835699,0.031040765,0.006391202,0.017115126,0.021371301
PPP1R14A,2.046658722,3.235036901,2.080240535,2.390491088,4.60839892
PPP1R14B,0.157935978,0.225178138,0.098205317,0.127182265,0.232511507
PPP1R14BP3,0,0.002683454,0.001062066,0,0.000659429
PPP1R14C,0.006561757,0.018000637,0.009835773,0.055381375,0.000599088
PPP1R15A,0.564089132,0.7724817,0.803623266,0.572550257,3.364662899
PPP1R15B,0.237197031,0.238621914,0.341368581,0.28302705,0.370535475
PPP1R16A,0.179616882,0.155038623,0.162972576,0.157216655,0.433898567
PPP1R16B,0,0.024602359,0.000781961,0.014358464,0.006154412
PPP1R17,0,0.004597448,0.011426397,0.007601584,0.000185014
PPP1R18,0.093555477,0.087475983,0.216646789,0.104708683,0.308403141
PPP1R1A,0.06991111,0.038660018,0.003147759,0.016781535,0.023968554
PPP1R1B,0,0.005135474,0.067597094,0.04072956,0.408526826
PPP1R1C,0.003536768,0.024536536,0.027610762,0.083643581,0.011225896
PPP1R2,0.615073442,1.187138365,0.687221483,0.690708268,0.508892901
PPP1R21,0.253870921,0.336475315,0.249748391,0.293444901,0.209941662
PPP1R26,0.022850672,0.013971138,0.025578114,0.03290721,0.044781558
PPP1R26-AS1,0.017607616,0,0.020599862,0.023691546,0.013421846
PPP1R26P1,0,0,0.003147122,0,0
PPP1R27,0,0.021894876,0.000129269,0.005433483,0.001481956
PPP1R2B,0.081325214,0.03104124,0.02030396,0.011400593,0.012763969
PPP1R2C,0.437912137,0.011764143,0,0.070468814,0.009480859
PPP1R2P10,0.012075704,0.035509991,0,0.027331343,0.000919643
PPP1R2P2,0,0.013912136,0,0.00428791,9.99E-05
PPP1R32,0.091046204,0.001346605,0.012050354,0.022379073,0.026590489
PPP1R35,0.04200546,0.109499909,0.014425507,0.107603929,0.198313126
PPP1R36,0.06825506,0.057119294,0,0.03825377,0.006869417
PPP1R37,0.059656769,0.078241195,0.047653818,0.053587917,0.169591803
PPP1R3B,0.394325016,0.494342105,0.733510654,0.723239941,0.618828064
PPP1R3C,0.035844704,0.164704436,0.118687278,0.09212696,0.301362861
PPP1R3D,0.055807516,0.029936717,0.060026388,0.074547496,0.063148204
PPP1R3E,0.07183639,0.096765618,0.107690805,0.122591822,0.175482476
PPP1R3F,0.019814083,0.045969301,0.020422536,0.043753171,0.043788902
PPP1R3G,0,0.010977161,0.018096996,0.001730679,0.048418105
PPP1R42,0.046844436,0.075981993,0.014612416,0.045154356,0.02439915
PPP1R7,1.187121254,1.017174747,0.825741412,0.806851744,0.666798079
PPP1R8,0.376737764,0.316466308,0.352686089,0.305781437,0.341302424
PPP1R9A,0.148081556,0.091940911,0.059886538,0.215067756,0.011972944
PPP1R9B,0.06627308,0.055165022,0.102696933,0.121314866,0.227497266
PPP2CA,0.686449794,0.357558614,0.655768861,0.866899372,0.574611332
PPP2CB,0.79246003,1.703990479,0.801499042,1.274826112,1.05341505
PPP2R1A,1.58070287,0.521665255,1.253155963,0.820732921,1.406653765
PPP2R1B,0.150683029,0.156300334,0.12746647,0.174100153,0.090978338
PPP2R2A,0.874440097,1.085263311,1.000770899,0.771887611,0.712302196
PPP2R2B,0.095622722,0.016747332,0.001476159,0.008831078,0.012839276
PPP2R2C,0.04002328,0.018069737,0.099301494,0.09778194,0.095584691
PPP2R2D,0.272135174,0.852691309,0.259715604,0.397081162,0.486018455
PPP2R3A,0.338032512,0.538821057,0.604689132,0.5326207,0.29916393
PPP2R3B,0.017052935,0.110021348,0.031306364,0.045931274,0.148565979
PPP2R3C,0.36038695,0.152754494,0.280074229,0.496386905,0.362329779
PPP2R5A,0.088785559,0.126230769,0.162088817,0.263770566,0.231407316
PPP2R5B,0.014916954,0.018963491,0.024410141,0.054230034,0.062781509
PPP2R5C,0.614587477,0.752872752,0.991326396,0.917359963,0.691706614
PPP2R5D,0.174042549,0.174317998,0.128878687,0.162274707,0.333263637
PPP2R5E,0.541918694,0.912912089,0.793266267,0.72852224,0.715363831
PPP3CA,0.729573228,1.029851865,0.86923368,0.891341328,0.80426671
PPP3CB,0.545533729,0.519492541,0.672988694,0.505597702,0.567005642
PPP3CB-AS1,0.014230623,0.030409073,0.020015002,0.02688806,0.015094804
PPP3CC,0.034822385,0.090017861,0.056253988,0.122433454,0.135677602
PPP3R1,0.189565266,0.196745161,0.201025347,0.268687109,0.25680362
PPP3R2,0.064558495,0.005871439,0,0.068950932,0.019307783
PPP4C,0.36081128,0.055313767,0.341708445,0.260850397,0.482071988
PPP4R1,0.144317279,0.20352195,0.234994856,0.240548951,0.176830178
PPP4R1-AS1,0.008719247,0,0.001473782,0.002162265,0.002029974
PPP4R1L,0.101919868,0.041369641,0.038142901,0.037614702,0.022684806
PPP4R2,0.814563162,0.720797653,0.796955634,1.009531199,0.650757173
PPP4R3A,0.207532503,0.579153752,0.428627984,0.478527396,0.440473527
PPP4R3B,0.940199506,1.186315856,1.129237153,0.955497814,0.793629717
PPP4R3C,0.035412601,0.025362798,0,0.0292612,0.000309033
PPP4R4,0.245213156,0.312761111,0.242687731,0.24285131,0.250967781
PPP5C,0.221731242,0.463366219,0.185074863,0.174194691,0.244333891
PPP5D1,0.02049998,0.02280545,0.032050446,0.039553288,0.040945573
PPP6C,0.422842445,0.213639591,0.512778762,0.448579367,0.446290346
PPP6R1,0.053318683,0.033105947,0.016524525,0.02052723,0.028356928
PPP6R2,0.173050807,0.50033003,0.166134267,0.292893703,0.179737364
PPP6R3,0.635362433,0.525433769,0.677176291,0.651326233,0.355061876
PPRC1,0.051753842,0.046194019,0.082565967,0.066642214,0.088411857
PPT1,1.015603065,0.827904411,1.117032943,0.964674301,0.908599354
PPT2,0.027608897,0,0.044503235,0.029857261,0.055009636
PPTC7,0.134485517,0.163156232,0.123048689,0.260134509,0.125203553
PPWD1,0.433022291,0.542127129,0.568673015,0.548549969,0.490831864
PQBP1,0.39574352,0.275385468,0.678772562,0.414119612,1.021846881
PQLC1,0.047379964,0.049051446,0.067341273,0.10748575,0.207566094
PQLC2,0.014510892,0.042530259,0.06057005,0.064016617,0.096582891
PQLC2L,0.046927827,0.015633791,0.019119629,0.039465396,0.001998313
PQLC3,0.796773999,0.597195548,0.782723355,0.645488757,0.66170752
PRADC1,0.236846845,0.087293276,0.193703171,0.1586174,0.284115727
PRAF2,1.794737126,0.272960517,1.384211788,1.29661396,1.513920149
PRAG1,0.004907851,0,0.010295953,0.038364851,0.002777235
PRAL,0,0,0,0,0.004896011
PRAM1,0,0,0.001924218,0,0.001221014
PRAME,0.67795425,0.440905945,0.156581819,0.500195448,0.039485236
PRC1,0.026684018,0.057278519,0.009270081,0.022983072,0.027249426
PRC1-AS1,0.038145405,0.007413339,0,0.007504737,0.002847625
PRCC,0.317900474,0.348482428,0.410637037,0.279899527,0.408208194
PRCD,0.012660827,0.012761726,0.038401679,0.018311728,0.05953289
PRCP,0.541553938,0.35014059,0.841490775,0.455065309,1.253483395
PRDM1,0.012798854,0.024306957,0.007153482,0,0.025879625
PRDM10,0.019017584,0.040698014,0.041028597,0.045458112,0.044486809
PRDM11,0.043780273,0.008121499,0.036913509,0.045615066,0.096394665
PRDM15,0.047752645,0.058341326,0.034389211,0.03034512,0.026873873
PRDM16,0,0.052766178,0.014708202,0.011731034,0.040419447
PRDM2,0.491460567,1.223940582,0.972087354,0.669751989,0.710496108
PRDM4,0.088133142,0.111882729,0.096040308,0.114557452,0.13734899
PRDM5,0.116684894,0.209112058,0.187021695,0.175135764,0.158487149
PRDM6,0,0.011606863,0.003864514,0.009760003,0.013088893
PRDM7,0.007118734,0.033984958,0.002132982,0.015325828,0.001152819
PRDM8,0.013866933,0.097483147,0.088758485,0.036027026,0.20715071
PRDM9,0.005059827,0.019322745,0,0.005250897,0.00415205
PRDX1,2.446134694,1.277233388,1.957706271,7.269493876,7.519982339
PRDX1P1,0,0.005034943,0.004230928,0.002686699,0.006229655
PRDX2,1.539103422,0.967872808,1.029596031,3.545954391,4.751994145
PRDX3,4.285558426,0.462790574,2.536164016,3.334812276,1.897158824
PRDX4,2.987390225,2.326500357,3.452243922,2.71283493,2.705040204
PRDX5,3.1585893,2.336817875,2.464238655,2.733412509,3.622518843
PRDX6,4.351138572,2.66900327,4.74636853,4.155227728,3.741109569
PREB,0.264761828,0.154488064,0.2991736,0.387089769,0.646258924
PRELID1,0.058711937,0.032880098,0.032994012,0.674957908,1.233770396
PRELID1P1,0.006238179,0.019207413,0.001657568,0.002189717,0.000559997
PRELID2,0.08141451,0.02507031,0.043174685,0.097408431,0.057254112
PRELID3A,0.026415878,0.118901723,0.029380165,0.020679388,0.016130522
PRELID3B,0.393600425,0.398532889,0.384755153,0.484089692,0.202996174
PRELP,0.948947379,0.378461995,0.614771499,0.544404609,0.909008673
PREP,0.126197189,0.10339321,0.136029632,0.190001424,0.103300074
PREPL,0.888076108,0.712650249,1.12909293,1.024111125,0.726933193
PREX1,0.037385109,0.024492483,0.004906429,0.035781764,0.016793286
PREX2,0.172082135,0.232898679,0.210000575,0.291888332,0.137580295
PRF1,0,0,0.000872193,0.001298394,0.001386252
PRG4,0.965291304,0,0.005095283,0.008097734,0
PRH1,0.013792798,0.033877693,0.043610197,0.034354338,0.026892692
PRICKLE1,0.046940601,0.165149097,0.081234607,0.196753793,0.095377763
PRICKLE2,0.065736981,0.175473884,0.194244471,0.225950814,0.281513937
