,Ctrl,iNOA_B,iNOA_S,AZFc_Del,KS
KPNA6,0.42803443,0.688570831,0.481267963,0.38809982,0.363792551
KPNB1,1.244687509,1.322117872,1.317789087,1.485370372,1.231351747
KPTN,0.021112514,0.016021631,0.015365417,0.03087724,0.010575705
KRAS,0.329359031,0.640881487,0.418546227,0.465163862,0.387364952
KRBA1,0.013349566,0.022013493,0.01790198,0.022932607,0.034582343
KRBA2,0.010936994,0.024859335,0.01250115,0.012085402,0.011127906
KRBOX1,0.474298327,0.741045226,0.263169615,0.517577052,0.179791708
KRBOX1-AS1,0,0.00326154,0,0.001232377,0.00071729
KRBOX4,0.111832966,0.222134562,0.224430618,0.188806444,0.169841417
KRCC1,0.47287933,0.275512723,0.725959281,0.525185335,0.5149141
KREMEN1,0.125737102,0.230878699,0.235193326,0.350980666,0.266532831
KRI1,0.132828305,0.165791051,0.08272343,0.108766822,0.188909075
KRIT1,0.719828813,1.043299968,0.727659066,0.663421496,0.534722057
KRR1,0.446703472,0.637258255,0.768695491,0.864655287,0.837984544
KRT10,2.288799761,3.072256677,2.340402191,1.979225451,2.880317049
KRT12,0,0.008515086,0,0.005632559,0
KRT13,0.026548105,0.097171657,0.103049788,1.293638884,0.265144348
KRT14,0.240818174,0,0,0,0.000583907
KRT15,0.520943813,0,0,0,0.000546201
KRT16P6,0,0,0.000848926,0,0.005482807
KRT17,1.047035205,6.793561117,0.112569686,0.231406786,0.031831289
KRT17P4,0,0.018822792,0,0.001744287,0.00104881
KRT17P5,0.034639723,0.009784225,0,0.006455215,0.000605653
KRT17P7,0.040624506,0.001815541,0,0.003064179,0.000745334
KRT18,0.959408335,0.012358451,0.013652022,0.117337061,0.015947581
KRT18P55,0,0.024762099,0,0,0.002079892
KRT18P59,0,0.003942516,0.000782228,0,0.001351869
KRT19,2.155956799,0.080092252,0.221675426,0.206200282,0.179840927
KRT19P1,0,0,0,0.006614493,0.005997428
KRT222,0.059225726,0.017170297,0.058106397,0.029073388,0.001785893
KRT23,0.008188729,0,0,0.003230675,0.000344989
KRT24,0.055182543,0.042566304,0.025809601,0.008766473,0.005356253
KRT25,0,0.019003647,0,0.020894688,0.000433434
KRT27,0.027357754,0.021722148,0.012772632,0.014848963,0.000688761
KRT28,0,0.016940818,0.005976052,0.00151497,0
KRT31,0,0,0.003427434,0,0
KRT32,0,0.04927899,0.075867744,0.033183176,0.076125851
KRT35,0,0,0.011066034,0,0
KRT36,0.007073536,0,0.002846138,0.004657271,0.001997395
KRT37,0.037419548,0,0.003276921,0,0.00456469
KRT40,0,0.014478904,0.002503423,0,0
KRT42P,0,0.133678613,0.006279993,0.002390834,0.001626887
KRT5,0.283297647,0,0,0,0
KRT6A,0.038969988,0,0.000935942,0,0
KRT7,0.432891525,0,0,0,0.000137268
KRT74,0,0,0.002069628,0.011619624,0
KRT8,0.432116416,0.008846785,0.00748325,0.046036744,0.006827298
KRT80,0.005164852,0,0.00045151,0,0.000344989
KRT8P12,0.055954761,0.054541274,0.035037248,0.019339974,0.035819982
KRT8P13,0,0,0.025936543,0,0.03808318
KRTAP5-8,0,0,0.002000884,0.005505237,0.000102295
KRTCAP2,0.029839964,0.001871692,0.004434558,0.000881029,0.00643143
KRTCAP3,0.115718623,0.018876368,0.001665244,0.007044525,0.008429523
KRTDAP,0.030377105,0.053659588,0,0.035252193,0.011432371
KSR1,0,0.006998685,0.003176931,0.017222916,0.020710781
KSR2,0.014670506,0.030870863,0.001269752,0.006418746,0.000313435
KTI12,0.113472196,0.049722425,0.087433069,0.10082107,0.164447444
KTN1,4.818426493,6.742481682,2.978136316,3.687417699,2.606420354
KTN1-AS1,0.065666673,0.162256559,0.117422668,0.081568327,0.121078111
KXD1,0.349275036,0.119079339,0.30983626,0.442814876,0.661191291
KY,0,0,0.001914155,0,0.002770585
KYAT1,0.042339639,0.007856883,0.028594683,0.047936941,0.042845407
KYAT3,0.246349993,0.187005788,0.328100222,0.292047758,0.17751127
KYNU,0.028987343,0.020305958,0.017737369,0.023840871,0.012241276
L1CAM,0,0,0.003389726,0.017239726,0
L1TD1,0.268595469,0.769148622,0.027134013,0.164223524,0.009611071
L2HGDH,0.068651493,0.078116448,0.041735597,0.068057138,0.042684285
L3HYPDH,0.120145317,0.065433761,0.188295649,0.156056364,0.237715776
L3MBTL1,0.017085954,0.026649505,0.0203082,0.017281747,0.01677557
L3MBTL2,0.145170401,0.079767088,0.132637714,0.099410984,0.123837041
L3MBTL3,0.079795848,0.256822932,0.202914313,0.224289549,0.18451296
L3MBTL4,0.096930547,0.145116273,0.113173467,0.174282321,0.088980064
L3MBTL4-AS1,0,0,0.002076926,0.004927127,0.000405788
LACC1,0.162977482,0.119734061,0.109431283,0.161720239,0.030418315
LACTB,0.111584673,0.272513758,0.136180383,0.134301759,0.143203935
LACTB2,0.465990824,0.401176961,0.341531916,0.560544961,0.289671576
LACTB2-AS1,0.009443191,0.012486277,0.005889593,0.014096237,0.004058525
LAG3,0.164395166,0.242713587,0.662361019,0.280707543,1.719532819
LAGE3,0.517988709,0.820404622,0.465161525,0.454871054,0.831840243
LAGE3P1,0,0,0,0,0.003026763
LAIR1,0.011148421,0,0.002891346,0.008738946,0.005538393
LALBA,0.014593514,0,0.007216338,0.010175052,0
LAMA1,0.007267548,0.024836758,0.035926583,0.135929655,0.003214334
LAMA2,4.404113549,7.065338941,7.217656963,3.596575196,2.834950053
LAMA3,0.305596947,0.075598161,0.057603805,0.095302597,0.038508901
LAMA4,3.169529034,2.74569243,6.598125317,2.769569271,2.777236417
LAMA5,0.049290437,0.155413288,0.081555819,0.042883653,0.17912895
LAMA5-AS1,0,0,0.000953866,0,0.007241873
LAMB1,1.353139355,2.329817442,1.72649879,1.085716929,0.504024091
LAMB2,0.410589957,0.886207346,1.052429965,0.870087796,2.064564058
LAMB3,0.066279648,0.002219913,0.00842191,0.022623168,0.003136107
LAMC1,1.041997482,0.976031866,1.85202288,1.359296827,1.083432516
LAMC2,0.012932545,0.006484075,0.045618356,0.040419015,0.034801857
LAMC3,0.259949774,0.788931703,1.081888258,0.789510996,1.689470133
LAMP1,1.020453149,0.771455267,0.704610019,1.057031145,1.493388531
LAMP2,2.702761814,1.863614053,3.650342168,3.207304231,2.269638953
LAMP3,0.017315299,0,0.000310849,0.007047907,0.002804128
LAMP5,0.007762408,0.00888516,0.001407108,0.002253054,0.008561783
LAMTOR1,1.600530162,0.951730816,1.515041451,1.046511817,1.820048154
LAMTOR2,1.038267874,1.309794201,0.840042064,0.89005719,0.640837957
LAMTOR3,0.956393297,0.852131833,1.132877567,1.323584722,1.041628923
LAMTOR4,1.643751235,1.911663489,1.809018214,1.798622251,2.269862018
LAMTOR5,2.734159916,3.276204111,2.381493878,2.797944133,2.046161314
LAMTOR5-AS1,0.077407276,0.037681397,0.022382023,0.025526481,0.019619841
LANCL1,0.453624799,0.311326513,0.404636413,0.388766471,0.332254407
LANCL1-AS1,0,0.005427467,0.004401243,0,0
LANCL2,0.238548866,0.185893579,0.243075393,0.166858991,0.189655932
LANCL3,0.027377796,0.055316416,0.001128688,0.010610454,0.001521172
LAP3,0.711233068,0.821659573,0.787640275,0.805572777,0.486487338
LAPTM4A,10.1581387,3.251210667,12.16467673,10.98101512,11.86101175
LAPTM4B,0.795239871,0.632339442,0.952129939,1.405043351,0.465612192
LAPTM5,0,0.001862655,0.016072728,0.063874373,0.033984718
LARGE-AS1,0.031011113,0,0,0.006647569,0.001164139
LARGE1,0.025730717,0.050047395,0.038534186,0.085556443,0.069709117
LARGE2,0.015689736,0.006470482,0.00581854,0.001036781,0.048975304
LARP1,0.630051361,0.855734446,0.823427345,0.69509158,0.75680403
LARP1B,0.321532249,0.267386692,0.252112206,0.217612927,0.29458852
LARP4,0.856622927,0.801139859,0.672086395,0.576160836,0.359165393
LARP4B,0.440376098,0.579615493,0.532657432,0.421255764,0.335476588
LARP4P,0.008596596,0,0.000480675,0,0
LARP6,0.383671654,0.430222795,0.333830791,0.345258905,0.551348353
LARP7,1.587775659,1.9085053,1.652498355,2.533179726,1.996641412
LARS,1.608986918,1.800028547,1.592564097,1.391546506,0.952974513
LARS2,0.112487492,0.105559954,0.097655369,0.121145319,0.075893399
LAS1L,0.303257881,0.240572232,0.247615038,0.350107951,0.287294579
LASP1,0.075562174,0.196291137,0.205884498,0.272674649,0.369335414
LAT2,0,0.010865796,0.006681945,0.008548809,0.00445957
LATS1,0.456792265,0.442095526,0.688065621,0.513625083,0.547649505
LATS2,0.184801788,0.670983067,0.356770779,0.425226992,0.29611757
LAX1,0,0,0.001836305,0.002938963,0
LAYN,0.262501706,1.143038992,1.167442986,0.556443079,1.726903187
LBH,0.448753559,1.390305841,0.252557357,0.838442407,0.939311758
LBHD1,0,0.002763133,0.007150375,0.011599679,0.00672325
LBHD2,0,0.00779953,0.004382579,0.009841768,0.000102295
LBR,0.710379069,1.248505946,1.62265136,0.821998196,1.056894677
LBX1-AS1,0.015524817,0,0,0.007451059,0.002890231
LBX2-AS1,0.031599362,0.011490081,0.002380066,0.008978787,0.002037004
LCA5,0.598313093,0.315829869,0.368327262,0.307371603,0.345122429
LCA5L,0.296015338,0.09158885,0.035008324,0.14684405,0.039109486
LCAT,0.054987858,0.011940377,0.02767544,0.025404715,0.048041115
LCK,0.00696598,0.007945664,0.001222197,0,0.002000459
LCLAT1,0.104527046,0.230998231,0.171054935,0.185210826,0.105393553
LCMT1,0.640345431,0.24229131,0.44895627,0.414168234,0.391483133
LCMT1-AS1,0.02538788,0.013532676,0.006264243,0.004010804,0.000419095
LCMT1-AS2,0,0.004203023,0.001686681,0,0
LCMT2,0.031671466,0.062269328,0.051210511,0.05282247,0.05849956
LCN12,0.09510883,0.052734412,0.07104472,0.06411671,0.087677932
LCN2,1.44192809,0.003926743,0,0,0
LCN6,0.00435111,0.007807133,0.01322019,0.027389481,0.015885373
LCN8,0,0,0.007330656,0,0.001814752
LCNL1,0.025966455,0.08229853,0.072073222,0.03314367,0.079872241
LCOR,0.223628128,0.377612931,0.453509196,0.305632359,0.422790882
LCORL,0.268243119,0.364503667,0.415511759,0.301767891,0.313820551
LCP1,0.165929599,0.233737438,0.072545333,0.286380619,0.026307819
LCP2,0.106904541,0.087956352,0.228168832,0.119581248,0.216383633
LDAH,0.157392227,0.079233915,0.112649385,0.100745582,0.07938435
LDB1,0.077503512,0.148510598,0.101872307,0.100184677,0.231114203
LDB2,0.227272061,0.512241775,0.794686451,0.409902432,0.592447699
LDB3,0.077937458,0.056138246,0.123778375,0.079022236,0.105853256
LDHA,3.457699567,1.48817564,2.762176619,2.692816204,2.679192726
LDHAL6A,0.007459992,0.026170873,0.003907158,0.011917152,0.000853236
LDHAL6B,0.053673927,0.032654866,0,0.026961557,0.009049138
LDHAL6CP,0.023100661,0,0,0.010072627,0.000991715
LDHAP4,0.011863409,0,0.003120069,0,0.001039218
LDHB,5.170209774,3.118826126,5.508742283,5.374257357,5.474514602
LDHBP2,0,0,0.001805675,0,0.006833739
LDHC,0.441622587,0.024124882,0.002472001,0.17351157,0.048164962
LDHD,0.081087182,0.021011963,0.008036743,0.007036262,0.060639375
LDLR,1.388838275,0.57950745,1.313174609,1.041417289,0.505860711
LDLRAD2,0,0,0,0.002600428,0.001882602
LDLRAD3,0.124479398,0.09118535,0.104889009,0.0917924,0.083523094
LDLRAD4,0.095886486,0.146599744,0.096650044,0.121280074,0.138388003
LDLRAP1,0.101067249,0.042071036,0.073699485,0.073414117,0.112411401
LDOC1,0.412224474,0.174547093,0.478006499,0.322947863,0.820587986
LEAP2,0.008408166,0,0.004317674,0.017543472,0.005588392
LECT2,0.024534338,0.005993048,0,0.007817341,0.003701975
LEF1,0.047370488,0.026324957,0.002214322,0.017571856,0.00532927
LEF1-AS1,0.054257736,0.00429298,0,0.002845071,0.002614681
LEFTY1,0,0,0,0.002075116,0.005404084
LEFTY2,0.071809164,0.062459153,0.073849559,0.060498039,0.256986793
LEKR1,0.018728357,0.055439101,0.03969684,0.016509333,0.023061698
LELP1,2.043894077,0,0,0.258544957,0.037064424
LEMD1,0.331920662,0.012566857,0.024634334,0.07241343,0.005114377
LEMD1-AS1,0.034006631,0.022871825,0.077261704,0.079271407,0.058388768
LEMD2,0.088589509,0.119316803,0.078260823,0.076880649,0.175039609
LEMD3,0.11274801,0.294564497,0.193418503,0.216250241,0.246970102
LENG1,0.073077702,0.129125826,0.109980514,0.172969998,0.249149614
LENG8,0.047864455,0.034961954,0.031973296,0.079761606,0.109862488
LENG8-AS1,0.033763126,0.02599679,0.031494905,0.001927845,0.034231612
LENG9,0.009492567,0,0.003547724,0.006629073,0.01388825
LEO1,0.356892922,0.345398967,0.397712218,0.340819454,0.301349468
LEP,0,0.035400246,0,0.000757485,0
LEPR,0.111928064,0.268358985,0.542088098,0.509550687,0.221380038
LEPROT,2.571692447,1.548269025,4.243738057,3.055229284,2.813703758
LEPROTL1,1.361695555,0.559660436,0.572147289,0.910263832,0.389774022
LETM1,0.036728848,0.068553657,0.089140276,0.113614614,0.09970278
LETM2,0.079501343,0.058759156,0.051369192,0.02549724,0.043981098
LETMD1,0.240316955,0.122118736,0.311929248,0.262736069,0.386770417
LFNG,0.013091125,0.005864002,0.022226824,0.025647904,0.026381083
LGALS1,9.545056243,22.42196401,20.00884495,15.56854535,16.15843164
LGALS3,6.75995481,6.225016947,8.057151044,6.854628677,10.74371334
LGALS3BP,2.403737495,0.968616195,4.245926921,2.292655817,5.051888821
LGALS4,0.008542977,0.003053846,0.003249288,0.011804096,0.002007416
LGALS8,0.567623545,0.48677584,0.457486277,1.055568524,0.376245
LGALS8-AS1,0,0,0.001637348,0.00893494,0.003379997
LGALS9,0.028591133,0.014162487,0.049978269,0.023304755,0.030504453
LGALSL,0.098570716,0.229214014,0.185154545,0.173171342,0.173971959
LGI1,0.062663632,0.080916798,0.065469364,0.128611473,0.058780568
LGI2,0,0.013426694,0.007778623,0.016387492,0.051704984
LGI3,0,0.034177981,0.007752447,0.004669515,0.007694115
LGI4,0.05376898,0.02917985,0.1034396,0.09017311,0.342683537
LGMN,0.642940693,0.211063411,0.742628928,0.538873266,0.600624771
LGR4,0.065658856,0.117770839,0.124818861,0.386222063,0.069994284
LGR6,0.012304117,0.009665881,0,0.010138728,0.020914228
LGSN,0,0,0.001425153,0.004059726,0
LHCGR,0.772582878,0.066018197,0.036354052,0.368272538,0.004129514
LHFPL1,0.00752296,0.009689807,0.001593697,0.000999127,0.009201177
LHFPL2,0.166470233,0.164950378,0.515966883,0.398020477,0.466872181
LHFPL3,0,0.023949796,0.001905392,0,0
LHFPL6,0.713036372,0.657036701,1.780575042,1.470971128,1.664946534
LHPP,0.299842514,0.095328821,0.160936691,0.177052445,0.150670554
LHX2,0,0.004798888,0,0,0.002058443
LHX6,0.015375318,0.006757667,0.000571283,0.009597948,0.003755706
LHX9,0.465731436,0.655931234,1.801135856,0.791703966,1.778336631
LIAS,0.264666053,0.176162654,0.234470757,0.195877679,0.209356998
LIFR,0.492675627,0.438135878,1.5932634,0.925384271,0.591007274
LIFR-AS1,0.063387305,0.010445374,0.095423924,0.098749343,0.139180235
LIG1,0.10321491,0.192531266,0.051006392,0.115649287,0.090308148
LIG3,0.243357327,0.362141104,0.239923221,0.270369858,0.176607656
LIG4,0.11078204,0.145100632,0.168679142,0.178926048,0.070071446
LILRA6,0,0,0.001625077,0.00048614,0.000938296
LILRB1,0,0,0.002657717,0.007402955,0.000812929
LILRB2,0,0,0.001800384,0.011302642,0.008025858
LILRB3,0.005545205,0.001394887,0.003773558,0,0
LILRB4,0,0,0.002365299,0.025442465,0.00112994
LILRB5,0,0.009994634,0.003793792,0.015804951,0.007771624
LIMA1,1.913356804,1.770427789,1.428806155,1.130887478,0.841185187
LIMCH1,0.335332563,0.281379467,0.079379,0.147517512,0.041400261
LIMD1,0.023477371,0.05524146,0.048766733,0.074924439,0.053210084
LIMD1-AS1,0,0,0.001669174,0.036289185,0.014316183
LIMD2,0.016310214,0.017872953,0.035911968,0.021838373,0.06221453
LIMK1,0.484043855,0.145722737,0.372791839,0.29144944,0.404712306
LIMK2,0.059331118,0.062712587,0.077590996,0.112794392,0.082137915
LIMS1,0.769916301,0.824214084,1.485984704,1.094831227,1.256589524
LIMS2,0.098034938,0.027043854,0.061976485,0.07250066,0.132571779
LIN28B,0.061850895,0.055758479,0.000709738,0.017182732,0.000479609
LIN28B-AS1,0.023081159,0.001527931,0,0.004374496,0.001736694
LIN52,0.068150183,0.102010755,0.19202143,0.179842898,0.207399359
LIN54,0.063898228,0.086383573,0.133873979,0.106878081,0.087926722
LIN7A,0.045985191,0.062868606,0.177682321,0.10293634,0.17785445
LIN7B,0.145204058,0.184911635,0.054037406,0.12440377,0.112085664
LIN7C,0.401626866,0.984164858,0.792888629,0.800486224,0.404999306
LIN9,0.271162093,0.18329144,0.114269684,0.155740592,0.116565995
LINC-PINT,0.097262682,0.18844805,0.157852878,0.059435117,0.107855235
LINC00028,0,0.021415373,0.018206755,0.026873821,0.028754656
LINC00029,0,0.010102868,0,0.006800173,0.000788732
LINC00052,0.003703506,0,0,0.010669475,0
LINC00092,0.025558277,0.108281419,0.078456997,0.074726933,0.118235127
LINC00106,0,0.00159395,0.002314467,0.001801568,0.000683453
LINC00113,0.037663064,0,0,0.004026146,0.000335004
LINC00115,0.021129894,0.004611975,0.007688147,0.007662387,0.021689748
LINC00158,0.025977534,0.005225315,0,0.010352922,0.002059142
LINC00167,0.009640042,0.007504108,0.004556991,0.004130439,0.001764355
LINC00173,0.011206433,0.003492839,0.006875651,0.002477922,0.011364515
LINC00174,0.068294699,0.077573143,0.065196217,0.084578654,0.072677514
LINC00200,0.00696598,0.009513129,0,0,0.000235139
LINC00205,0.244341937,0.478485365,0.35510005,0.288749044,0.44435812
LINC00221,0.006982283,0.015311532,0,0.01220091,0.006197886
LINC00226,0.154271412,0.009925383,0,0.031899313,0.003919195
LINC00235,0,0.007302255,0.000547329,0.002081616,0.005826934
LINC00240,0.048398036,0.027811507,0.00557909,0.017818756,0.004830194
LINC00242,0.022670671,0.003531373,0.029006155,0.004915787,0.013043998
LINC00243,0.016669072,0.031332362,0.005907437,0.026379477,0.011236955
LINC00254,0.030587788,0,0,0.003156715,0.001701737
LINC00265,0.012798854,0.017175026,0.01186337,0.005698795,0.008761109
LINC00271,0.051658719,0.064132476,0.037670144,0.036417718,0.048111656
LINC00278,0.011463895,0.009983261,0.010209697,0.012409283,0.002758311
LINC00293,0.044063025,0,0,0.003056961,0.000305804
LINC00294,0.09102643,0.062395719,0.098315913,0.099032694,0.086558611
LINC00301,0.122839605,0,0,0.089587334,0.014832432
LINC00303,0,0,0.001286077,0,0.001396069
LINC00309,0,0.013573236,0.004971844,0,0.005486693
LINC00310,0,0.015661339,0.004286484,0.012818869,0.006504016
LINC00323,0.01040756,0.019005927,0.010902703,0.007345497,0.002843397
LINC00324,0.027707758,0.013195498,0.043467246,0.036291466,0.042592525
LINC00326,0,0,0,0.005322525,0.000895714
LINC00327,0,0.018332733,0.007869216,0.022915161,0.009380814
LINC00334,0,0.004055742,0.004812247,0.006002383,0
LINC00337,0.010681979,0.011024651,0,0.000843522,0.000744094
LINC00339,0.099375426,0.034143011,0.116468413,0.055588186,0.169056044
LINC00342,0.009504437,0.032801606,0.012287009,0.06634828,0.011111835
LINC00343,0.020271474,0.005318356,0,0.0035562,0.002314747
LINC00345,0,0.008517765,0.005502417,0.010245616,0.004601575
LINC00346,0.003536768,0.185258147,0.169079724,0.080961867,0.232550248
LINC00347,0.053765248,0,0,0,0.001081668
LINC00348,0.018018386,0.007903475,0,0.017349195,0.000762205
LINC00368,0,0,0,0.008512206,0.000689735
LINC00392,0.023359376,0.009445816,0,0.005916772,0.000828544
LINC00423,0,0,0.003598477,0,0
LINC00441,0.005026106,0.005287984,0.004213527,0.003566614,0.008627204
LINC00446,0,0,0,0.00518996,0.001438621
LINC00449,0,0,0.001739507,0.009141994,0.000810044
LINC00452,0.012822235,0,0,0.004235816,0.000819699
LINC00454,0.018061419,0.002233838,0,0.005923474,0.002374451
LINC00466,0.043949607,0.001341727,0,0.005510508,0.000336771
LINC00467,1.440335611,0.735844403,0.222665406,0.548781158,0.182457343
LINC00470,0.02392339,0.029998091,0.00167646,0.00770344,0.001665079
LINC00471,0.034604878,0.076706553,0.026645887,0.027657042,0.039736754
LINC00472,0,0.008833426,0.010934627,0.002297182,0.014849997
LINC00473,0.013810134,0.005364577,0.005028512,0.008239343,0.000152663
LINC00475,0.013690743,0.02740366,0.029646168,0.044752488,0.133024345
LINC00476,0.174375444,0.292801395,0.234009509,0.240038819,0.381375687
LINC00484,0.020128774,0.116103744,0.133193876,0.090488027,0.091473759
LINC00484-2,0,0,0.012210388,0.010063188,0.016898635
LINC00485,0.06359954,0.098582682,0.439568501,0.085403352,0.042644939
LINC00491,0,0.010362233,0,0,0.00033313
LINC00494,0.046201323,0,0.004185235,0,0.000689735
LINC00498,0,0,0.003709793,0,0
LINC00501,0,0.013515261,0,0,0.000411552
LINC00504,0,0.019176881,0.000935589,0,0.003261475
LINC00506,0,0.001718178,0.013213652,0.015403184,0.01875174
LINC00511,0.021236914,0,0.012443613,0.053722954,0.001271757
LINC00513,0,0.009585642,0.005654608,0.004409716,0.001096541
LINC00519,0,0.001264063,0.003172878,0.023819367,0.007844625
LINC00524,0.004897063,0,0.001504493,0.005675239,0
LINC00526,0.013337532,0.004869387,0.048392644,0.059166384,0.087447537
LINC00533,0.019759709,0,0.001090409,0,0.000613403
LINC00535,0.061772367,0.016071914,0.00577589,0.008888643,0.003999229
LINC00540,0.004897063,0.006728633,0,0.005706981,0.000329121
LINC00543,0.003536768,0,0.001628495,0.001870592,0
LINC00561,0,0.041770283,0.009308389,0,0
LINC00567,0.021972034,0.00405042,0,0.001964212,0.001018474
