id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,LCs_a|LCs_a,LCs_a|LCs_b,LCs_a|LCs_c,LCs_a|STs,LCs_b|LCs_a,LCs_b|LCs_b,LCs_b|LCs_c,LCs_b|STs,LCs_c|LCs_a,LCs_c|LCs_b,LCs_c|LCs_c,LCs_c|STs,STs|LCs_a,STs|LCs_b,STs|LCs_c,STs|STs
CPI-CC0D63909E5,GABA_byGAD1_and_SLC6A1_GABA-A_伪6尾3未_complex,complex:GABA_byGAD1_and_SLC6A1,complex:GABA-A_伪6尾3未_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC01760A2E5,GABA_byGAD1_and_SLC6A11_GABA-A_伪6尾3未_complex,complex:GABA_byGAD1_and_SLC6A11,complex:GABA-A_伪6尾3未_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0F7DECCAB,GABA_byGAD1_and_SLC6A12_GABA-A_伪6尾3未_complex,complex:GABA_byGAD1_and_SLC6A12,complex:GABA-A_伪6尾3未_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0633FFCDF,GABA_byGAD1_and_SLC6A6_GABA-A_伪6尾3未_complex,complex:GABA_byGAD1_and_SLC6A6,complex:GABA-A_伪6尾3未_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0C60D1255,GABA_byGAD1_and_SLC6A8_GABA-A_伪6尾3未_complex,complex:GABA_byGAD1_and_SLC6A8,complex:GABA-A_伪6尾3未_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC02E57A771,GABA_byGAD2_and_SLC6A1_GABA-A_伪6尾3未_complex,complex:GABA_byGAD2_and_SLC6A1,complex:GABA-A_伪6尾3未_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0DB01DFB5,GABA_byGAD2_and_SLC6A11_GABA-A_伪6尾3未_complex,complex:GABA_byGAD2_and_SLC6A11,complex:GABA-A_伪6尾3未_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0841797A6,NRXN3_CLSTN3,simple:Q9HDB5,simple:Q9BQT9,ENSG00000021645,ENSG00000139182,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0193D81E1,NRXN2_DAG1,simple:P58401,simple:Q14118,ENSG00000110076,ENSG00000173402,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS05ACAFBD2,NRXN3_DAG1,simple:Q9HDB5,simple:Q14118,ENSG00000021645,ENSG00000173402,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS078CDAFB1,NRXN1_LRRTM1,simple:Q9ULB1,simple:Q86UE6,ENSG00000179915,ENSG00000162951,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS00290FA70,NRXN2_LRRTM1,simple:P58401,simple:Q86UE6,ENSG00000110076,ENSG00000162951,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0CED4AFF9,NRXN3_LRRTM1,simple:Q9HDB5,simple:Q86UE6,ENSG00000021645,ENSG00000162951,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS066948C65,NRXN1_LRRTM2,simple:Q9ULB1,simple:O43300,ENSG00000179915,ENSG00000146006,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS00A7733FA,NRXN2_CLSTN1,simple:P58401,simple:O94985,ENSG00000110076,ENSG00000171603,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS01A3AC839,NRXN3_CLSTN1,simple:Q9HDB5,simple:O94985,ENSG00000021645,ENSG00000171603,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS08D228541,NRXN2_CLSTN2,simple:P58401,simple:Q9H4D0,ENSG00000110076,ENSG00000158258,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS07A1648FA,NRXN3_CLSTN2,simple:Q9HDB5,simple:Q9H4D0,ENSG00000021645,ENSG00000158258,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS070231C73,NRXN2_CLSTN3,simple:P58401,simple:Q9BQT9,ENSG00000110076,ENSG00000139182,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS04FD52559,TENM3_ADGRL1,simple:Q9P273,simple:O94910,ENSG00000218336,ENSG00000072071,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0EC12EAD9,TENM4_ADGRL1,simple:Q6N022,simple:O94910,ENSG00000149256,ENSG00000072071,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0B24464AF,TENM4_FLRT3_complex_ADGRL1,complex:TENM4_FLRT3_complex,simple:O94910,,ENSG00000072071,FALSE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0EA023E51,TENM3_ADGRL3,simple:Q9P273,simple:Q9HAR2,ENSG00000218336,ENSG00000150471,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS01F00A48A,TENM4_ADGRL3,simple:Q6N022,simple:Q9HAR2,ENSG00000149256,ENSG00000150471,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D62B1695,TENM3_FLRT3_complex_ADGRL3,complex:TENM3_FLRT3_complex,simple:Q9HAR2,,ENSG00000150471,FALSE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0F4EF9618,RTN4R_ADGRB1,simple:Q9BZR6,simple:O14514,ENSG00000040608,ENSG00000181790,FALSE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0661098EC,integrin_aVb5_complex_ADGRB1,complex:integrin_aVb5_complex,simple:O14514,,ENSG00000181790,FALSE,FALSE,TRUE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SS01080B145,TAX1BP3_ADGRB2,simple:O14907,simple:O60241,ENSG00000213977,ENSG00000121753,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS035DE17DA,C1QL4_ADGRB3,simple:Q86Z23,simple:O60242,ENSG00000186897,ENSG00000135298,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS008E98D3E,FLRT2_ADGRL1,simple:O43155,simple:O94910,ENSG00000185070,ENSG00000072071,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS019D9440E,NRXN1_ADGRL1,simple:Q9ULB1,simple:O94910,ENSG00000179915,ENSG00000072071,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0B0B67CA2,NRXN2_ADGRL1,simple:P58401,simple:O94910,ENSG00000110076,ENSG00000072071,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS05E4F3F47,NRXN3_ADGRL1,simple:Q9HDB5,simple:O94910,ENSG00000021645,ENSG00000072071,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0BCAA5227,Adenosine_byNT5E_and_SLC29A2_ADORA1,complex:Adenosine_byNT5E_and_SLC29A2,simple:P30542,,ENSG00000163485,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0517F9783,Adenosine_byNT5E_and_SLC29A3_ADORA1,complex:Adenosine_byNT5E_and_SLC29A3,simple:P30542,,ENSG00000163485,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0521FD886,Adenosine_byNT5E_and_SLC29A4_ADORA1,complex:Adenosine_byNT5E_and_SLC29A4,simple:P30542,,ENSG00000163485,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS05357F38C,Adenosine_byNT5E_and_SLC29A1_ADORA2B,complex:Adenosine_byNT5E_and_SLC29A1,simple:P29275,,ENSG00000170425,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS016DD08B8,Adenosine_byNT5E_and_SLC29A2_ADORA2B,complex:Adenosine_byNT5E_and_SLC29A2,simple:P29275,,ENSG00000170425,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D17EA793,Adenosine_byNT5E_and_SLC29A3_ADORA2B,complex:Adenosine_byNT5E_and_SLC29A3,simple:P29275,,ENSG00000170425,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0985F2C10,Adenosine_byNT5E_and_SLC29A4_ADORA2B,complex:Adenosine_byNT5E_and_SLC29A4,simple:P29275,,ENSG00000170425,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS05C93E620,NRXN2_NLGN4X,simple:P58401,simple:Q8N0W4,ENSG00000110076,ENSG00000146938,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS03A2BABA1,NRXN3_NLGN4X,simple:Q9HDB5,simple:Q8N0W4,ENSG00000021645,ENSG00000146938,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS044209A7B,NRXN1_NLGN4Y,simple:Q9ULB1,simple:Q8NFZ3,ENSG00000179915,ENSG00000165246,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS01FCBC731,NRXN2_NLGN4Y,simple:P58401,simple:Q8NFZ3,ENSG00000110076,ENSG00000165246,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS02D8F844E,NRXN3_NLGN4Y,simple:Q9HDB5,simple:Q8NFZ3,ENSG00000021645,ENSG00000165246,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS075F456AF,TENM3_ADGRL2,simple:Q9P273,simple:O95490,ENSG00000218336,ENSG00000117114,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0FD44484F,TENM4_ADGRL2,simple:Q6N022,simple:O95490,ENSG00000149256,ENSG00000117114,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS08BFFB96E,FLRT3_ADGRL2,simple:Q9NZU0,simple:O95490,ENSG00000125848,ENSG00000117114,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0C7624AC5,NRXN1_NLGN2,simple:Q9ULB1,simple:Q8NFZ4,ENSG00000179915,ENSG00000169992,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS01CD44B65,NRXN2_NLGN2,simple:P58401,simple:Q8NFZ4,ENSG00000110076,ENSG00000169992,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0E46B92C2,NRXN3_NLGN2,simple:Q9HDB5,simple:Q8NFZ4,ENSG00000021645,ENSG00000169992,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0219D56DD,NRXN2_NLGN3,simple:P58401,simple:Q9NZ94,ENSG00000110076,ENSG00000196338,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS04FC7ADAB,NRXN3_NLGN3,simple:Q9HDB5,simple:Q9NZ94,ENSG00000021645,ENSG00000196338,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0487E8E7C,NRXN1_NLGN4X,simple:Q9ULB1,simple:Q8N0W4,ENSG00000179915,ENSG00000146938,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS069FF2349,NRXN2_LRRTM2,simple:P58401,simple:O43300,ENSG00000110076,ENSG00000146006,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0E980F38F,NRXN3_LRRTM2,simple:Q9HDB5,simple:O43300,ENSG00000021645,ENSG00000146006,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0668FAE44,NRXN2_LRRTM3,simple:P58401,simple:Q86VH5,ENSG00000110076,ENSG00000198739,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS025BC51B2,NRXN3_LRRTM3,simple:Q9HDB5,simple:Q86VH5,ENSG00000021645,ENSG00000198739,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS02FCA14EE,NRXN2_NLGN1,simple:P58401,simple:Q8N2Q7,ENSG00000110076,ENSG00000169760,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0291172CA,NRXN3_NLGN1,simple:Q9HDB5,simple:Q8N2Q7,ENSG00000021645,ENSG00000169760,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS03487854B,Glutamate_byGLS_and_SLC1A2_GRIA1,complex:Glutamate_byGLS_and_SLC1A2,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0FC6DD1EA,Glutamate_byGLS_and_SLC1A3_GRIA1,complex:Glutamate_byGLS_and_SLC1A3,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0AC140137,Glutamate_byGLS_and_SLC1A6_GRIA1,complex:Glutamate_byGLS_and_SLC1A6,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D1727332,Glutamate_byGLS2_and_SLC17A7_GRIA1,complex:Glutamate_byGLS2_and_SLC17A7,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0B9399ADE,Glutamate_byGLS2_and_SLC17A8_GRIA1,complex:Glutamate_byGLS2_and_SLC17A8,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0933776AC,Glutamate_byGLS2_and_SLC1A1_GRIA1,complex:Glutamate_byGLS2_and_SLC1A1,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS084C627C7,Glutamate_byGLS2_and_SLC1A2_GRIA1,complex:Glutamate_byGLS2_and_SLC1A2,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS02435169C,Glutamate_byGLS2_and_SLC1A3_GRIA1,complex:Glutamate_byGLS2_and_SLC1A3,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS056AA08CF,EDN2_EDNRA,simple:P20800,simple:P25101,ENSG00000127129,ENSG00000151617,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS03D5CBF55,EDN3_EDNRA,simple:P14138,simple:P25101,ENSG00000124205,ENSG00000151617,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09B92F236,EDN1_EDNRB,simple:P05305,simple:P24530,ENSG00000078401,ENSG00000136160,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0CA5B3B8E,EDN2_EDNRB,simple:P20800,simple:P24530,ENSG00000127129,ENSG00000136160,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0696491A3,EDN3_EDNRB,simple:P14138,simple:P24530,ENSG00000124205,ENSG00000136160,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS05A9AB39B,Glutamate_byGLS_and_SLC17A7_GRIA1,complex:Glutamate_byGLS_and_SLC17A7,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS060E6DE65,Glutamate_byGLS_and_SLC17A8_GRIA1,complex:Glutamate_byGLS_and_SLC17A8,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D5D712A6,Glutamate_byGLS_and_SLC1A1_GRIA1,complex:Glutamate_byGLS_and_SLC1A1,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0F5FC7262,GJA3_GJA5,simple:Q9Y6H8,simple:P36382,ENSG00000121743,ENSG00000265107,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0C4261737,GJC1_GJA1,simple:P36383,simple:P17302,ENSG00000182963,ENSG00000152661,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS08658BB16,GJA3_GJA1,simple:Q9Y6H8,simple:P17302,ENSG00000121743,ENSG00000152661,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0CEFF4625,GJC1_GJC1,simple:P36383,simple:P36383,ENSG00000182963,ENSG00000182963,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS062D2530F,GJA3_GJC1,simple:Q9Y6H8,simple:P36383,ENSG00000121743,ENSG00000182963,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS00457EB1A,GJA3_GJA3,simple:Q9Y6H8,simple:Q9Y6H8,ENSG00000121743,ENSG00000121743,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS07905F8F4,Adenosine_byNT5E_and_SLC29A1_ADORA3,complex:Adenosine_byNT5E_and_SLC29A1,simple:P0DMS8,,ENSG00000282608,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS04EFAFF1F,Adenosine_byNT5E_and_SLC29A2_ADORA3,complex:Adenosine_byNT5E_and_SLC29A2,simple:P0DMS8,,ENSG00000282608,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS08D35C881,Adenosine_byNT5E_and_SLC29A3_ADORA3,complex:Adenosine_byNT5E_and_SLC29A3,simple:P0DMS8,,ENSG00000282608,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0F953F172,Adenosine_byNT5E_and_SLC29A4_ADORA3,complex:Adenosine_byNT5E_and_SLC29A4,simple:P0DMS8,,ENSG00000282608,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09491FBF4,DAG1_CELSR3,simple:Q14118,simple:Q9NYQ7,ENSG00000173402,ENSG00000008300,TRUE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0ACFA4F22,GJA5_GJA5,simple:P36382,simple:P36382,ENSG00000265107,ENSG00000265107,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS024F36886,GJA1_GJA5,simple:P17302,simple:P36382,ENSG00000152661,ENSG00000265107,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0E7883ADC,GJC1_GJA5,simple:P36383,simple:P36382,ENSG00000182963,ENSG00000265107,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0F46608E1,Glutamate_byGLS2_and_SLC1A6_GRIA3,complex:Glutamate_byGLS2_and_SLC1A6,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0AB7504CD,Glutamate_byGLS_and_SLC17A7_GRIA4,complex:Glutamate_byGLS_and_SLC17A7,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS01E787EA3,Glutamate_byGLS_and_SLC17A8_GRIA4,complex:Glutamate_byGLS_and_SLC17A8,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0C53F30BC,Glutamate_byGLS_and_SLC1A1_GRIA4,complex:Glutamate_byGLS_and_SLC1A1,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS056114BA1,Glutamate_byGLS_and_SLC1A2_GRIA4,complex:Glutamate_byGLS_and_SLC1A2,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS04BFC66DA,Glutamate_byGLS_and_SLC1A3_GRIA4,complex:Glutamate_byGLS_and_SLC1A3,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0BCE841D5,Glutamate_byGLS_and_SLC1A6_GRIA4,complex:Glutamate_byGLS_and_SLC1A6,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS08AE2D9A9,Glutamate_byGLS2_and_SLC17A7_GRIA4,complex:Glutamate_byGLS2_and_SLC17A7,simple:P48058,,ENSG00000152578,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS07BBA568D,Glutamate_byGLS_and_SLC1A2_GRIA3,complex:Glutamate_byGLS_and_SLC1A2,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0692512DE,Glutamate_byGLS_and_SLC1A3_GRIA3,complex:Glutamate_byGLS_and_SLC1A3,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS068F11B5E,Glutamate_byGLS_and_SLC1A6_GRIA3,complex:Glutamate_byGLS_and_SLC1A6,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0FBD9A478,Glutamate_byGLS2_and_SLC17A7_GRIA3,complex:Glutamate_byGLS2_and_SLC17A7,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS071E7684F,Glutamate_byGLS2_and_SLC17A8_GRIA3,complex:Glutamate_byGLS2_and_SLC17A8,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0899E9304,Glutamate_byGLS2_and_SLC1A1_GRIA3,complex:Glutamate_byGLS2_and_SLC1A1,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0B607E7E2,Glutamate_byGLS2_and_SLC1A2_GRIA3,complex:Glutamate_byGLS2_and_SLC1A2,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS008389A89,Glutamate_byGLS2_and_SLC1A3_GRIA3,complex:Glutamate_byGLS2_and_SLC1A3,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS037E61225,Glutamate_byGLS2_and_SLC17A8_GRIA2,complex:Glutamate_byGLS2_and_SLC17A8,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0E5DBD27E,Glutamate_byGLS2_and_SLC1A1_GRIA2,complex:Glutamate_byGLS2_and_SLC1A1,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS07040A8BB,Glutamate_byGLS2_and_SLC1A2_GRIA2,complex:Glutamate_byGLS2_and_SLC1A2,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D028DAA4,Glutamate_byGLS2_and_SLC1A3_GRIA2,complex:Glutamate_byGLS2_and_SLC1A3,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS096A4BF1B,Glutamate_byGLS2_and_SLC1A6_GRIA2,complex:Glutamate_byGLS2_and_SLC1A6,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS09715A1FF,Glutamate_byGLS_and_SLC17A7_GRIA3,complex:Glutamate_byGLS_and_SLC17A7,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0CC66DA88,Glutamate_byGLS_and_SLC17A8_GRIA3,complex:Glutamate_byGLS_and_SLC17A8,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0921FDCC0,Glutamate_byGLS_and_SLC1A1_GRIA3,complex:Glutamate_byGLS_and_SLC1A1,simple:P42263,,ENSG00000125675,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0C04EA74D,Glutamate_byGLS2_and_SLC1A6_GRIA1,complex:Glutamate_byGLS2_and_SLC1A6,simple:P42261,,ENSG00000155511,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS00CF3D781,Glutamate_byGLS_and_SLC17A7_GRIA2,complex:Glutamate_byGLS_and_SLC17A7,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A7A0DFA4,Glutamate_byGLS_and_SLC17A8_GRIA2,complex:Glutamate_byGLS_and_SLC17A8,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D893EB03,Glutamate_byGLS_and_SLC1A1_GRIA2,complex:Glutamate_byGLS_and_SLC1A1,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS00BBBEE62,Glutamate_byGLS_and_SLC1A2_GRIA2,complex:Glutamate_byGLS_and_SLC1A2,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0E765613E,Glutamate_byGLS_and_SLC1A3_GRIA2,complex:Glutamate_byGLS_and_SLC1A3,simple:P42262,,ENSG00000120251,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
