id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,LCs_a|LCs_a,LCs_a|LCs_b,LCs_a|LCs_c,LCs_a|STs,LCs_b|LCs_a,LCs_b|LCs_b,LCs_b|LCs_c,LCs_b|STs,LCs_c|LCs_a,LCs_c|LCs_b,LCs_c|LCs_c,LCs_c|STs,STs|LCs_a,STs|LCs_b,STs|LCs_c,STs|STs
CPI-CC0CB231C91,Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS_and_SLC1A3,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0E5CBF38E,Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS_and_SLC1A6,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC032B985F7,Glutamate_byGLS2_and_SLC17A7_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS2_and_SLC17A7,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC08537FF5B,Glutamate_byGLS2_and_SLC17A8_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS2_and_SLC17A8,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0E8B3C37F,Glutamate_byGLS2_and_SLC1A1_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS2_and_SLC1A1,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0E3F34DEF,Glutamate_byGLS2_and_SLC1A2_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS2_and_SLC1A2,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC00605BE5F,Glutamate_byGLS2_and_SLC1A3_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS2_and_SLC1A3,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0D4DB34E9,Glutamate_byGLS2_and_SLC17A8_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS2_and_SLC17A8,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC086C2B918,Glutamate_byGLS2_and_SLC1A1_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS2_and_SLC1A1,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0B810B839,Glutamate_byGLS2_and_SLC1A2_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS2_and_SLC1A2,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0B415175C,Glutamate_byGLS2_and_SLC1A3_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS2_and_SLC1A3,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0FF085B8B,Glutamate_byGLS2_and_SLC1A6_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS2_and_SLC1A6,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC093B33AB4,Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS_and_SLC17A7,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC04069CB35,Glutamate_byGLS_and_SLC17A8_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS_and_SLC17A8,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0699D36D3,Glutamate_byGLS_and_SLC1A1_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS_and_SLC1A1,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0C4BEF4C8,Glutamate_byGLS2_and_SLC1A6_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS2_and_SLC1A6,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC04062A92F,Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS_and_SLC17A7,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC01ABAB207,Glutamate_byGLS_and_SLC17A8_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS_and_SLC17A8,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0EAD8AFBF,Glutamate_byGLS_and_SLC1A1_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS_and_SLC1A1,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC033AC2E73,Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS_and_SLC1A2,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0E60351FF,Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS_and_SLC1A3,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0DB5AB2C4,Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS_and_SLC1A6,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC08CAFBA94,Glutamate_byGLS2_and_SLC17A7_Glutamate_Kainate_2_5_complex,complex:Glutamate_byGLS2_and_SLC17A7,complex:Glutamate_Kainate_2_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0C78F642C,Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS_and_SLC1A2,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC02BF19DCF,Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS_and_SLC1A3,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC096C28605,Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS_and_SLC1A6,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0145A96BC,Glutamate_byGLS2_and_SLC17A7_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS2_and_SLC17A7,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0212DA3AE,Glutamate_byGLS2_and_SLC17A8_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS2_and_SLC17A8,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC08EE84AE8,Glutamate_byGLS2_and_SLC1A1_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS2_and_SLC1A1,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0DC1D35A7,Glutamate_byGLS2_and_SLC1A2_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS2_and_SLC1A2,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0A8308C2C,Glutamate_byGLS2_and_SLC1A3_Glutamate_Kainate_1_5_complex,complex:Glutamate_byGLS2_and_SLC1A3,complex:Glutamate_Kainate_1_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC063D5B0A1,BMP7_ACVR_1A2A_receptor,simple:P18075,complex:ACVR_1A2A_receptor,ENSG00000101144,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC06FA9E664,INHA_ACVR_1A2A_receptor,simple:P05111,complex:ACVR_1A2A_receptor,ENSG00000123999,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC07611BF54,Inhibin_ligand_A_ACVR_1A2A_receptor,complex:Inhibin_ligand_A,complex:ACVR_1A2A_receptor,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0AD71E0D3,Inhibin_ligand_B_ACVR_1A2A_receptor,complex:Inhibin_ligand_B,complex:ACVR_1A2A_receptor,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC028D7588F,Activin_ligand_ab_ACVR_1A2B_receptor,complex:Activin_ligand_ab,complex:ACVR_1A2B_receptor,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0A9057425,BMP7_ACVR_1A2B_receptor,simple:P18075,complex:ACVR_1A2B_receptor,ENSG00000101144,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D868E29E,INHA_ACVR_1A2B_receptor,simple:P05111,complex:ACVR_1A2B_receptor,ENSG00000123999,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC07323E253,Inhibin_ligand_A_ACVR_1A2B_receptor,complex:Inhibin_ligand_A,complex:ACVR_1A2B_receptor,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS012E7C8B8,PI16_TNFRSF21,simple:Q6UXB8,simple:O75509,ENSG00000164530,ENSG00000146072,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0CB6F5575,APP_PLXNA4,simple:P05067,simple:Q9HCM2,ENSG00000142192,ENSG00000221866,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0DF830287,APLP2_PLXNA4,simple:Q06481,simple:Q9HCM2,ENSG00000084234,ENSG00000221866,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS079728E8B,ENTPD1_ADORA2B,simple:P49961,simple:P29275,ENSG00000138185,ENSG00000170425,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0FF6CFDCA,ENTPD1_ADORA3,simple:P49961,simple:P0DMS8,ENSG00000138185,ENSG00000282608,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0AFC21177,Activin_ligand_ab_ACVR_1A2A_receptor,complex:Activin_ligand_ab,complex:ACVR_1A2A_receptor,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS030BB46BB,ANXA1_FPR2,simple:P04083,simple:P25090,ENSG00000135046,ENSG00000171049,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS057DF25C1,MT-RNR2_FPR2,simple:Q8IVG9,simple:P25090,ENSG00000210082,ENSG00000171049,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0C94B5884,LipoxinA4_byALOX12_FPR2,complex:LipoxinA4_byALOX12,simple:P25090,,ENSG00000171049,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0FC36F030,LipoxinA4_byALOX5_FPR2,complex:LipoxinA4_byALOX5,simple:P25090,,ENSG00000171049,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS05F45873A,SAA1_FPR2,simple:P0DJI8,simple:P25090,ENSG00000173432,ENSG00000171049,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS06190D4BE,TAFA5_FPR2,simple:Q7Z5A7,simple:P25090,ENSG00000219438,ENSG00000171049,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS097A84265,APP_TNFRSF21,simple:P05067,simple:O75509,ENSG00000142192,ENSG00000146072,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0567FF312,Glutamate_byGLS2_and_SLC1A6_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS2_and_SLC1A6,complex:Glutamate_Kainate_3_5_complex,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS047D9C0D7,LeukotrieneB4_byLTA4H_LTB4R,complex:LeukotrieneB4_byLTA4H,simple:Q15722,,ENSG00000213903,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS08D535BCF,22Hydroxycholesterol_byCYP11A1_NR1H4,complex:22Hydroxycholesterol_byCYP11A1,simple:Q96RI1,,ENSG00000012504,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS019C00E02,Androsterone_byHSD17B6_NR1H4,complex:Androsterone_byHSD17B6,simple:Q96RI1,,ENSG00000012504,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS007D418BE,2arachidonoylglycerol_byDAGLB_CNR1,complex:2arachidonoylglycerol_byDAGLB,simple:P21554,,ENSG00000118432,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS01F7D06F1,2arachidonoylglycerol_byDAGLB_GPR55,complex:2arachidonoylglycerol_byDAGLB,simple:Q9Y2T6,,ENSG00000135898,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS072C12EF4,5alphaDihydroprogesterone_byDHRS9_PGR,complex:5alphaDihydroprogesterone_byDHRS9,simple:P06401,,ENSG00000082175,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0F66EA6BE,APP_FPR2,simple:P05067,simple:P25090,ENSG00000142192,ENSG00000171049,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C8B7BCBB,COL11A1_integrin_a2b1_complex,simple:P12107,complex:integrin_a2b1_complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D3C12C3F,COL11A2_integrin_a2b1_complex,simple:P13942,complex:integrin_a2b1_complex,ENSG00000204248,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B86B7CED,COL12A1_integrin_a2b1_complex,simple:Q99715,complex:integrin_a2b1_complex,ENSG00000111799,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0CCCF9A7F,COL14A1_integrin_a2b1_complex,simple:Q05707,complex:integrin_a2b1_complex,ENSG00000187955,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0E85E1FB0,COL15A1_integrin_a2b1_complex,simple:P39059,complex:integrin_a2b1_complex,ENSG00000204291,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0956F4A31,COL16A1_integrin_a2b1_complex,simple:Q07092,complex:integrin_a2b1_complex,ENSG00000084636,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC06EEEC092,COL17A1_integrin_a2b1_complex,simple:Q9UMD9,complex:integrin_a2b1_complex,ENSG00000065618,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC04BD52124,COL18A1_integrin_a2b1_complex,simple:P39060,complex:integrin_a2b1_complex,ENSG00000182871,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC00D0AFED0,COL6A6_integrin_a2b1_complex,simple:A6NMZ7,complex:integrin_a2b1_complex,ENSG00000206384,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC05640277E,COL7A1_integrin_a2b1_complex,simple:Q02388,complex:integrin_a2b1_complex,ENSG00000114270,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B3564B15,COL8A1_integrin_a2b1_complex,simple:P27658,complex:integrin_a2b1_complex,ENSG00000144810,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0F94B7D8F,COL8A2_integrin_a2b1_complex,simple:P25067,complex:integrin_a2b1_complex,ENSG00000171812,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC00065C95C,COL9A1_integrin_a2b1_complex,simple:P20849,complex:integrin_a2b1_complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0A916E0E2,COL9A2_integrin_a2b1_complex,simple:Q14055,complex:integrin_a2b1_complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0BB68FB34,COL9A3_integrin_a2b1_complex,simple:Q14050,complex:integrin_a2b1_complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B5CEA47D,COL10A1_integrin_a2b1_complex,simple:Q03692,complex:integrin_a2b1_complex,ENSG00000123500,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FDD31EAB,COL4A6_integrin_a2b1_complex,simple:Q14031,complex:integrin_a2b1_complex,ENSG00000197565,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0681DB40E,COL5A1_integrin_a2b1_complex,simple:P20908,complex:integrin_a2b1_complex,ENSG00000130635,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0345262E7,COL5A2_integrin_a2b1_complex,simple:P05997,complex:integrin_a2b1_complex,ENSG00000204262,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D5418330,COL5A3_integrin_a2b1_complex,simple:P25940,complex:integrin_a2b1_complex,ENSG00000080573,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0CCB0D955,COL6A1_integrin_a2b1_complex,simple:P12109,complex:integrin_a2b1_complex,ENSG00000142156,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC01A5C5096,COL6A2_integrin_a2b1_complex,simple:P12110,complex:integrin_a2b1_complex,ENSG00000142173,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC084C79E20,COL6A3_integrin_a2b1_complex,simple:P12111,complex:integrin_a2b1_complex,ENSG00000163359,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0A6F94686,COL6A5_integrin_a2b1_complex,simple:A8TX70,complex:integrin_a2b1_complex,ENSG00000172752,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC04BCFC59C,COL1A1_integrin_a2b1_complex,simple:P02452,complex:integrin_a2b1_complex,ENSG00000108821,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC03D0A4AD2,COL1A2_integrin_a2b1_complex,simple:P08123,complex:integrin_a2b1_complex,ENSG00000164692,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC06A152CC0,COL3A1_integrin_a2b1_complex,simple:P02461,complex:integrin_a2b1_complex,ENSG00000168542,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC03515B178,COL4A1_integrin_a2b1_complex,simple:P02462,complex:integrin_a2b1_complex,ENSG00000187498,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC046604E76,COL4A2_integrin_a2b1_complex,simple:P08572,complex:integrin_a2b1_complex,ENSG00000134871,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0926FDACC,COL4A3_integrin_a2b1_complex,simple:Q01955,complex:integrin_a2b1_complex,ENSG00000169031,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC072376C7B,COL4A4_integrin_a2b1_complex,simple:P53420,complex:integrin_a2b1_complex,ENSG00000081052,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C287AFC3,COL4A5_integrin_a2b1_complex,simple:P29400,complex:integrin_a2b1_complex,ENSG00000188153,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SS010BB499F,CCL2_ACKR2,simple:P13500,simple:O00590,ENSG00000108691,ENSG00000144648,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS087BEB1C9,CCL4_ACKR2,simple:P13236,simple:O00590,ENSG00000275302,ENSG00000144648,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0E555F91F,CCL5_ACKR2,simple:P13501,simple:O00590,ENSG00000271503,ENSG00000144648,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0CDAC688B,CXCL2_DPP4,simple:P19875,simple:P27487,ENSG00000081041,ENSG00000197635,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS068BC31E4,CXCL9_DPP4,simple:Q07325,simple:P27487,ENSG00000138755,ENSG00000197635,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0FDAB7BA8,CXCL10_DPP4,simple:P02778,simple:P27487,ENSG00000169245,ENSG00000197635,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0B1B18F2D,CXCL12_DPP4,simple:P48061,simple:P27487,ENSG00000107562,ENSG00000197635,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0EA05941A,CCL5_CCR4,simple:P13501,simple:P51679,ENSG00000271503,ENSG00000183813,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS00550260E,CADM3_NECTIN3,simple:Q8N126,simple:Q9NQS3,ENSG00000162706,ENSG00000177707,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0C5E9FBFB,NECTIN3_NECTIN1,simple:Q9NQS3,simple:Q15223,ENSG00000177707,ENSG00000110400,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS02D18D12B,CADM3_CADM4,simple:Q8N126,simple:Q8NFZ8,ENSG00000162706,ENSG00000105767,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0B3829651,CADM3_EPB41L1,simple:Q8N126,simple:Q9H4G0,ENSG00000162706,ENSG00000088367,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS00D9A2FD0,IAPP_CALCR,simple:P10997,simple:P30988,ENSG00000121351,ENSG00000004948,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS01DAEDE79,Calcitriol_byCYP27B1_VDR,complex:Calcitriol_byCYP27B1,simple:P11473,,ENSG00000111424,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS00AD71822,CCK_CCKBR,simple:P06307,simple:P32239,ENSG00000187094,ENSG00000110148,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0CC5DCE80,CDH1_KLRG1,simple:P12830,simple:Q96E93,ENSG00000039068,ENSG00000139187,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0DA0F5556,CDH3_CDH3,simple:P22223,simple:P22223,ENSG00000062038,ENSG00000062038,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS00C24ED50,CDH5_CDH5,simple:P33151,simple:P33151,ENSG00000179776,ENSG00000179776,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0BE3D537D,CDH7_CDH7,simple:Q9ULB5,simple:Q9ULB5,ENSG00000081138,ENSG00000081138,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09C06644C,CADM3_CADM1,simple:Q8N126,simple:Q9BY67,ENSG00000162706,ENSG00000182985,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0BDD04147,COL19A1_integrin_a2b1_complex,simple:Q14993,complex:integrin_a2b1_complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D5DDAD29,COL20A1_integrin_a2b1_complex,simple:Q9P218,complex:integrin_a2b1_complex,ENSG00000101203,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D10396B4,COL21A1_integrin_a2b1_complex,simple:Q96P44,complex:integrin_a2b1_complex,ENSG00000124749,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC088A27EA5,COL24A1_integrin_a2b1_complex,simple:Q17RW2,complex:integrin_a2b1_complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC044C2FDA4,COL27A1_integrin_a2b1_complex,simple:Q8IZC6,complex:integrin_a2b1_complex,ENSG00000196739,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC04251A46C,COL28A1_integrin_a2b1_complex,simple:Q2UY09,complex:integrin_a2b1_complex,ENSG00000215018,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
