subtype,gene_id,avg_logFC,p_val,p_val_adj,Ctrl,OA,pct.1,pct.2
Round_Spermatids,NOL4,-0.525028,1.252208051542546e-05,0.0001093721812869,0.39669898,0.7195581,0.3298969072164948,0.5549224438113327
Round_Spermatids,NOS3,-0.39538574,0.000221822417195,0.0015505586054602,0.08486249,0.26382223,0.0927835051546391,0.2541943653054764
Round_Spermatids,NOSIP,-0.4162582,0.0002426164299335,0.0016858234201125,0.80699676,1.0762671,0.6494845360824743,0.7473884140550807
Round_Spermatids,NOXRED1,-0.41867706,0.0026097185695547,0.0142657957319802,0.22654176,0.42078352,0.2268041237113402,0.3584995251661918
Round_Spermatids,NPAS2,-0.31069982,0.0078091721881558,0.0375617966945229,0.09095614,0.22073628,0.1030927835051546,0.2079772079772079
Round_Spermatids,NPHP1,-0.6253641,1.1065609802267243e-07,1.2822867056359463e-06,0.61296874,1.0499351,0.4742268041237113,0.7345679012345679
Round_Spermatids,NR2F1-AS1,-0.2862605,0.0062514528388311,0.0307721789241889,0.106995836,0.23415759,0.1134020618556701,0.2277619499841722
Round_Spermatids,NR3C1,-0.41809142,0.0078030983617953,0.0375374116663227,0.3975143,0.6014879,0.3814432989690721,0.4658119658119658
Round_Spermatids,NRAV,-0.29147905,0.0042049248385926,0.0219906514264766,0.8516909,1.0632247,0.6494845360824743,0.7467553023108578
Round_Spermatids,NRG1-IT1,-0.7209151,3.005316985634483e-09,4.2251885999990177e-08,0.40909228,0.8705626,0.3298969072164948,0.6448243114909782
Round_Spermatids,NRG3,-0.47042215,2.7027436489036457e-05,0.0002248757307522,0.04808411,0.24912336,0.0618556701030927,0.2389996834441279
Round_Spermatids,NRXN1,-0.88392794,4.234692286453035e-10,6.378142697198783e-09,0.38878775,0.8904777,0.3608247422680412,0.619499841722064
Round_Spermatids,NSA2,-0.5862962,5.250499476008517e-10,7.873221897778838e-09,1.098886,1.5630792,0.7628865979381443,0.890471668249446
Round_Spermatids,NT5C2,-0.35024965,0.000624111048556,0.0040267765495636,0.11242281,0.28148156,0.1237113402061855,0.274295663184552
Round_Spermatids,NTMT1,-1.4072313,5.288452768703827e-25,2.339624021922546e-23,0.032206595,0.79089546,0.0309278350515463,0.6168091168091168
Round_Spermatids,NUDCD1,-0.43089172,0.000216751832497,0.0015162140969117,0.35495856,0.60123986,0.3298969072164948,0.5036403925292814
Round_Spermatids,NUDT21,-0.3244576,0.0019105653463347,0.0109058885848271,0.9765838,1.2188469,0.6907216494845361,0.8181386514719848
Round_Spermatids,NUDT6,-0.5466223,4.129351556754032e-06,3.965259420655946e-05,0.0722828,0.317686,0.0824742268041237,0.2918645140867363
Round_Spermatids,NUMA1,-0.3036056,0.006520091035384,0.0319827533362765,0.10634581,0.23771988,0.1134020618556701,0.2258626147515036
Round_Spermatids,NUP188,-0.3623618,0.0010453468424479,0.006363436944576,0.10505916,0.2701201,0.1134020618556701,0.2546691991136435
Round_Spermatids,NUP50,-0.32228684,0.0029172347223664,0.0157639470405067,0.13791418,0.294353,0.1649484536082474,0.2855333966445078
Round_Spermatids,NUSAP1,-0.39434695,9.04295937955046e-05,0.0006915976892097,0.24836107,0.48748696,0.1958762886597938,0.4064577397910731
Round_Spermatids,NUTM1,-0.32450032,0.0017989800122415,0.0103911109081622,0.08534049,0.2294736,0.0927835051546391,0.2230136119025008
Round_Spermatids,OBSL1,-0.3839627,0.0001358734401814,0.0009882017148448,1.1399325,1.4527208,0.7525773195876289,0.8529597974042419
Round_Spermatids,ODC1,-0.6541399,3.015745865948436e-10,4.605295249458758e-09,0.7535509,1.2251017,0.5979381443298969,0.8209876543209876
Round_Spermatids,ODF1,-0.48752433,0.0005334904175235,0.0034872306833857,0.41568762,0.6756636,0.3711340206185567,0.5261158594491928
Round_Spermatids,ODF2L,-0.32653528,0.0042824672669051,0.0223529005639088,0.24807502,0.4176018,0.2474226804123711,0.3770180436847103
Round_Spermatids,ODF3L1,-0.9020311,2.50094990059323e-12,4.407968417438789e-11,0.3280394,0.8637043,0.2886597938144329,0.6348528015194682
Round_Spermatids,ODF4,-0.34781963,0.005464238337067,0.0277393786713778,0.16747023,0.32984668,0.1855670103092783,0.2983539094650205
Round_Spermatids,OIP5,-0.6026695,5.764262829097943e-07,6.1761374990016735e-06,0.036381986,0.29731607,0.0412371134020618,0.2649572649572649
Round_Spermatids,OLA1,-0.45007983,3.606347376732839e-05,0.0002944868588562,0.58523077,0.8785955,0.5051546391752577,0.6709401709401709
Round_Spermatids,OLFML2B,-0.45535538,0.0013747627459097,0.0081459432129249,0.3949863,0.62802726,0.3711340206185567,0.5001582779360557
Round_Spermatids,OOEP,-0.2926345,0.0023928753042869,0.0132121719725135,0.17230287,0.32776242,0.1649484536082474,0.3070591959480848
Round_Spermatids,OPN3,-0.5367874,4.9056571897363655e-06,4.6758843121854805e-05,0.035537787,0.26504713,0.0412371134020618,0.2386831275720164
Round_Spermatids,OPN5,-0.30700478,0.0001215174479595,0.0008896762156426,0.08159178,0.24269776,0.0618556701030927,0.2367837923393479
Round_Spermatids,OPTN,-0.66312426,2.8823641720727763e-10,4.408814232593969e-09,0.90942127,1.3450534,0.7319587628865979,0.8363406141183919
Round_Spermatids,OR10J1,-0.39365038,0.0001737652174992,0.001239377155572,0.08018966,0.2635728,0.0824742268041237,0.2432731877176321
Round_Spermatids,OR11A1,-0.26957652,0.0106829244415148,0.0496777913169736,0.057940315,0.16562426,0.0721649484536082,0.1641342196897752
Round_Spermatids,OR4M1,-0.28426066,0.0048060377122568,0.0247369004264487,0.054691933,0.16854176,0.0515463917525773,0.1568534346312124
Round_Spermatids,OR8G5,-0.30228436,0.0084313850743797,0.0401977385837953,0.087593645,0.2117999,0.1030927835051546,0.2062361506805951
Round_Spermatids,ORC2,-0.4245396,0.0001908526564747,0.0013479397047035,0.32578933,0.5709419,0.2989690721649484,0.4863880974992086
Round_Spermatids,ORMDL2,-0.59438413,1.1593063632250174e-06,1.202506930533874e-05,0.41498905,0.7563465,0.4020618556701031,0.6043051598607154
Round_Spermatids,OSCP1,-0.6063883,6.655987376947069e-11,1.0743556826960804e-09,1.206248,1.6471481,0.8350515463917526,0.915954415954416
Round_Spermatids,OST4,-0.39295223,0.0003905685987966,0.0026114516059407,0.47941896,0.7338671,0.4020618556701031,0.5846786957898069
Round_Spermatids,OTUD6B-AS1,-0.7290037,4.8885912339453447e-11,7.969917405084117e-10,0.9028947,1.4067298,0.6907216494845361,0.8502690724912947
Round_Spermatids,OVCH1-AS1,-0.4330114,1.8541618363666733e-05,0.0001576037560911,0.05829937,0.25723973,0.0618556701030927,0.2526115859449193
Round_Spermatids,OVOL1,-0.45315915,0.0006158874721093,0.0039778371406124,0.16354166,0.36550358,0.1752577319587628,0.3260525482747705
Round_Spermatids,PA2G4,-0.32312748,0.0015456386530827,0.0090395196758748,1.0699042,1.3257643,0.7319587628865979,0.8277936055713834
Round_Spermatids,PABPC3,-0.56755644,8.76681054062303e-08,1.0260791435194447e-06,0.9686076,1.3761928,0.7010309278350515,0.8433048433048433
Round_Spermatids,PACRG,-0.44071952,1.2446380379530077e-05,0.0001087618134006,0.64956176,0.9565926,0.5567010309278351,0.7144666033554923
Round_Spermatids,PAIP2,-0.455041,3.970524773049593e-06,3.825518752343117e-05,1.4045846,1.7223719,0.8762886597938144,0.9227603672048116
Round_Spermatids,PAIP2B,-0.5270594,1.97951082834469e-05,0.000167686501917,0.3719351,0.68378866,0.2989690721649484,0.528173472617917
Round_Spermatids,PAPOLB,-0.5370507,2.9162351655466695e-05,0.0002412427952946,0.40444204,0.6923858,0.4020618556701031,0.5660018993352327
Round_Spermatids,PBK,-1.0572233,6.626280453920298e-20,2.3324881563926784e-18,1.04743,1.8730181,0.6907216494845361,0.936372269705603
Round_Spermatids,PCBP1,-0.33219707,6.1030145750820406e-05,0.0004792039358544,0.0,0.14068916,0.0,0.1433998100664767
Round_Spermatids,PCCA-AS1,-0.5950501,8.42538579042124e-05,0.0006507566053787,0.12041962,0.36725816,0.134020618556701,0.3037353592909148
Round_Spermatids,PCDH17,-0.5277866,1.1867436766815108e-05,0.0001039457330491,0.16609254,0.42942184,0.1752577319587628,0.3792339347894903
