Gene id,Average expression (normalized),Log2FC,Pct1,Z score,P_val,Adjusted p value,Pct2
AC131235.1,0.0082827844884218,0.0024647514801472,0.0059504132231404,0.5389959216117859,0.5898896739643401,0.6914848068311069,0.0045372050816696
PSMA6P2,0.0087379615256859,-0.0012928219512104,0.0059504132231404,0.5387669205665588,0.5900477089552503,0.6915489018433881,0.0045372050816696
GOLGA8M,0.0407596586631419,0.017185615375638,0.0168595041322314,0.5386673212051392,0.5901164291631581,0.6915862647608639,0.014519056261343
AL136985.2,0.0078624356035793,0.0005983951850794,0.0059504132231404,0.538537859916687,0.5902057634469511,0.6916609725021475,0.0045372050816696
AC093326.1,0.1516903075036431,0.0115894097834825,0.088595041322314,0.5376701951026917,0.5908047771724574,0.6922729174107545,0.0834845735027223
AMIGO2,0.0092221579847592,0.0014376133913174,0.0059504132231404,0.5371637344360352,0.591154499584027,0.6926526778611112,0.0045372050816696
CCNB1IP1,0.8124523011144749,0.0189635194838047,0.4198347107438016,0.5367640852928162,0.5914305758977761,0.6929461183777377,0.4029038112522686
OSBPL3,0.0151366918129195,-0.0029936872888356,0.0059504132231404,0.536476731300354,0.5916291304359615,0.6931487094666469,0.0045372050816696
RBM15,0.2431684733947935,0.0076387939043343,0.1262809917355372,0.5361748933792114,0.5918376881905156,0.6933329526513751,0.117059891107078
STX6,0.1182792654341507,0.0229533184319734,0.0548760330578512,0.5356752872467041,0.5921829899577749,0.6936197049383672,0.0508166969147005
AL831711.1,0.0170899833415929,0.0096453763544559,0.0069421487603305,0.5356725454330444,0.5921848832666551,0.6936197049383672,0.0054446460980036
EFCAB2,1.5177832145325172,0.0193076431751251,0.7051239669421487,0.535491943359375,0.5923097376079068,0.6937356262090788,0.6715063520871143
DOCK7,0.9356583632535068,-0.0544892698526382,0.4310743801652892,0.5351606011390686,0.592538822094626,0.6939438022633264,0.396551724137931
